num,arabic_name,english_name,latin_binomial,header_full,is_hot,is_cold,is_wet,is_dry,degree,temperament_text,nature_text,sections_present
36,(A wild,"bean)"" (Anonymous)",,"(A wild bean)"" (Anonymous)",False,False,False,False,,,"This is a wild bean which is pungent in taste and possesses a little bitterness. It is used orally as such or in the form of a decoction. Alimentary organs: It is good for the stomach. Oral intake of its decoction proves to be useful for treating gastralgia, nephralgia",Nature
37,Summdq Sumach,,Rhus coriaria Linn.,Summdq Sumach Rhus coriaria Linn.,False,True,False,True,third degree,Sumach is cold in the second and dry in the third degree.,"There are two kinds of sumach: One is khuriisdni and the other is shdmi. The latter is smaller in size and is red like lentil. It is suitable for conditions in which acacia and rose are suitable. Its concentrated decoction in water, which is as thick as honey, is useful",Food|Excretion|Properties|Ulcers|Temperament|Joints|Nature|Head|Swellings
38,Summdni,,Grey quail,Summdni Grey quail Coturnix,False,False,False,False,,,Quail is a well known bird. Organs of the joints: Prolonged use of the meat of quail may cause convulsions and distension. This is attributed not only to the fact that these birds pick hellebore but also to their inherent properties.,Nature
39,Simsim Sesame,,Sesamum indicum,Simsim Sesame Sesamum indicum De.,True,False,True,False,first degree,It is hot in the middle and moist in the last phase of the first degree.,Sesame seeds are rich in oil content. The oil becomes rancid quickly. According to some physicians it is of no use except for causing and moistening effect in the people having malanotic temperament. Arsimiin is a variety of sesame which is unpleasant in taste.,Food|Chest|Cosmetics|Eye|Properties|Excretion|Ulcers|Choice|Temperament|Joints|Nature|Head|Swellings|Poisons
40,Samak Fish,Piscis,,Samak Fish Piscis,True,True,True,True,,"All types of fish are cold and, moist but some fishes are relatively more warming e.g. sword-fish, eel and snake fish. The salted fish is hot and dry. These two temperaments (hot and dry) develop in intensity with age. Salted fish resembles garum in all respects.",,Chest|Eye|Properties|Excretion|Ulcers|Choice|Temperament|Joints|Head|Poisons
41,Saman,,Cooking butter,Saman Cooking butter,True,False,False,False,first degree,Saman is hot in the first degree with some moistness.,"The action of cooking butter is similar to that of common butter. It is strong in maturing, relaxing, loosening and warming properties. For details, please refer to 'zubd' discussed under the letter ""Zd"", Some additional matter is given below.",Chest|Excretion|Properties|Temperament|Nature|Head|Swellings|Poisons
42,Samiimiiin,,Wild celery,Samiimiiin Wild celery Apium petrosilinum Linn.,False,False,False,False,,,Samurniiin is the wild celery which has already been discussed.,Nature
43,Sunbul Nard,,Nardostachys jatamansi DC.,Sunbul Nard Nardostachys jatamansi DC.,True,False,False,True,second degree,Nard is hot in the first and dry in the second degree.,"Nard is of two kinds: (a) Sunbul al-tib (Nardostachys jatomansi) which is Indian spikenard and (b) nardin which is also called Roman nard (sunbul-rismi), Roman nard is weaker than Indian spikenard and Suri variety in all properties except in promoting",Food|Chest|Eye|Properties|Excretion|Choice|Temperament|Nature|Head|Swellings
44,Sandriis Sandarus,,Trachylobium horne mannianum,Sandriis Sandarus Trachylobium horne mannianum,False,False,False,False,,,,Food|Chest|Cosmetics|Excretion|Properties|Ulcers|Head
45,Siiranjiin Hermodactyle,,Colchicum luteurn,Siiranjiin Hermodactyle Colchicum luteurn Baker,False,False,False,False,,,Hermodactyle is the root of a plant bearing white and yellow flowers. These flowers blossom first in the valleys and at the base of the mountains. The plant leaves spread over the earth.,Food|Excretion|Properties|Choice|Wounds|Joints|Nature|Poisons
46,Siis Liquorice,Glycyrrhiza g/abra Linn.,,Siis Liquorice Glycyrrhiza g/abra Linn.,False,False,False,False,,The root of liquorice is moderate in temperament with an inclination towards hotness and moistness.,,Food|Chest|Fevers|Eye|Excretion|Temperament|Swellings
47,Sausan Lily,,Iris fiorentina Linn.,Sausan Lily Iris fiorentina Linn.,True,False,False,True,second degree,"The white lily known as sausan dzdd' is hot and dry in the second degree, Wild orris root is highly warming and desiccant.","Orris root has already been discussed under the name Irsa. The cultivated sausan contains earthy, tenuous matters with some bitterness and moisture. It is moderate in temperament.",Food|Chest|Cosmetics|Excretion|Properties|Ulcers|Temperament|Nature|Head|Swellings|Poisons
48,Soqiqan,,House leek,Soqiqan House leek Semper vivum tectorum Linn.,True,True,True,True,,It is predominantly cold and dry and moderately hot and moist.,It is said that soqiqan is Hayy al- 'dlam. It is believed to be a kind of lujjiib i.e. mandrake. It is also said that soqiqan is of two kinds: one is rocky and the other is non-rocky.,Chest|Excretion|Properties|Temperament|Joints|Nature
49,Sauldn,,Juice of buck thorn,"Sauldn Juice of buck thorn Rhamnus persicus Boiss,",True,False,False,True,fourth degree,It is hot and dry upto the fourth degree.,Sauldn is a Roman drug.,Eye|Properties|Temperament|Nature|Head
50,Sawiq,,The powdered fried wheat or barley,Sawiq The powdered fried wheat or barley,False,False,False,False,,,Sawiq has been discussed under the chapter dealing with wheat and barley.,Chest|Nature
51,Siyim,,,Siyim,False,False,False,False,,,"Siyiin is a water cress found in stagnant waters. It has a mild aroma. It has already been described under the letter ""Qiif"".",Excretion|Nature
52,Sisiiriin,,,Sisiiriin,True,False,False,True,second degree,It is hot and dry in the second degree.,Sisdriin is the wood obtained from black cumin having somewhat bitter and astringent taste.,Food|Excretion|Properties|Temperament|Nature
53,Sisiiliyus Lovage,,Levestlcum officinale,Sisiiliyus Lovage Levestlcum officinale Koch.,True,False,False,True,second degree,It is hot and dry in the second degree.,Sisiiliyiis is nothing but a kind of Roman asafoetida. It is indeed similar in appearance but is slightly large in size and comparatively whiter in colour.,Food|Chest|Substitute|Excretion|Properties|Temperament|Joints|Nature|Head
2,Shiidhanj,,Blood stone,Shiidhanj Blood stone Haematites lapis,True,True,False,True,third degree,The unwashed blood stone is hot in the first and dry in the third degree. The washed one is cold upto the third degree depending on the quality of washing and it is dry in the third degree.,Blood stone is obtained from mines. Sometimes magnet stone is burnt to yield blood stone having the same action.,Eye|Properties|Excretion|Ulcers|Choice|Temperament|Nature
3,Shdhtarj Fumitory,,Fumaria officinalis Linn.,Shdhtarj Fumitory Fumaria officinalis Linn.,False,True,False,True,second degree,It is cold in the first and dry in second degree.,,Food|Substitute|Properties|Choice|Temperament|Head
4,Shabb Alum,Alumen,,Shabb Alum Alumen,True,False,True,True,second degree,It is hot and dry in the second degree.,According to Dioscorides there are many varieties of alum but three of them are used in medicine viz. (a) cracked (b) moist and (c) round. The first i.e. cracked variety is called yamdni alum. It is yellowish white and astringent with some sourness resembling,Cosmetics|Properties|Ulcers|Temperament|Nature|Head
5,Shibth Dill,,Peucedanum graveo,Shibth Dill Peucedanum graveo/ens Berth.,False,False,False,False,third degree,The warming property of dill is in between the second and the third degree and desiccating property is in between,,Food|Chest|Eye|Properties|Excretion|Ulcers|Temperament|Joints|Head|Swellings
6,Shabram Spurge,,Euphorbia pityusa Linn.,Shabram Spurge Euphorbia pityusa Linn.,True,False,False,True,second degree,"Hunain states that spurge is hot in the first phase of the second degree and dry in the last phase of the third degree. As far as its milk is concerned, these qualities are of higher order tending towards the fourth degree.","Spurge grows in gardens. Its stem is thin, even, smooth and fibrous. I believe that its leaves are soft and resemble those of tarragon.",Food|Fevers|Excretion|Properties|Choice|Temperament|Nature|Head|Poisons
7,,,Shajarah al-baq,Shajarah al-baq Elm tree Ulmus dryopteris,False,True,False,True,first degree,Elm tree is cold and dry in the first degree. Cosmetics: It is painted with two dirham (7 gm) of vinegar on exfoliation.,"Elm tree is the same drug which is called dirddr described earlier under the letter ""Ddl"",",Ulcers|Temperament|Nature|Cosmetics
8,,,Shajarah maryam,Shajarah maryam Greek cyclamen Cyclamen europaeum Linn.,False,False,False,False,,,Cyclamen is also called bukhiir-i maryam. Cyclamen is said to be of three kinds; one is fruitless and the two other kinds bear fruits.,Head|Eye|Nature
9,Shahm,,,Shahm,False,False,False,True,,The fat from (uncastrated) males is more warming and drying than that of castrated animals. The fat obtained from aged animal is lighter.,Fat is a well-known substance.,Cosmetics|Eye|Properties|Excretion|Ulcers|Temperament|Joints|Nature|Head|Swellings|Poisons
10,,,Shorb in,Shorb in,False,False,False,False,,,Sharbin is also called cedar tree. It has already been discussed as Qalriin in an earlier chapter. We propose to describe here only the properties related to the tree. The latter belongs to pine species. Its fruit is similar to that of cypress but is somewhat smaller,Food|Chest|Excretion|Properties|Nature|Head|Poisons
11,Sha'r Hair,,Pile pilus,Sha'r Hair Pile pilus,False,False,False,False,,,,Ulcers|Poisons|Cosmetics
12,Sha'r al-ghiil,,Maiden hair fern,Sha'r al-ghiil Maiden hair fern Adiantum capillus-veneris Linn,True,False,False,True,,It is hot and dry.,Sha'r al-ghul is a plant to be uprooted with its roots from the earth. It is somewhat reddish black in colour. Its roots and upper parts are wide-spread and crooked.,Chest|Temperament|Nature
13,Shair-wa-sult,,Barley and pearl-barley,Shair-wa-sult Barley and pearl-barley Hordeum vulgare Linn.,False,True,False,True,first degree,It is cold and dry in the first degree.,,Chest|Cosmetics|Fevers|Excretion|Properties|Joints|Temperament|Swellings
14,Shafudis,,Wild cucumber,Shafudis Wild cucumber,True,False,False,False,,Shafudis is hot in potency.,,Food|Excretion|Properties|Ulcers|Temperament|Joints
15,,,Shiiqaiq al-nu,Shiiqaiq al-nu 'mall Red anemone Anemone coronaria Linn.,True,False,True,False,second degree,Red anemone is hot in the second degree. It is also moist.,The distinguished physician Dioscorides states that some people call red anemone as Armiyiin and 'aminini. It is of two kinds: (a) wild anemone and (b) garden anemone. The garden anemone is also of two kinds: one having red flowers and the other bearing milky white and purplish flowers. Its leaves are similar to those of,Chest|Cosmetics|Eye|Properties|Excretion|Ulcers|Temperament|Nature|Head|Swellings
16,Shaqdqul Secacul,,Asparagus recemosus,Shaqdqul Secacul Asparagus recemosus Willd.,True,False,False,False,,Secacul is hot with a little moistness.,,Substitute|Excretion|Temperament|Properties
17,Shukii'i,,Arabian thorn,Shukii'i Arabian thorn Onopordon arabicum,False,False,False,False,,,"Shukii't is a plant with roots similar to that of Indian cypress. It is highly bitter and, sometimes, called kathir al-""aqd i.e. ""multi-knotted"".",Food|Fevers|Excretion|Properties|Nature|Head
18,Shal,,Bael tree,Shal Bael tree Aegla marmetos Corr.,True,False,False,True,second degree,It is hot and dry in the second degree.,Shal is an Indian drug resembling the ginger.,Properties|Temperament|Nature|Joints
19,Shaljatn Turnip,,Brassica rapa Linn.,Shaljatn Turnip Brassica rapa Linn.,False,False,False,False,,,Shaljam is also called lift which has already been discussed.,Nature
20,Sham',,Bees wax,Sham' Bees wax Cera alba,False,False,False,False,,,Bees wax has been discussed under mum.,Excretion|Nature
21,Shanjdr Dyer's,bugloss,Onosma echioides Linn.,Shanjdr Dyer's bugloss Onosma echioides Linn.,False,True,False,True,second degree,It is cold in the first and dry in the second degree.,"Shanjiir is the same drug which is called khas al-himiir It is of various kinds. Its leaves resemble those of lettuce and are sharp-edged, spiky and black tinged. The leaves become red in winter. Its wood is blood-red in colour which stains the hands when caught.",Food|Cosmetics|Excretion|Properties|Ulcers|Choice|Temperament|Nature|Head|Swellings|Poisons
22,Shiikriin,,Hemlock seed,Shiikriin Hemlock seed Conium maculatum Linn.,False,True,False,True,fourth degree,It is cold and dry from the third to the fourth degrees.,"According to Dioscorides hemlock-stem resembles that of fennel while its leaves are similar to those of cucumber. Its flowers are white and the seeds are like anise. According to Rhupos its leaves resemble those of yabriij i.e, belladonna but are comparatively",Chest|Cosmetics|Eye|Properties|Excretion|Choice|Temperament|Joints|Nature|Head|Swellings|Poisons
23,al-,,Shaukah al-baidd,al-Shaukah al-baidd',False,True,False,True,first degree,It is cold and dry in the first degree.,White acanthus is the same drug which is called bddhiiward.,Food|Properties|Temperament|Joints|Nature|Swellings|Poisons
24,,,Shaukah misriah,Shaukah misriah Gum arabic tree Acacia arabica Willd.,False,True,False,True,second degree,Gum arabic tree is cold in the first and dry in the second degree.,,Ulcers|Food|Temperament|Properties
25,,,Shaukah al-yahiid,Shaukah al-yahiid Eryngium Eryngium planum,True,False,False,False,,Shaukah al-yahiid is hot.,,Chest|Properties|Temperament|Joints|Head
26,Shuniz,,Black cumin,Shuniz Black cumin Nigella sativa Linn.,True,False,False,True,third degree,Black cumin is hot and dry in the third degree.,,Cosmetics|Fevers|Eye|Properties|Excretion|Ulcers|Temperament|Head|Swellings|Poisons
27,Shahddnaj,,Hemp seed,Shahddnaj Hemp seed Cannabis sativa Linn.,False,False,False,False,,,"Shahdiinaj is the seed of Indian hemp-tree which was discussed earlier under the title ""qinnab"", The reader is advised to go through both the chapters for full information on this drug. Hemp is of two kinds: (a) garden hemp which is well known and (b)",Food|Eye|Properties|Excretion|Nature|Head|Swellings
28,Shahmdnaj,,,Shahmdnaj,True,False,False,True,second degree,Shahmiinaj is hot and dry in the second degree.,,Food|Excretion|Properties|Temperament|Joints|Head
29,ShiI.. Wormwood,,Artimisia maritima Linn.,ShiI.. Wormwood Artimisia maritima Linn.,True,False,False,True,third degree,It is hot in the second and dry in the third degree.,Wormwood is of two varieties: A thorny variety having leaves similar to those of cypress. Its wood is hollow and used for the purpose of fumigation. The second variety has leaves resembling those of tamarisk. A third variety has also been described. It is,Food|Cosmetics|Fevers|Eye|Properties|Excretion|Ulcers|Choice|Temperament|Nature|Head|Swellings|Poisons
30,,,Shir khushk,Shir khushk (Khisht) Manna Fraxinus ornusLinn.,False,False,False,False,,It is moderate in temperament. Excretory organs: It is similar to turanjibin in purgative property but is rather stronger in potency.,Manna is found as dew drops falling on the tree of Kkiliif i.e. willow and on that of gum tragacanth in Hirat.,Temperament|Properties|Nature
31,Shitaraj Lepidium,,Lepidium latifolium Linn.,Shitaraj Lepidium Lepidium latifolium Linn.,True,False,False,True,second degree,It is hot and dry in the last phase of the second degree.,The Indian variety of lepidium consists of small and thin pieces of wood with rinds similar to those of cloves. Its broken parts are somewhat red and black in colour. It grows on old walls specially in regions having no snowfall. Its leaves are like those of,Food|Cosmetics|Substitute|Excretion|Properties|Ulcers|Temperament|Joints|Nature
32,Shailam,,Tars darnel,Shailam Tars darnel Latium temulentum Linn.,True,False,False,False,first degree,According to Galen it should prohably be classified as hot in the first degree.,Tars darnel is a herb which grows alongwith wheat.,Cosmetics|Excretion|Properties|Ulcers|Temperament|Joints|Nature|Head|Swellings
1,Sabiin Soap,Saponis,,Sabiin Soap Saponis,False,False,False,False,,,,Excretion|Properties
2,Sibr,,Small aloe,Sibr Small aloe Aloe littoralis Koening,True,False,False,True,second degree,Sibr is hot upto the second degree and is somewhat dry. Sometimes it is said to be hot and dry in the third degree hut this is not true.,The concentrated extract of aloe is somewhat reddish yellow in colour. It is of three varieties: (a) Saqotri aloe; (b) Arabianaloe and (c) sanjdbi aloe. According to some people it is similar to the plant rdsin i.e. elecampane but this is not true.,Food|Cosmetics|Substitute|Eye|Properties|Excretion|Ulcers|Choice|Temperament|Joints|Nature|Head|Swellings|Poisons
3,Sibnii,,Salted fish food,Sibnii Salted fish food Atherina hejalosma,False,False,False,False,,,,Food|Cosmetics|Properties|Ulcers|Joints
4,Sadd' al-hadid,,Iron oxide,Sadd' al-hadid Iron oxide,False,False,False,False,,,,Excretion|Properties
5,Sadaf,,Oyster shell,Sadaf Oyster shell Ostrea edulis,False,False,False,False,,,,Food|Cosmetics|Eye|Properties|Excretion|Ulcers|Joints|Head|Swellings|Poisons
6,Sursur Cocroaches,,Polyphaga aegyptica,Sursur Cocroaches Polyphaga aegyptica,False,False,False,False,,,Cocroaches are similar to insects called 'cricket'.,Head|Nature
7,$afriighiin Wagtail,,Motacilla flava,$afriighiin Wagtail Motacilla flava,False,False,False,False,,,It is a bird which is called $a(riighiill even in European language.,Properties|Nature
9,$amagh Gum,,,$amagh Gum,True,False,False,False,,All kinds of gum are hot.,,Food|Chest|Properties|Choice|Temperament
10,Sandal,,Sandal wood,Sandal Sandal wood Santalum album Linn.,False,True,False,True,second degree,It is cold from the last phase of the second degree to the third degree. It is dry in the second degree.,Sandal is a kind of thick wood procured from China. It is of three kinds: (a) yellow (b) red and (c) whitish yellow. Some people call the last variety as maqdsiri. It is more fragrant than the other two varieties.,Food|Chest|Eye|Properties|Excretion|Ulcers|Choice|Temperament|Nature|Head|Swellings|Poisons
12,!iii!,,,!iii!,False,False,False,False,,,,Ulcers|Properties
2,l)ab A,kind of monitor lizard,Varanus bengalensis,l)ab A kind of monitor lizard Varanus bengalensis,False,False,False,False,,,"It differs from varal which is found in our country (Avicenna's) but it has some resemblance with the latter in appearance and potency. It is rarely found elsewhere except in Arab lands. Cosmetics: Its excrement is painted on freckles, particularly the",Eye|Nature|Cosmetics
3,l)ab· Hyena,,Hyaena hayana hyaena,l)ab· Hyena Hyaena hayana hyaena,False,False,False,False,,,,Properties
4,par· Uddar,,Mammary glands,par· Uddar Mammary glands,False,True,False,True,,"Udder is cold and dry due to its ""polyneuric"" structure.",,Choice|Temperament
5,Dirw Terebinth,,Pistacia terebinthus Linn,"Dirw Terebinth Pistacia terebinthus Linn,",True,False,True,False,first degree,It is hot in the third and moist in the first degree.,Dirw is a well known drug. The rob of dirw tree is used as gum. It is procured from Meeca and caned there by the same name.,Excretion|Properties|Temperament|Nature|Head
6,l)ijda< Frog,,Rana tlgrina,l)ijda< Frog Rana tlgrina,False,False,False,False,,,,Cosmetics|Properties|Head|Swellings|Poisons
7,Daimariin,,Sweet basil,Daimariin Sweet basil Ocimum basilicum Linn.,True,True,False,True,second degree,According to Ibne Maswaih it is mildly hot but dry in the second degree. Mostly people consider it to be cold because it does not harm any hot tempered person and hamahim is also cold in the first degree. It would be more appropriate to state that it combines hot and cold temperaments but coldness is dominant over hotness.,Daimardn is believed to be similar to sweet basil or Amaranthus paniculatus Linn (lfamiibim) in nature.,Excretion|Properties|Ulcers|Temperament|Nature|Head
2,Tiiliiiyun Purslane,,Portulaca oleracea Linn.,Tiiliiiyun Purslane Portulaca oleracea Linn.,False,True,True,False,,"It is cold and moist. Cosmetics: It is a good drug to be used in leukoderma. For this purpose its leaves are plastered and left for six hours. Barley flour should be used after applying the plaster. Application of pounded drug on pityriasis and exposure to sun light till it dries up and then rubbed off, cures the disease.",Some people call it wild purslane and also rijla barriya because of resemblance in stalks and leaves. At the base of every leaf there grows a branch which is divided further into six or seven small and leafy branches containing a volatile viscous fluid. It has,Temperament|Nature|Cosmetics
3,Tdlisfar Macer,,Abies webbiana,Tdlisfar Macer Abies webbiana Lindle,True,False,False,True,second degree,According to Galen there is hotness and coldness in macer but some others consider it to be hot and dry in the second degree.,"Macer is an Indian bark having astringency, pungency and some fragrance. It is rich in earthy substance but has little tenuity.",Properties|Excretion|Temperament|Nature
4,Tabdshir,,Bamboo secretion,Tabdshir Bamboo secretion Bambosa arundinacea Willd,False,True,False,True,third degree,It is cold in the second and dry in the third degree.,"Tabdshir is the ""burnt"" root of bamboos. According to some people the burning is caused by friction of its parts (leaves and branches) against bamboos due to strong winds. Tabiishir is found in India.",Food|Chest|Fevers|Eye|Properties|Excretion|Temperament|Nature|Head
5,TiMi Spleen,,,TiMi Spleen,False,False,False,False,,,,Food|Choice|Properties
6,Tu/llub,,Duck weed,Tu/llub Duck weed Lemna minor Linn.,False,True,False,False,,It is cold.,"Duck weed is of three kinds (a) river-water variety is earthy, (b) marine variety is very astringent and (c) the rock-moss variety which is also called /.lazQz al-sukhiir, The latter has already been discussed.",Excretion|Properties|Temperament|Joints|Nature|Swellings
7,Tariithith,,Maltesa mushroom,Tariithith Maltesa mushroom Cynomovium coccineum Linn.,False,False,False,False,,,Tariithith. consists of pieces of twisted wood which are as thick as a finger but are smaller in length. It is somewhat astringent in taste and dusty in colour. Its potency is similar to that of pomegranate flowers. It is mostly found in rural areas.,Food|Excretion|Properties|Joints|Nature
8,Tariighiun Tragos,,Pimpinella tragium,Tariighiun Tragos Pimpinella tragium ViiI.,False,False,False,False,,,"Tragos is a plant which grows in Qaritush. Its leaves, branches and fruits are similar to those of ekinos but are smaller in size. Its gum is similar to gum arabic. The leaves, fruit and gum are absorbent. There is another kind of tragos with leaves",Excretion|Properties|Nature
9,,,Tariighiim dkhar,Tariighiim dkhar Another kind of tragos,False,False,False,False,,,Some people call the {ariighiUn iikhar as saqidiiqandariun (spleen wort). It is a small plant measuring a hand-span in length and found spreading on the ground. Generally it grows at sea-shores and has no leaves. Its branches bear small grape like red structures of the,Excretion|Nature
10,Tarakhshaqiiq,,Wild endive,Tarakhshaqiiq Wild endive Cichorium intybus Linn.,False,False,True,False,,,Wild endive is a well-known drug. It is a kind of endive. Temperament.' It is somewhat moist but its coldness is higher than its moistness.,Food|Eye|Properties|Nature|Poisons
11,Tarkhiin Tarragon,,Artemisia dracunculus Linn.,Tarkhiin Tarragon Artemisia dracunculus Linn.,True,True,False,True,second degree,"Apparently it is hot and dry in the second degree though it contains some narcotic property also. According to some sources, not quite reliable, it is cold and dry.",Tarragon is a well-known drug. Some believe pellitory to be the name given to the roots of the mountain tarragon.,Food|Chest|Excretion|Properties|Temperament|Nature|Head
12,Taraghiiqanthii Tragacanth,,Astragulas gummifer,Taraghiiqanthii Tragacanth Astragulas gummifer Lab.,False,False,False,False,,,According to Dioscordies its root is wide and rough Spikes of tragacanth tree grow at higher level from the ground. Its branches are strong and small and have many thin leaves. In the midst of the leaves there are some hidden hard and straight thorns.,Chest|Excretion|Nature
13,Tarfii Tamarisk,,Tamarix gallica Linn.,Tarfii Tamarisk Tamarix gallica Linn.,False,False,False,False,,,According to Dioscorides it is a wellknown plant growing near stagnant waters. Its fruits are similar to the flowers which structurally resemble to flowers of rock moss. It is found in Egypt and Syria. Garden tamarisk resembles the wild variety in every respect,Food|Chest|Cosmetics|Eye|Properties|Excretion|Ulcers|Nature|Head|Swellings|Poisons
14,Tariiiimdnus,,,Tariiiimdnus,False,False,False,False,,,"According to Dioscorides some people call it as adbiir. It grows at a place where the drug maiden hair grows. It resemhles far/is plant. Its leaves are very long and lentillike in appearance growing parallel to each other, on both sides of a thin, hard, smooth and blackish stem. Its actions are said to be identical with",Nature
15,Tarfiilis Teukrion,,Teucrium fiavum Linn.,Tarfiilis Teukrion Teucrium fiavum Linn.,False,False,False,False,,,The pieces of teukrion are attenuant in nature and are taken orally in case of induration (hardness) of the spleen.,Nature
16,Tarighiin,,Wild carthum,Tarighiin Wild carthum Carthamus oxyacantha Bieb,False,False,False,False,,,Wild carthum is a plant that grows in spring and its seeds are similar to that of safflower.,Nature|Poisons
17,Tarifulilin Trifolium,Psora/eo bituminosa Linn.,,Tarifulilin Trifolium Psora/eo bituminosa Linn.,True,False,False,False,,It is somewhat hot.,"According to Dioscorides it is a plant which grows at sea-shores. When the sea-water recedes, growth of trifolium spreads over this place. It is found neither in the midst nor far away from the water. Its leaves are similar to those of a/ii/is (Isatis tinetoria",Excretion|Temperament|Nature|Poisons
18,Talaq Talc,Mica,,Talaq Talc Mica,False,True,False,True,second degree,It is cold in the first and dry in the second degree.,"According to some people the oral intake of talc may be dangerous because it adheres to the fibres and shaggy hair (villi) of the stomach, throat and gullet. If one desires to render it soluble",Chest|Excretion|Properties|Choice|Temperament|Nature|Swellings
19,"T,iqrirls Teukrion",,Teucrium flavum Linn.,"T,iqrirls Teukrion Teucrium flavum Linn.",False,False,False,False,,,According to Dioscorides it is a plant having many branches on its stick-like stem. It resembles the plant called germander. Its thin leaves resemble those of chickpea. It grows abundantly in Faliqia region. The intake of fresh teukrion with vinegar and water,Nature|Poisons
21,,,Tin al-ard at mazrir-a,Tin al-ard at mazrir-a Earth of cultivated lands Terra eretria,False,False,False,False,,,,Ulcers|Properties
22,,,Tin armani,Tin armani Red armenian bole Bolus armenia rubra,False,True,False,True,second degree,It is cold in the first and dry in the second degree.,It is a well known bole which is somewhat dusty red in colour. It is used by the jewellers to impart colour to gold. The earth of linos also resembles the armenian bole in actions.,Chest|Fevers|Excretion|Properties|Ulcers|Temperament|Nature|Head|Swellings
23,,,Tin aqritush,Tin aqritush. Earth creta,False,False,False,False,,,,Excretion|Eye|Properties
24,,,Tin balad al mastaki,Tin balad al mastaki Chian earth Terra chia,False,False,False,False,,,,Properties
25,,,Tin sama,Tin sama'i Samian earth Terra samia,False,False,False,False,,,"According to Dioscorides this earth is stone like in nature and it is used for smoothening and polishing purposes. It is of different kinds: (a) a whitish grey variety which is thin, found in layers and its particles are of various shapes and (b) an extremely",Food|Cosmetics|Eye|Properties|Excretion|Choice|Nature|Head
26,,,Tin shdmus,Tin shdmus,False,True,False,False,,"It is adhesive, viscid, agglutinant and it need not be treated with water before use. Its cooling property is weak but its soothing property is appreciable.","Galen described the use of earth called kaukab shamus, but I believe that it is nothing but talc as claimed by people who bring it from the islands of Cyprus in Greek territory.",Eye|Properties|Excretion|Ulcers|Temperament|Joints|Nature|Head|Swellings
27,,,Tin qaimulid,Tin qaimulid Camolian earth Terra cimolia,True,True,False,False,first degree,Camolian earth is cold in the second and hot in the first degree.,According to Hunain it is called al-tin al-dairi and is of two kinds: (a) white and (b) purple. Carnolian earth is immoderate in nature and is cold to touch. It is procured from the seashores specially the place called al-siraf,Excretion|Properties|Ulcers|Temperament|Joints|Nature|Head|Swellings
28,,,Tin al-kara,Tin al-kara,False,False,False,False,,,According to Dioscorides this kind of earth is found in Syria. It is black in colour and similar to a rectangular piece of coal of cedar wood. It also resembles small broken pieces of wood having equal brightness. The powdered earth is not difficult to be dissolved,Food|Cosmetics|Excretion|Properties|Choice|Nature
30,,,Tin makhtiim,Tin makhtiim Sealing clay Terra sigillata,False,False,False,False,,,Sealing clay is brought from tall-ahmar (red hill). The latter is called buhaira because it has a smooth surface and is devoid of grass and rocks. This was narrated to me by a person who had seen it personally. This earth is also called tin kiihini because in,Chest|Excretion|Properties|Ulcers|Choice|Nature|Head|Swellings|Poisons
31,,,Tin muttaq,Tin muttaq Common earth,False,True,False,False,,All kinds of earth are cooling.,Common earth is found every where.,Food|Cosmetics|Properties|Temperament|Nature|Swellings
32,,,Tin al-maghra,Tin al-maghra Red ochre Bolus armenia rubra,False,False,False,False,,,Red ochre is a well known earth.,Excretion|Properties|Ulcers|Choice|Nature
1,~ilf,,,~ilf,False,False,False,False,,,Hoof is a thing commonly known to all. Cosmetics: Use of a paint prepared from goat hoof and vinegar cures alopecia.,Nature|Cosmetics
2,?alim,,Male ostrich,?alim Male ostrich Struthio camelus,False,False,False,False,,,"This has already been dealt with under the chapter on ni""am (Ostrich.) Letter 'Ain",Nature
1,• AqarqarM,Pellitory,Anacyclus pyrethrum,• AqarqarM Pellitory Anacyclus pyrethrum D.C.,True,True,False,True,third degree,"Laymen generally consider it to be cold and attenuant but in fact, it is hot and dry in the third degree.",Mostly the root of pellitory plant is used.,Cosmetics|Fevers|Properties|Choice|Temperament|Joints|Nature|Head
2,eAliisis Galiopris,,Scrophularia peregrina,eAliisis Galiopris Scrophularia peregrina,False,False,False,False,,,It is believed that the people of Tabaristan have named it after their god. This plant resembles Roman nettle in all respects except that its leaves are comparatively smoother. On rubbing a very bad smell comes from the leaves. Its flowers are thin and,Properties|Ulcers|Nature|Head|Swellings
3,"""Aliyun",,,"""Aliyun",False,False,False,False,,,"Some people call it ""dliyun while others call ""dtdriyun. The etymology of these two names indicate milk coagulating property in this drug similar to that in rennet. The plant ealiyiin has leaves and branches resembling those of al-harniiin. It bears numerous, yellowish white, thin, dense, and fragrant flowers. It grows in marshy",Ulcers|Properties|Nature
4,"""Ubaithran",,Southern wood,"""Ubaithran Southern wood Artimisia abrotanum Linn.",False,False,False,False,,,,Head|Eye|Properties
5,<Ados Lentil,,Lens esculenta,<Ados Lentil Lens esculenta Moench.,True,False,False,False,,"According to Galen it is either moderate in hotness and dryness or inclinestowards hotness. Therefore it does not produce coldness at any of the stages after its oral use i.e. neither at the time of intake, nor in stomach, nor during digestion.","It is the well known edible variety of lentil. Its another kind is wild and is not suitable for use. The bitter lentil is apparently hot, desiccant and somewhat astringent in nature. According to Oioscorides it is a tall quince-coloured herb which has many branches",Food|Chest|Eye|Properties|Excretion|Ulcers|Choice|Temperament|Joints|Nature|Swellings
