num,arabic_name,english_name,latin_binomial,header_full,is_hot,is_cold,is_wet,is_dry,degree,temperament_text,nature_text,sections_present
12,lo·doh,,,lo·doh,True,False,False,True,third degree,The small variety of germander is hot in the third degree and dry in the second degree. The large variety is hot and dry in the second degree.,lo·doh is a kind of worm-wood. It is hot and a little pungent. The small variety is more pungent and bitter. It consists of branches measuring a hand-span and downy white flowers with a yellowish tinge and full of seeds. Its head is like the ball having white,Food|Substitute|Fevers|Excretion|Properties|Ulcers|Temperament|Nature|Head|Poisons
13,luft-iifrond Satyrion,,Satyrium minus,luft-iifrond Satyrion Satyrium minus,False,False,False,False,,,Juft iifrand is conical in shape having two thorns-like growths on its top. It is also said to be similar to almond nut with some splittings and crackings (on the surface).,Excretion|Nature
14,lalbhank,,,lalbhank,False,False,False,False,,,The action of jalbhank is similar to the action of hellebore. Some physicians state that jalbhank is the seed of black turpeth root and its root-bark is yellow in colour. It grows at Sughd.! The Indian variety which resembles erysimon is considered best.,Food|Excretion|Joints|Nature|Poisons
15,IUd Skin,Cutis,,IUd Skin Cutis,False,False,False,False,,,,Food|Cosmetics|Properties|Ulcers|Choice|Swellings|Poisons
16,Julniir:,,,Julniir:,False,True,False,True,first degree,Ju/niir is cold in the last of the first degree and dry in the second degree.,Julniir is the flower of wild Persian or Egyptian pomegranate. It is either red or white or rosy. Its extract resembles the nature of the extract of salsify. According to Paulos the potency of Julniir equals the potency of its pulp.,Chest|Cosmetics|Substitute|Excretion|Properties|Ulcers|Temperament|Joints|Nature|Head
17,Ji//audh Neozapine,,Pinus gerardiana Wall,Ji//audh Neozapine Pinus gerardiana Wall,True,False,False,False,,Ji//audh is moderate and slightly hot.,"Ji//audh is (also) hab al-sanobar al-kibiir and it is more nutritious than walnut but it is slower to digest. It is a compound of watery and earthy substances with very little airy contents. For its detailed description, the reader should refer to the chapter on pine.",Excretion|Properties|Temperament|Joints|Nature|Poisons
18,Jummiir,,Pith of the palm tree,Jummiir Pith of the palm tree Pith of Phoenix dactylifera Linn.,False,True,False,True,second degree,It is cold in the second degree and dry in the first degree.,Jummiir is well known.,Chest|Excretion|Properties|Temperament|Nature|Poisons
19,Jamsafrum,,Basil of,Jamsafrum Basil of Solomon Ocimum Basilicum Linn.,False,False,False,False,,,The potency of Jamsafrum is similar to that of worm wood as also of garden night shade.,Food|Excretion|Properties|Nature
20,Jummaiz,,Clustes fig,Jummaiz Clustes fig/Cycamore Ficus glomerata Roxb.,True,False,True,False,,It is said that jummaiz is hot and moist.,Dioscorides states in his book that the jummaiz is a big tree resembling fig tree. It is full of milky fluid. The leaves of jummaiz are like those of mulberry. It yields fruits three or four times a year. Its fruits appear on the stem unlike the fruits of fig which are,Food|Fevers|Excretion|Properties|Ulcers|Temperament|Nature|Swellings|Poisons
21,Janil(l Wings,Palerygium (G),,Janil(l Wings Palerygium (G),False,False,False,False,,,,Choice|Swellings|Excretion
22,Jumbudh,,Pomegranate flower,Jumbudh Pomegranate flower Punica granatum Linn.,False,False,False,False,,,Some physicians state that it is julniir al khiizt (a kind of pomegranate flower).,Joints|Nature
23,,,Jund btdastar,Jund btdastar,True,False,False,True,third degree,It is more attenuant and potent than all the substances which are warming and desiccant. It is essentially hot from the last phase ofthird degree to the fourth degree and dry in the second degree.,Jund btdastar are the testes of a sea-animal. It is found in pairs suspended with a single chord and resemble two dry cow bladders. It has a thin covering which cracks even by a mild stroke.,Food|Substitute|Excretion|Properties|Ulcers|Choice|Temperament|Joints|Nature|Head|Swellings|Poisons
24,Jan{iiinii Gentian,,Gentiana lutea Linn.,Jan{iiinii Gentian Gentiana lutea Linn.,True,False,False,True,third degree,Jan{iiinii is hot in the third degree and dry in the second degree.,"The leaves of gentian appear on the root and resemble those of walnut and great plantain. Its colour is red. Its middle and outer parts are elevated whereas the stem is smooth, hollow, thick like a finger and two cubits long. The leaves are well separated from each",Food|Chest|Cosmetics|Substitute|Eye|Properties|Excretion|Ulcers|Choice|Temperament|Joints|Nature|Poisons
25,Jauz Walnut,Jug/as regia Linn.,,Jauz Walnut Jug/as regia Linn.,True,False,False,True,third degree,It is hot in the third degree and dry in the second degree but its dryness is less than its hotness. The fresh walnut has thick fluid which vanishes when it becomes dry.,"Jauz is well known. It is hot and pungent and the oxymel is its antidote in hot-tempered persons. For persons having a weak stomach, walnut treated with vinegar, is useful.",Food|Chest|Cosmetics|Eye|Properties|Excretion|Ulcers|Temperament|Joints|Nature|Head|Swellings|Poisons
26,,,Jauz biiwwii,Jauz biiwwii Nutmeg Myristica fragrans Houtt.,True,False,False,True,second degree,According to Masih it is hot and dry from the last phase of second degree to the third degree.,"Jauz bi/wwii is a nut resembling the gallnuts. It is easily broken, thin skinned, fragrant and pungent.",Food|Cosmetics|Substitute|Eye|Properties|Excretion|Temperament|Nature
27,,,Jauz riant,Jauz riant,False,False,False,False,third degree,It warms in the third degree and is desiccant in the first degree. Its gum is very warming and the flower has also the same property.,Jauz riimt is also called akriifas. It is said that the tree of jauz rumt grows in a canal called Iiriindiiniis. Its gum flows out of the tree and coagulates over the surface of the canal. This substance is called ilqatun. Some people call it as khusu!6run. The,Food|Excretion|Temperament|Joints|Nature|Head
28,,,Jauz jundum,Jauz jundum Lichenea,False,True,False,False,,"Paulos statesthat it has cooling, (thirst) quenching and mildly desiccating properties.",Jauz jundum is wild and granulated like the white gram with some yellow tinge. It is imported from Khurasan and Riqqa and a liquor is prepared from it with honey.,Cosmetics|Excretion|Properties|Ulcers|Temperament|Nature
29,,,Jauz al-sarw,Jauz al-sarw Fruit of cyperstree Cupressus sempervirens Linn.,False,False,False,False,,,,Ulcers|Swellings
30,,,Jauz al-tarfa,Jauz al-tarfa,False,True,False,False,first degree,It is moderate in hotness which may be in the first phase of the first degree and desiccant. in the last phase of the first degree or may be more than that. But according to (other) physicians it is cold in the first degree.,Jauz al-tarfii is also called tamarix (Tamarix-articulatas.,Food|Properties|Temperament|Nature|Head
31,,,Jauz al-hind,Jauz al-hind Coconut Cocos nucifera Linn.,True,False,True,True,second degree,It is hot in the first phase of the second degree and dry in the first degree. It contains some noticeable superfluous moisture but the fresh one is moist in the first degree.,Jauz al-hind is a well known fruit commonly called coconut.,Food|Excretion|Properties|Choice|Temperament|Joints|Nature
32,,,Jauz miuhi,Jauz miuhi! Thorn apple Datura stramonium Linn.,True,False,False,True,third degree,It is hot and dry upto the third degree. Rhupos states that it is more dry than mint.,Jauz miithil is a poisonous and narcotic drug similar to the walnut bearing thick and small spikes. It resembles nux-vomica and its seed is like that of citron.,Food|Chest|Cosmetics|Eye|Properties|Excretion|Temperament|Joints|Nature|Head|Swellings|Poisons
2,/fasTs A,species of euphorbium,,/fasTs A species of euphorbium,True,False,False,True,fourth degree,It is hot and dry in the fourth degree.,"/fasts is an Armenian or a Persian drug. Some physicians state that it is stronger than gum euphorbium and when its dose exceeds from one dirham (3.5 gm), it proves to be fatal.",Properties|Food|Temperament|Nature
3,!falibi Stellaria,,Aster atticus,!falibi Stellaria Aster atticus,False,True,False,False,,It has cooling power with some hotness.,Hdlib; is a herb and is named halib; because it cures ureteritis when used as a plaster or pending around the neck. It has mixed potency like that of rose.,Properties|Swellings|Temperament|Nature
4,,,Hab al-bdn,Hab al-bdn Persian lilac seed Melia azedarach Linn.,False,False,False,False,,,"We have discussed it under the letter ""Ba"" pertaining to ban i.e, Persian lilac.",Nature
5,/fab al-zalam,,Monkey pepper,/fab al-zalam Monkey pepper Cyperus esculentus Linn.,True,False,True,False,second degree,It is hot in the second degree and it is also moist. Cosmetics: It is a fattening drug.,Hab al-zalam is a seed having a good taste and growing at Shahrziir. It is (also) called Sudanese pepper.,Excretion|Temperament|Nature|Cosmetics
6,Hab-al-simnalt,,Bugle seed,Hab-al-simnalt Bugle seed Buchanania latifolia Roxb.,True,False,True,False,,It is hot and a little moist.,Hab al-simnah is a desert plant of about one yard long and having somewhat whitish leaves. It is an oily and lactogenous seed. Its fruit is similar to pepper. Some experts state that it is nothing but common heliotrope seeds (Sabir yuflj).,Food|Cosmetics|Excretion|Temperament|Nature
7,/;fab al-sanobar,,Edible pine,/;fab al-sanobar Edible pine Pinus gerardiana Wall.,True,False,True,True,second degree,The larger variety i.e. neozapine is moderately hot and excessively moist but the edible pine is hot and dry in the second degree.,"The seeds of /;fab al-sanobar are thinner than those of pistachio nul, soft, thin-skinned and red in colour. When split, a long, white, oily and tasty kernel appears. Hab-al-sanobar has also a larger variety of edible pine called sausan or blue lily. The smaller variety of",Food|Chest|Cosmetics|Excretion|Properties|Joints|Temperament|Nature
8,lfab al-ghiir,,Seed of laurel,lfab al-ghiir Seed of laurel/Bay tree Laurus nobilis Linn.,False,False,False,False,,,"Hab al-ghiir is the seed of dahmusht (bay tree) resembling small hazelnut. Its rind is blackish and thin. When pressed, it splits into two hard and yellowish parts giving out some fragrance. We shall discuss it later under the heading ""ghar""",Nature
9,,,Hab al-qulqul,Hab al-qulqul Seed ofbaloon vine Cardiospermum helicacabum Linn,False,False,False,False,,,"Hab al-qulqul is like the white pepper, larger than carthum seeds in size but imperfectly round. When broken, an oily and tasty pulp emerges. Some physicians state that it is actually wild pomegrante seeds and according to them the root of hab al-qulqul is maghiitn (root of wild pomegranate used as a purgative and emetic).",Food|Cosmetics|Properties|Joints|Nature|Head
10,lfab al-mtsam,,,lfab al-mtsam,True,False,False,True,second degree,It is hot and dry in the second degree.,Hab al-misam is a seed similar in size and colour of pepper and it is easily broken. On splitting it yields an extremely white and fragrant pulp.,Food|Cosmetics|Substitute|Excretion|Choice|Temperament|Nature
12,,,Habba al-khadrii,Habba al-khadrii' Terebinth Pistacia terebinthus Linn.,True,True,False,False,third degree,"Some physicians state that its oil is laxative and astringent like the rose oil. Though the hotness of pistacia is not much lesser than that of rose but its dryness, as long as the moisture persists, is not strong enough. When dried, it gets hot into the third degree. Its gum, having little dryness, is hot.","Habba al-khadrii' is well known as it grows in various cold countries including the islands of Fiifiiiwis. The seed, obtained from the plants of this island, are superior and have a bluish white colour resembling the glass. These seeds have a good fragrance. Its",Food|Chest|Cosmetics|Eye|Properties|Excretion|Ulcers|Temperament|Joints|Nature|Head|Swellings|Poisons
13,,,Hajar armani,Hajar armani Arminian stone Lapis arminium,False,False,False,False,,,"Arminian stone is slightly azure in colour, lacks compactness and is sandy in structure. Sometimes the dyers and painters use it as a substitute for Lapis lazuli. The latter is softer and smoother than armenian stone.",Food|Excretion|Nature
14,,,Hajar al-asiikifa,Hajar al-asiikifa Shoe maker's stone,False,False,False,False,,,Hajar al-asdkifa is a well known stone.,Chest|Nature
15,,,Hajar al-isfanj,Hajar al-isfanj Sponge stone Lapis spongla,False,False,False,False,,,Hajar al-isfanj is a stone found in the body of sponge.,Excretion|Nature
16,,,Hajar afrojl,Hajar afrojl Phrygian stone Lapis phrygius,False,False,False,False,,,!Jajar afrojl is a well known stone belonging to Afrojia.,Properties|Nature
17,,,Hajar al-habsht,Hajar al-habsht Ethiopian stone Lapis thyites,False,False,False,False,,,Hajar al-habsht is a stone which is obtained from Ethiopia. It is yellowish in colour. It is irritant to the tongne and resembles tin (a kind of palm).,Eye|Nature
