folio,section,pattern
f111r,stars,C3->C2->C3
f111r,stars,C0->C0->C0
f111r,stars,C1->C1->C1
f111r,stars,C1->C1->C1
f111r,stars,C1->C1->C1
f111r,stars,C1->C2->C1
f111r,stars,C1->C2->C1
f111r,stars,C1->C1->C1
f111r,stars,C1->C1->C1
f111r,stars,C1->C1->C1
f111r,stars,C1->C1->C1
f111r,stars,C1->C1->C1
f111r,stars,C1->C0->C1
f111r,stars,C3->C1->C3
f111r,stars,C1->C3->C1
f111r,stars,C1->C3->C1
f111r,stars,C1->C1->C1
f111r,stars,C1->C1->C1
f111r,stars,C1->C0->C1
f111r,stars,C1->C1->C1
f111r,stars,C1->C1->C1
f111r,stars,C1->C0->C1
f111r,stars,C1->C3->C1
f111r,stars,C1->C1->C1
f111r,stars,C2->C2->C2
f111r,stars,C3->C1->C3
f111r,stars,C1->C3->C1
f111r,stars,C3->C3->C3
f111r,stars,C1->C1->C1
f111r,stars,C1->C1->C1
f111r,stars,C1->C1->C1
f111r,stars,C1->C1->C1
f111r,stars,C1->C1->C1
f111r,stars,C1->C1->C1
f111r,stars,C1->C3->C1
f111r,stars,C2->C1->C2
f111r,stars,C1->C1->C1
f111r,stars,C1->C3->C1
f111r,stars,C1->C0->C1
f111r,stars,C2->C1->C2
f111r,stars,C1->C1->C1
f111r,stars,C1->C1->C1
f111r,stars,C1->C1->C1
f111r,stars,C1->C1->C1
f111r,stars,C1->C2->C1
f111r,stars,C1->C3->C1
f111r,stars,C1->C0->C1
f111r,stars,C0->C1->C0
f111r,stars,C1->C0->C1
f111r,stars,C1->C1->C1
f111r,stars,C1->C1->C1
f111r,stars,C1->C2->C1
f111v,stars,C1->C2->C1
f111v,stars,C1->C3->C1
f111v,stars,C1->C1->C1
f111v,stars,C1->C1->C1
f111v,stars,C1->C2->C1
f111v,stars,C1->C1->C1
f111v,stars,C1->C2->C1
f111v,stars,C1->C2->C1
f111v,stars,C2->C1->C2
f111v,stars,C1->C0->C1
f111v,stars,C2->C1->C2
f111v,stars,C1->C2->C1
f111v,stars,C2->C1->C2
f111v,stars,C1->C2->C1
f111v,stars,C2->C1->C2
f111v,stars,C1->C2->C1
f111v,stars,C1->C1->C1
f111v,stars,C1->C2->C1
f111v,stars,C1->C0->C1
f111v,stars,C1->C0->C1
f111v,stars,C1->C1->C1
f111v,stars,C1->C1->C1
f111v,stars,C1->C1->C1
f111v,stars,C1->C1->C1
f111v,stars,C2->C2->C2
f111v,stars,C1->C1->C1
f111v,stars,C2->C2->C2
f111v,stars,C1->C2->C1
f111v,stars,C1->C4->C1
f111v,stars,C1->C1->C1
f111v,stars,C1->C1->C1
f111v,stars,C1->C1->C1
f111v,stars,C1->C4->C1
f111v,stars,C1->C1->C1
f111v,stars,C1->C3->C1
f111v,stars,C2->C1->C2
f111v,stars,C1->C3->C1
f111v,stars,C4->C1->C4
f111v,stars,C4->C2->C4
f111v,stars,C2->C1->C2
f111v,stars,C2->C2->C2
f111v,stars,C2->C1->C2
f111v,stars,C2->C2->C2
f111v,stars,C2->C2->C2
f111v,stars,C2->C1->C2
f111v,stars,C2->C2->C2
f111v,stars,C1->C1->C1
f111v,stars,C1->C1->C1
f111v,stars,C1->C2->C1
f111v,stars,C1->C1->C1
f111v,stars,C1->C1->C1
f111v,stars,C1->C1->C1
f111v,stars,C1->C1->C1
f111v,stars,C1->C1->C1
f111v,stars,C1->C1->C1
f111v,stars,C2->C0->C2
f111v,stars,C1->C1->C1
f111v,stars,C1->C1->C1
f111v,stars,C1->C1->C1
f111v,stars,C1->C1->C1
f111v,stars,C3->C2->C3
f111v,stars,C1->C2->C1
f111v,stars,C1->C0->C1
f111v,stars,C2->C2->C2
f111v,stars,C1->C3->C1
f111v,stars,C1->C1->C1
f111v,stars,C1->C1->C1
f111v,stars,C1->C1->C1
f111v,stars,C1->C1->C1
f111v,stars,C1->C0->C1
f111v,stars,C2->C3->C2
f111v,stars,C2->C2->C2
f111v,stars,C2->C2->C2
f111v,stars,C2->C0->C2
f111v,stars,C1->C2->C1
f111v,stars,C1->C3->C1
f111v,stars,C0->C4->C0
f111v,stars,C1->C1->C1
f111v,stars,C1->C1->C1
f112r,stars,C1->C1->C1
f112r,stars,C1->C3->C1
f112r,stars,C1->C2->C1
f112r,stars,C1->C1->C1
f112r,stars,C1->C1->C1
f112r,stars,C1->C1->C1
f112r,stars,C4->C3->C4
f112r,stars,C1->C1->C1
f112r,stars,C1->C1->C1
f112r,stars,C2->C0->C2
f112r,stars,C2->C3->C2
f112r,stars,C3->C1->C3
f112r,stars,C1->C3->C1
f112r,stars,C1->C1->C1
f112r,stars,C1->C1->C1
f112r,stars,C1->C2->C1
f112r,stars,C3->C1->C3
f112r,stars,C0->C1->C0
f112r,stars,C1->C0->C1
f112r,stars,C3->C3->C3
f112r,stars,C3->C3->C3
f112r,stars,C1->C3->C1
f112r,stars,C1->C3->C1
f112r,stars,C1->C3->C1
f112r,stars,C1->C1->C1
f112r,stars,C1->C1->C1
f112r,stars,C1->C1->C1
f112r,stars,C1->C1->C1
f112r,stars,C1->C1->C1
f112r,stars,C1->C1->C1
f112r,stars,C1->C1->C1
f112r,stars,C1->C2->C1
f112r,stars,C1->C1->C1
f112r,stars,C1->C3->C1
f112r,stars,C2->C2->C2
f112r,stars,C2->C1->C2
f112r,stars,C1->C1->C1
f112r,stars,C3->C1->C3
f112r,stars,C1->C1->C1
f112r,stars,C1->C0->C1
f112v,stars,C1->C3->C1
f112v,stars,C1->C1->C1
f112v,stars,C1->C1->C1
f112v,stars,C1->C1->C1
f112v,stars,C1->C1->C1
f112v,stars,C1->C1->C1
f112v,stars,C1->C1->C1
f112v,stars,C1->C1->C1
f112v,stars,C1->C1->C1
f112v,stars,C1->C1->C1
f112v,stars,C1->C2->C1
f112v,stars,C1->C1->C1
f112v,stars,C1->C3->C1
f112v,stars,C1->C2->C1
f112v,stars,C1->C4->C1
f112v,stars,C3->C3->C3
f112v,stars,C1->C3->C1
f112v,stars,C1->C0->C1
f112v,stars,C1->C1->C1
f112v,stars,C1->C1->C1
f112v,stars,C1->C3->C1
f112v,stars,C3->C1->C3
f112v,stars,C1->C1->C1
f112v,stars,C1->C3->C1
f112v,stars,C2->C3->C2
f112v,stars,C1->C3->C1
f112v,stars,C3->C1->C3
f112v,stars,C1->C2->C1
f112v,stars,C1->C3->C1
f112v,stars,C1->C1->C1
f112v,stars,C1->C0->C1
f112v,stars,C2->C0->C2
f112v,stars,C1->C1->C1
f112v,stars,C1->C1->C1
f112v,stars,C1->C1->C1
f112v,stars,C0->C2->C0
f112v,stars,C0->C0->C0
f112v,stars,C2->C3->C2
f112v,stars,C0->C3->C0
f112v,stars,C2->C4->C2
f112v,stars,C2->C1->C2
f112v,stars,C2->C2->C2
f112v,stars,C2->C2->C2
f112v,stars,C2->C2->C2
f113r,stars,C0->C0->C0
f113r,stars,C0->C3->C0
f113r,stars,C0->C3->C0
f113r,stars,C0->C0->C0
f113r,stars,C0->C0->C0
f113r,stars,C0->C0->C0
f113r,stars,C0->C0->C0
f113r,stars,C0->C2->C0
f113r,stars,C0->C0->C0
f113r,stars,C0->C1->C0
f113r,stars,C1->C2->C1
f113r,stars,C0->C0->C0
f113r,stars,C1->C1->C1
f113r,stars,C3->C3->C3
f113r,stars,C0->C1->C0
f113r,stars,C1->C0->C1
f113r,stars,C1->C1->C1
f113r,stars,C0->C0->C0
f113r,stars,C2->C2->C2
f113r,stars,C0->C0->C0
f113r,stars,C0->C4->C0
f113r,stars,C0->C4->C0
f113r,stars,C2->C3->C2
f113r,stars,C2->C0->C2
f113r,stars,C1->C2->C1
f113r,stars,C2->C1->C2
f113r,stars,C2->C2->C2
f113r,stars,C2->C1->C2
f113r,stars,C1->C2->C1
f113r,stars,C2->C1->C2
f113r,stars,C2->C2->C2
f113r,stars,C2->C2->C2
f113r,stars,C2->C1->C2
f113r,stars,C2->C2->C2
f113r,stars,C1->C0->C1
f113r,stars,C1->C1->C1
f113r,stars,C1->C1->C1
f113r,stars,C1->C1->C1
f113r,stars,C1->C2->C1
f113r,stars,C4->C0->C4
f113r,stars,C4->C1->C4
f113r,stars,C2->C4->C2
f113r,stars,C0->C1->C0
f113r,stars,C1->C1->C1
f113r,stars,C1->C2->C1
f113r,stars,C0->C0->C0
f113r,stars,C1->C1->C1
f113r,stars,C2->C0->C2
f113r,stars,C1->C2->C1
f113r,stars,C3->C4->C3
f113r,stars,C1->C4->C1
f113r,stars,C1->C0->C1
f113r,stars,C0->C2->C0
f113r,stars,C0->C0->C0
f113v,stars,C2->C0->C2
f113v,stars,C2->C2->C2
f113v,stars,C2->C1->C2
f113v,stars,C1->C2->C1
f113v,stars,C1->C3->C1
f113v,stars,C1->C2->C1
f113v,stars,C2->C1->C2
f113v,stars,C2->C3->C2
f113v,stars,C3->C2->C3
f113v,stars,C2->C2->C2
f113v,stars,C3->C2->C3
f113v,stars,C2->C1->C2
f113v,stars,C2->C0->C2
f113v,stars,C0->C2->C0
f113v,stars,C2->C0->C2
f113v,stars,C2->C3->C2
f113v,stars,C2->C0->C2
f113v,stars,C2->C2->C2
f113v,stars,C2->C1->C2
f113v,stars,C2->C1->C2
f113v,stars,C2->C4->C2
f113v,stars,C2->C0->C2
f113v,stars,C2->C0->C2
f113v,stars,C2->C2->C2
f113v,stars,C2->C2->C2
f113v,stars,C1->C2->C1
f113v,stars,C3->C1->C3
f113v,stars,C1->C3->C1
f113v,stars,C1->C1->C1
f113v,stars,C1->C4->C1
f113v,stars,C1->C0->C1
f113v,stars,C2->C2->C2
f113v,stars,C2->C2->C2
f113v,stars,C1->C1->C1
f113v,stars,C1->C1->C1
f113v,stars,C1->C1->C1
f113v,stars,C2->C1->C2
f113v,stars,C1->C2->C1
f113v,stars,C1->C1->C1
f113v,stars,C3->C2->C3
f113v,stars,C1->C0->C1
f113v,stars,C1->C2->C1
f113v,stars,C0->C3->C0
f114r,stars,C3->C2->C3
f114r,stars,C2->C3->C2
f114r,stars,C0->C0->C0
f114r,stars,C2->C0->C2
f114r,stars,C1->C1->C1
f114r,stars,C1->C1->C1
f114r,stars,C1->C1->C1
f114r,stars,C1->C1->C1
f114r,stars,C1->C2->C1
f114r,stars,C1->C2->C1
f114r,stars,C3->C1->C3
f114r,stars,C2->C0->C2
f114r,stars,C0->C2->C0
f114r,stars,C0->C4->C0
f114r,stars,C0->C0->C0
f114r,stars,C1->C2->C1
f114r,stars,C3->C3->C3
f114r,stars,C1->C1->C1
f114r,stars,C3->C1->C3
f114r,stars,C1->C0->C1
f114r,stars,C1->C1->C1
f114r,stars,C1->C4->C1
f114r,stars,C1->C1->C1
f114r,stars,C1->C2->C1
f114r,stars,C2->C1->C2
f114v,stars,C1->C2->C1
f114v,stars,C3->C1->C3
f114v,stars,C1->C2->C1
f114v,stars,C1->C0->C1
f114v,stars,C0->C0->C0
f114v,stars,C0->C1->C0
f114v,stars,C1->C2->C1
f114v,stars,C0->C0->C0
f114v,stars,C3->C2->C3
f114v,stars,C3->C1->C3
f114v,stars,C2->C1->C2
f114v,stars,C2->C3->C2
f114v,stars,C0->C0->C0
f114v,stars,C0->C0->C0
f114v,stars,C1->C2->C1
f114v,stars,C1->C3->C1
f114v,stars,C3->C1->C3
f114v,stars,C3->C3->C3
f114v,stars,C2->C2->C2
f114v,stars,C2->C2->C2
f114v,stars,C1->C0->C1
f114v,stars,C1->C3->C1
f114v,stars,C0->C1->C0
f114v,stars,C2->C0->C2
f114v,stars,C1->C0->C1
f114v,stars,C1->C3->C1
f114v,stars,C3->C1->C3
f114v,stars,C1->C3->C1
f114v,stars,C3->C1->C3
f114v,stars,C1->C0->C1
f114v,stars,C1->C1->C1
f114v,stars,C3->C4->C3
f114v,stars,C1->C2->C1
f114v,stars,C1->C3->C1
f114v,stars,C1->C2->C1
f115r,stars,C1->C0->C1
f115r,stars,C1->C0->C1
f115r,stars,C0->C1->C0
f115r,stars,C1->C0->C1
f115r,stars,C0->C1->C0
f115r,stars,C1->C1->C1
f115r,stars,C1->C0->C1
f115r,stars,C0->C1->C0
f115r,stars,C0->C2->C0
f115r,stars,C2->C0->C2
f115r,stars,C0->C2->C0
f115r,stars,C0->C1->C0
f115r,stars,C1->C0->C1
f115r,stars,C1->C1->C1
f115r,stars,C1->C1->C1
f115r,stars,C1->C0->C1
f115r,stars,C0->C1->C0
f115r,stars,C0->C0->C0
f115r,stars,C1->C1->C1
f115r,stars,C0->C0->C0
f115r,stars,C2->C1->C2
f115r,stars,C0->C0->C0
f115r,stars,C1->C1->C1
f115r,stars,C1->C0->C1
f115r,stars,C0->C1->C0
f115r,stars,C0->C1->C0
f115r,stars,C2->C2->C2
f115r,stars,C1->C0->C1
f115r,stars,C1->C1->C1
f115r,stars,C1->C1->C1
f115r,stars,C1->C3->C1
f115r,stars,C3->C1->C3
f115r,stars,C2->C2->C2
f115r,stars,C2->C2->C2
f115r,stars,C0->C0->C0
f115r,stars,C0->C0->C0
f115r,stars,C1->C1->C1
f115r,stars,C0->C4->C0
f115r,stars,C0->C2->C0
f115r,stars,C1->C1->C1
f115r,stars,C1->C1->C1
f115r,stars,C0->C2->C0
f115r,stars,C1->C1->C1
f115r,stars,C0->C1->C0
f115r,stars,C1->C1->C1
f115r,stars,C1->C1->C1
f115r,stars,C1->C1->C1
f115r,stars,C3->C2->C3
f115r,stars,C2->C3->C2
f115r,stars,C1->C0->C1
f115r,stars,C1->C3->C1
f115v,stars,C1->C0->C1
f115v,stars,C0->C0->C0
f115v,stars,C2->C2->C2
f115v,stars,C1->C1->C1
f115v,stars,C1->C2->C1
f115v,stars,C1->C0->C1
f115v,stars,C3->C2->C3
f115v,stars,C1->C0->C1
f115v,stars,C1->C1->C1
f115v,stars,C1->C1->C1
f115v,stars,C1->C0->C1
f115v,stars,C2->C3->C2
f115v,stars,C1->C2->C1
f115v,stars,C1->C1->C1
f115v,stars,C3->C3->C3
f115v,stars,C3->C3->C3
f115v,stars,C3->C3->C3
f115v,stars,C2->C0->C2
f115v,stars,C3->C2->C3
f115v,stars,C2->C3->C2
f115v,stars,C0->C2->C0
f115v,stars,C0->C1->C0
f115v,stars,C1->C0->C1
f115v,stars,C0->C1->C0
f115v,stars,C1->C0->C1
f115v,stars,C1->C1->C1
f115v,stars,C0->C0->C0
f115v,stars,C2->C0->C2
f115v,stars,C0->C0->C0
f115v,stars,C0->C0->C0
f116r,stars,C1->C1->C1
f116r,stars,C1->C1->C1
f116r,stars,C1->C1->C1
f116r,stars,C1->C1->C1
f116r,stars,C1->C3->C1
f116r,stars,C1->C1->C1
f116r,stars,C1->C1->C1
f116r,stars,C1->C1->C1
f116r,stars,C1->C1->C1
f116r,stars,C1->C1->C1
f116r,stars,C1->C1->C1
f116r,stars,C1->C2->C1
f116r,stars,C1->C1->C1
f116r,stars,C1->C1->C1
f116r,stars,C2->C3->C2
f116r,stars,C2->C2->C2
f116r,stars,C2->C2->C2
f116r,stars,C1->C1->C1
f116r,stars,C1->C1->C1
f116r,stars,C1->C3->C1
f116r,stars,C1->C1->C1
f116r,stars,C1->C1->C1
f116r,stars,C2->C2->C2
f116r,stars,C1->C2->C1
f116r,stars,C1->C1->C1
f116r,stars,C1->C1->C1
f116r,stars,C1->C1->C1
f116r,stars,C1->C1->C1
f116r,stars,C1->C2->C1
f116r,stars,C1->C1->C1
f116r,stars,C1->C2->C1
f116r,stars,C2->C1->C2
f116r,stars,C1->C1->C1
f116r,stars,C1->C1->C1
f116r,stars,C2->C2->C2
f116r,stars,C2->C2->C2
f116r,stars,C1->C1->C1
f116r,stars,C1->C1->C1
f116r,stars,C1->C2->C1
f116r,stars,C2->C1->C2
f116r,stars,C1->C2->C1
f116r,stars,C1->C1->C1
f116r,stars,C1->C1->C1
f116r,stars,C1->C1->C1
f116r,stars,C1->C1->C1
f116r,stars,C1->C4->C1
f116r,stars,C1->C4->C1
f116r,stars,C1->C2->C1
f116r,stars,C2->C1->C2
f116r,stars,C1->C2->C1
f116r,stars,C1->C4->C1
f116r,stars,C1->C1->C1
f116r,stars,C1->C1->C1
f116r,stars,C1->C1->C1
f116r,stars,C1->C1->C1
f116r,stars,C1->C3->C1
f116r,stars,C2->C2->C2
f116r,stars,C2->C2->C2
f116r,stars,C1->C1->C1
f116r,stars,C1->C1->C1
f116r,stars,C1->C1->C1
f116r,stars,C1->C1->C1
f116r,stars,C1->C1->C1
f116r,stars,C1->C1->C1
f116r,stars,C1->C1->C1
f116r,stars,C2->C4->C2
f116r,stars,C2->C3->C2
f116r,stars,C1->C2->C1
f116r,stars,C1->C3->C1
f116r,stars,C1->C1->C1
f116r,stars,C1->C1->C1
f116r,stars,C1->C1->C1
f11r,herbal-A,C0->C0->C0
f11r,herbal-A,C0->C0->C0
f11r,herbal-A,C0->C0->C0
f11r,herbal-A,C0->C0->C0
f11r,herbal-A,C0->C0->C0
f11r,herbal-A,C0->C0->C0
f11v,herbal-A,C1->C0->C1
f11v,herbal-A,C0->C0->C0
f11v,herbal-A,C0->C2->C0
f11v,herbal-A,C0->C2->C0
f11v,herbal-A,C0->C0->C0
f13r,herbal-A,C0->C1->C0
f13r,herbal-A,C0->C0->C0
f13r,herbal-A,C0->C0->C0
f13r,herbal-A,C0->C0->C0
f13r,herbal-A,C0->C0->C0
f13r,herbal-A,C0->C0->C0
f13r,herbal-A,C0->C0->C0
f13r,herbal-A,C0->C0->C0
f13r,herbal-A,C0->C1->C0
f13v,herbal-A,C0->C0->C0
f13v,herbal-A,C0->C0->C0
f13v,herbal-A,C0->C4->C0
f13v,herbal-A,C0->C0->C0
f13v,herbal-A,C0->C0->C0
f13v,herbal-A,C0->C0->C0
f13v,herbal-A,C0->C0->C0
f13v,herbal-A,C0->C0->C0
f14r,herbal-A,C0->C0->C0
f14r,herbal-A,C0->C0->C0
f14r,herbal-A,C0->C0->C0
f14r,herbal-A,C0->C0->C0
f14r,herbal-A,C0->C0->C0
f14v,herbal-A,C0->C0->C0
f14v,herbal-A,C0->C2->C0
f14v,herbal-A,C2->C0->C2
f14v,herbal-A,C0->C0->C0
f14v,herbal-A,C0->C0->C0
f14v,herbal-A,C0->C0->C0
f14v,herbal-A,C0->C0->C0
f15r,herbal-A,C2->C2->C2
f15r,herbal-A,C0->C0->C0
f15r,herbal-A,C0->C0->C0
f15r,herbal-A,C0->C0->C0
f15r,herbal-A,C0->C0->C0
f15v,herbal-A,C0->C1->C0
f15v,herbal-A,C0->C0->C0
f15v,herbal-A,C0->C0->C0
f15v,herbal-A,C0->C0->C0
f15v,herbal-A,C0->C2->C0
f15v,herbal-A,C0->C0->C0
f15v,herbal-A,C0->C0->C0
f16r,herbal-A,C0->C0->C0
f16r,herbal-A,C0->C0->C0
f16r,herbal-A,C0->C0->C0
f16r,herbal-A,C0->C2->C0
f16r,herbal-A,C0->C0->C0
f16v,herbal-A,C0->C0->C0
f16v,herbal-A,C0->C0->C0
f16v,herbal-A,C0->C0->C0
f16v,herbal-A,C0->C2->C0
f16v,herbal-A,C0->C2->C0
f16v,herbal-A,C2->C0->C2
f16v,herbal-A,C0->C2->C0
f16v,herbal-A,C0->C0->C0
f17r,herbal-A,C0->C0->C0
f17r,herbal-A,C0->C2->C0
f17r,herbal-A,C0->C0->C0
f17r,herbal-A,C0->C0->C0
f17r,herbal-A,C0->C0->C0
f17r,herbal-A,C0->C0->C0
f17r,herbal-A,C0->C0->C0
f17r,herbal-A,C0->C0->C0
f17v,herbal-A,C0->C2->C0
f17v,herbal-A,C0->C2->C0
f17v,herbal-A,C0->C2->C0
f17v,herbal-A,C0->C0->C0
f17v,herbal-A,C3->C0->C3
f17v,herbal-A,C0->C0->C0
f17v,herbal-A,C0->C0->C0
f17v,herbal-A,C0->C3->C0
f17v,herbal-A,C0->C0->C0
f17v,herbal-A,C2->C0->C2
f17v,herbal-A,C0->C0->C0
f18r,herbal-A,C0->C2->C0
f18r,herbal-A,C0->C4->C0
f18r,herbal-A,C0->C2->C0
f18r,herbal-A,C2->C2->C2
f18v,herbal-A,C0->C0->C0
f18v,herbal-A,C0->C1->C0
f18v,herbal-A,C0->C0->C0
f18v,herbal-A,C0->C1->C0
f18v,herbal-A,C0->C0->C0
f18v,herbal-A,C0->C0->C0
f19r,herbal-A,C0->C0->C0
f19r,herbal-A,C0->C0->C0
f19r,herbal-A,C0->C0->C0
f19r,herbal-A,C0->C0->C0
f19r,herbal-A,C0->C2->C0
f19r,herbal-A,C0->C0->C0
f19r,herbal-A,C0->C0->C0
f19v,herbal-A,C0->C0->C0
f19v,herbal-A,C0->C0->C0
f19v,herbal-A,C0->C1->C0
f1r,herbal-A,C0->C0->C0
f1r,herbal-A,C2->C3->C2
f1r,herbal-A,C1->C2->C1
f1r,herbal-A,C0->C0->C0
f1r,herbal-A,C0->C0->C0
f1r,herbal-A,C0->C0->C0
f1r,herbal-A,C0->C0->C0
f1r,herbal-A,C0->C0->C0
f1r,herbal-A,C2->C1->C2
f1r,herbal-A,C0->C0->C0
f1r,herbal-A,C0->C0->C0
f1r,herbal-A,C0->C0->C0
f1r,herbal-A,C2->C4->C2
f1r,herbal-A,C0->C0->C0
f1r,herbal-A,C0->C0->C0
f1r,herbal-A,C0->C0->C0
f1r,herbal-A,C0->C0->C0
f1r,herbal-A,C0->C0->C0
f1r,herbal-A,C0->C0->C0
f1r,herbal-A,C0->C0->C0
f1v,herbal-A,C2->C4->C2
f1v,herbal-A,C0->C0->C0
f1v,herbal-A,C0->C4->C0
f1v,herbal-A,C0->C0->C0
f1v,herbal-A,C0->C2->C0
f1v,herbal-A,C0->C0->C0
f1v,herbal-A,C0->C0->C0
f1v,herbal-A,C0->C0->C0
f1v,herbal-A,C0->C0->C0
f1v,herbal-A,C0->C0->C0
f1v,herbal-A,C0->C0->C0
f20r,herbal-A,C0->C4->C0
f20r,herbal-A,C0->C0->C0
f20r,herbal-A,C0->C0->C0
f20r,herbal-A,C0->C3->C0
f20r,herbal-A,C0->C4->C0
f20r,herbal-A,C0->C0->C0
f20r,herbal-A,C0->C0->C0
f20r,herbal-A,C0->C0->C0
f20r,herbal-A,C0->C4->C0
f20r,herbal-A,C0->C3->C0
f20r,herbal-A,C0->C0->C0
f20r,herbal-A,C0->C4->C0
f20r,herbal-A,C0->C0->C0
f20v,herbal-A,C0->C0->C0
f20v,herbal-A,C0->C0->C0
f20v,herbal-A,C0->C0->C0
f20v,herbal-A,C0->C0->C0
f20v,herbal-A,C0->C4->C0
f20v,herbal-A,C0->C0->C0
f20v,herbal-A,C0->C3->C0
f20v,herbal-A,C0->C0->C0
f20v,herbal-A,C0->C0->C0
f20v,herbal-A,C0->C0->C0
f20v,herbal-A,C0->C2->C0
f20v,herbal-A,C0->C0->C0
f20v,herbal-A,C0->C0->C0
f20v,herbal-A,C0->C0->C0
f20v,herbal-A,C0->C0->C0
f20v,herbal-A,C0->C0->C0
f20v,herbal-A,C0->C0->C0
f20v,herbal-A,C0->C0->C0
f20v,herbal-A,C0->C0->C0
f20v,herbal-A,C0->C1->C0
f21r,herbal-A,C0->C1->C0
f21r,herbal-A,C0->C0->C0
f21r,herbal-A,C0->C0->C0
f21r,herbal-A,C0->C1->C0
f21r,herbal-A,C2->C2->C2
f21r,herbal-A,C0->C0->C0
f21r,herbal-A,C0->C0->C0
f21r,herbal-A,C0->C0->C0
f21r,herbal-A,C0->C0->C0
f21r,herbal-A,C0->C0->C0
f21r,herbal-A,C0->C0->C0
f21r,herbal-A,C0->C0->C0
f21r,herbal-A,C0->C0->C0
f21r,herbal-A,C0->C0->C0
f21r,herbal-A,C0->C0->C0
f21r,herbal-A,C0->C0->C0
f21r,herbal-A,C0->C0->C0
f21r,herbal-A,C0->C2->C0
f21v,herbal-A,C0->C0->C0
f21v,herbal-A,C0->C0->C0
f21v,herbal-A,C0->C0->C0
f21v,herbal-A,C0->C0->C0
f21v,herbal-A,C0->C0->C0
f21v,herbal-A,C0->C0->C0
f21v,herbal-A,C0->C0->C0
f21v,herbal-A,C0->C0->C0
f21v,herbal-A,C0->C0->C0
f21v,herbal-A,C0->C0->C0
f21v,herbal-A,C0->C0->C0
f21v,herbal-A,C0->C0->C0
f21v,herbal-A,C0->C0->C0
f22r,herbal-A,C0->C2->C0
f22r,herbal-A,C0->C0->C0
f22r,herbal-A,C0->C4->C0
f22r,herbal-A,C0->C0->C0
f22r,herbal-A,C0->C0->C0
f22r,herbal-A,C0->C2->C0
f22r,herbal-A,C0->C0->C0
f22v,herbal-A,C2->C0->C2
f22v,herbal-A,C0->C2->C0
f22v,herbal-A,C0->C2->C0
f22v,herbal-A,C0->C0->C0
f22v,herbal-A,C0->C0->C0
f22v,herbal-A,C0->C0->C0
f22v,herbal-A,C0->C0->C0
f23r,herbal-A,C0->C2->C0
f23r,herbal-A,C2->C2->C2
f23r,herbal-A,C0->C2->C0
f23r,herbal-A,C2->C1->C2
f23r,herbal-A,C0->C0->C0
f23r,herbal-A,C0->C1->C0
f23r,herbal-A,C0->C0->C0
f23r,herbal-A,C0->C2->C0
f23v,herbal-A,C0->C0->C0
f23v,herbal-A,C2->C4->C2
f23v,herbal-A,C0->C3->C0
f23v,herbal-A,C0->C1->C0
f23v,herbal-A,C0->C0->C0
f23v,herbal-A,C0->C0->C0
f24r,herbal-A,C0->C1->C0
f24r,herbal-A,C0->C3->C0
f24r,herbal-A,C2->C2->C2
f24v,herbal-A,C0->C0->C0
f24v,herbal-A,C0->C0->C0
f24v,herbal-A,C0->C0->C0
f24v,herbal-A,C0->C0->C0
f24v,herbal-A,C0->C0->C0
f24v,herbal-A,C0->C2->C0
f25r,herbal-A,C0->C2->C0
f25r,herbal-A,C0->C1->C0
f25r,herbal-A,C2->C0->C2
f25r,herbal-A,C0->C2->C0
f25v,herbal-A,C0->C1->C0
f25v,herbal-A,C0->C0->C0
f25v,herbal-A,C0->C0->C0
f26r,herbal-A,C1->C0->C1
f26r,herbal-A,C1->C2->C1
f26r,herbal-A,C1->C1->C1
f26r,herbal-A,C1->C1->C1
f26r,herbal-A,C1->C1->C1
f26r,herbal-A,C2->C1->C2
f26r,herbal-A,C1->C2->C1
f26v,herbal-A,C1->C1->C1
f26v,herbal-A,C1->C1->C1
f26v,herbal-A,C3->C0->C3
f26v,herbal-A,C1->C1->C1
f26v,herbal-A,C1->C1->C1
f26v,herbal-A,C3->C4->C3
f26v,herbal-A,C3->C4->C3
f27r,herbal-A,C2->C1->C2
f27r,herbal-A,C0->C3->C0
f27r,herbal-A,C0->C0->C0
f27r,herbal-A,C0->C0->C0
f27r,herbal-A,C0->C0->C0
f27r,herbal-A,C0->C2->C0
f27r,herbal-A,C0->C0->C0
f27v,herbal-A,C0->C0->C0
f27v,herbal-A,C0->C0->C0
f27v,herbal-A,C0->C0->C0
f27v,herbal-A,C0->C0->C0
f27v,herbal-A,C0->C2->C0
f27v,herbal-A,C0->C0->C0
f27v,herbal-A,C0->C0->C0
f27v,herbal-A,C0->C0->C0
f27v,herbal-A,C0->C0->C0
f27v,herbal-A,C0->C3->C0
f27v,herbal-A,C0->C0->C0
f27v,herbal-A,C0->C0->C0
f27v,herbal-A,C1->C0->C1
f28r,herbal-A,C0->C0->C0
f28r,herbal-A,C0->C0->C0
f28r,herbal-A,C0->C0->C0
f28r,herbal-A,C0->C2->C0
f28r,herbal-A,C0->C0->C0
f28r,herbal-A,C0->C0->C0
f28r,herbal-A,C0->C2->C0
f28r,herbal-A,C0->C0->C0
f28r,herbal-A,C0->C0->C0
f28r,herbal-A,C0->C0->C0
f28r,herbal-A,C0->C0->C0
f28v,herbal-A,C0->C1->C0
f28v,herbal-A,C0->C0->C0
f28v,herbal-A,C0->C0->C0
f28v,herbal-A,C0->C0->C0
f28v,herbal-A,C0->C0->C0
f28v,herbal-A,C0->C0->C0
