folio,section,pattern
f79v,balneo,C1->C1->C1
f7r,herbal-A,C4->C0->C4
f7r,herbal-A,C0->C4->C0
f7r,herbal-A,C0->C1->C0
f7r,herbal-A,C0->C0->C0
f7r,herbal-A,C0->C4->C0
f7r,herbal-A,C0->C0->C0
f7r,herbal-A,C0->C0->C0
f7r,herbal-A,C0->C0->C0
f7r,herbal-A,C0->C2->C0
f7r,herbal-A,C0->C0->C0
f7r,herbal-A,C0->C0->C0
f7v,herbal-A,C0->C0->C0
f7v,herbal-A,C0->C2->C0
f7v,herbal-A,C0->C4->C0
f7v,herbal-A,C0->C0->C0
f7v,herbal-A,C0->C0->C0
f7v,herbal-A,C0->C0->C0
f7v,herbal-A,C0->C0->C0
f7v,herbal-A,C0->C0->C0
f7v,herbal-A,C0->C0->C0
f7v,herbal-A,C0->C0->C0
f7v,herbal-A,C1->C0->C1
f80r,balneo,C1->C1->C1
f80r,balneo,C1->C2->C1
f80r,balneo,C2->C1->C2
f80r,balneo,C1->C2->C1
f80r,balneo,C1->C0->C1
f80r,balneo,C1->C3->C1
f80r,balneo,C1->C1->C1
f80r,balneo,C1->C1->C1
f80r,balneo,C1->C1->C1
f80r,balneo,C1->C2->C1
f80r,balneo,C2->C2->C2
f80r,balneo,C2->C2->C2
f80r,balneo,C1->C3->C1
f80r,balneo,C1->C4->C1
f80r,balneo,C1->C1->C1
f80r,balneo,C1->C1->C1
f80r,balneo,C1->C1->C1
f80r,balneo,C1->C1->C1
f80r,balneo,C1->C1->C1
f80r,balneo,C1->C1->C1
f80r,balneo,C1->C1->C1
f80r,balneo,C1->C3->C1
f80r,balneo,C1->C1->C1
f80r,balneo,C1->C0->C1
f80r,balneo,C1->C1->C1
f80r,balneo,C1->C2->C1
f80r,balneo,C2->C1->C2
f80r,balneo,C1->C2->C1
f80r,balneo,C2->C1->C2
f80r,balneo,C2->C0->C2
f80r,balneo,C1->C1->C1
f80r,balneo,C1->C1->C1
f80r,balneo,C1->C1->C1
f80r,balneo,C1->C1->C1
f80r,balneo,C1->C1->C1
f80r,balneo,C1->C1->C1
f80r,balneo,C1->C1->C1
f80r,balneo,C1->C1->C1
f80r,balneo,C2->C0->C2
f80r,balneo,C3->C2->C3
f80r,balneo,C1->C0->C1
f80r,balneo,C1->C0->C1
f80r,balneo,C1->C1->C1
f80r,balneo,C1->C1->C1
f80r,balneo,C1->C1->C1
f80r,balneo,C1->C1->C1
f80r,balneo,C1->C2->C1
f80r,balneo,C1->C2->C1
f80r,balneo,C1->C3->C1
f80r,balneo,C1->C1->C1
f80r,balneo,C1->C1->C1
f80r,balneo,C1->C1->C1
f80r,balneo,C1->C1->C1
f80r,balneo,C1->C0->C1
f80r,balneo,C1->C3->C1
f80r,balneo,C1->C1->C1
f80r,balneo,C1->C1->C1
f80r,balneo,C1->C1->C1
f80r,balneo,C0->C1->C0
f80r,balneo,C1->C0->C1
f80r,balneo,C1->C1->C1
f80r,balneo,C1->C1->C1
f80r,balneo,C1->C1->C1
f80r,balneo,C1->C1->C1
f80r,balneo,C1->C3->C1
f80r,balneo,C1->C0->C1
f80r,balneo,C1->C1->C1
f80r,balneo,C1->C1->C1
f80r,balneo,C1->C4->C1
f80r,balneo,C1->C0->C1
f80v,balneo,C1->C1->C1
f80v,balneo,C1->C1->C1
f80v,balneo,C1->C1->C1
f80v,balneo,C1->C1->C1
f80v,balneo,C1->C1->C1
f80v,balneo,C1->C1->C1
f80v,balneo,C1->C1->C1
f80v,balneo,C1->C1->C1
f80v,balneo,C1->C1->C1
f80v,balneo,C1->C1->C1
f80v,balneo,C2->C1->C2
f80v,balneo,C1->C1->C1
f80v,balneo,C1->C0->C1
f80v,balneo,C2->C1->C2
f80v,balneo,C1->C4->C1
f80v,balneo,C1->C0->C1
f80v,balneo,C1->C1->C1
f80v,balneo,C1->C1->C1
f80v,balneo,C1->C1->C1
f80v,balneo,C1->C1->C1
f80v,balneo,C1->C1->C1
f80v,balneo,C2->C1->C2
f80v,balneo,C1->C1->C1
f80v,balneo,C1->C1->C1
f80v,balneo,C2->C1->C2
f80v,balneo,C1->C0->C1
f80v,balneo,C1->C2->C1
f80v,balneo,C1->C2->C1
f80v,balneo,C1->C1->C1
f80v,balneo,C1->C1->C1
f80v,balneo,C1->C1->C1
f80v,balneo,C1->C3->C1
f80v,balneo,C1->C1->C1
f80v,balneo,C1->C3->C1
f81r,balneo,C1->C4->C1
f81r,balneo,C1->C1->C1
f81r,balneo,C1->C1->C1
f81r,balneo,C1->C1->C1
f81r,balneo,C1->C1->C1
f81r,balneo,C1->C1->C1
f81r,balneo,C1->C1->C1
f81r,balneo,C2->C1->C2
f81r,balneo,C1->C0->C1
f81r,balneo,C2->C2->C2
f81r,balneo,C1->C1->C1
f81r,balneo,C1->C1->C1
f81r,balneo,C1->C3->C1
f81r,balneo,C1->C2->C1
f81r,balneo,C2->C3->C2
f81r,balneo,C1->C2->C1
f81r,balneo,C1->C1->C1
f81v,balneo,C1->C1->C1
f81v,balneo,C1->C1->C1
f81v,balneo,C1->C2->C1
f81v,balneo,C2->C1->C2
f81v,balneo,C2->C0->C2
f81v,balneo,C1->C1->C1
f81v,balneo,C1->C1->C1
f81v,balneo,C1->C1->C1
f81v,balneo,C1->C1->C1
f81v,balneo,C1->C1->C1
f81v,balneo,C1->C1->C1
f81v,balneo,C1->C1->C1
f81v,balneo,C1->C2->C1
f81v,balneo,C1->C1->C1
f81v,balneo,C1->C1->C1
f81v,balneo,C1->C1->C1
f81v,balneo,C1->C1->C1
f81v,balneo,C1->C4->C1
f81v,balneo,C1->C1->C1
f81v,balneo,C1->C1->C1
f81v,balneo,C1->C1->C1
f81v,balneo,C1->C0->C1
f81v,balneo,C2->C3->C2
f81v,balneo,C2->C2->C2
f81v,balneo,C1->C2->C1
f82r,balneo,C1->C4->C1
f82r,balneo,C1->C4->C1
f82r,balneo,C1->C1->C1
f82r,balneo,C1->C1->C1
f82r,balneo,C1->C1->C1
f82r,balneo,C1->C1->C1
f82r,balneo,C1->C1->C1
f82r,balneo,C1->C1->C1
f82r,balneo,C1->C3->C1
f82r,balneo,C2->C2->C2
f82r,balneo,C1->C1->C1
f82r,balneo,C1->C0->C1
f82r,balneo,C1->C0->C1
f82r,balneo,C1->C1->C1
f82r,balneo,C1->C1->C1
f82r,balneo,C4->C1->C4
f82r,balneo,C1->C4->C1
f82r,balneo,C1->C0->C1
f82r,balneo,C1->C1->C1
f82r,balneo,C1->C1->C1
f82r,balneo,C1->C2->C1
f82r,balneo,C1->C4->C1
f82r,balneo,C1->C2->C1
f82r,balneo,C1->C0->C1
f82r,balneo,C1->C1->C1
f82r,balneo,C1->C1->C1
f82r,balneo,C1->C2->C1
f82r,balneo,C1->C2->C1
f82r,balneo,C1->C1->C1
f82r,balneo,C1->C1->C1
f82r,balneo,C1->C1->C1
f82r,balneo,C1->C1->C1
f82r,balneo,C1->C1->C1
f82r,balneo,C1->C2->C1
f82r,balneo,C1->C1->C1
f82r,balneo,C1->C1->C1
f82r,balneo,C1->C1->C1
f82r,balneo,C1->C4->C1
f82r,balneo,C1->C2->C1
f82r,balneo,C1->C2->C1
f82v,balneo,C1->C0->C1
f82v,balneo,C1->C1->C1
f82v,balneo,C1->C3->C1
f82v,balneo,C1->C1->C1
f82v,balneo,C1->C1->C1
f82v,balneo,C1->C1->C1
f82v,balneo,C1->C2->C1
f82v,balneo,C1->C2->C1
f82v,balneo,C0->C2->C0
f82v,balneo,C1->C1->C1
f82v,balneo,C1->C4->C1
f82v,balneo,C4->C1->C4
f82v,balneo,C1->C4->C1
f82v,balneo,C1->C1->C1
f82v,balneo,C1->C1->C1
f82v,balneo,C1->C1->C1
f82v,balneo,C1->C1->C1
f82v,balneo,C1->C2->C1
f82v,balneo,C2->C1->C2
f82v,balneo,C2->C3->C2
f82v,balneo,C2->C2->C2
f82v,balneo,C2->C2->C2
f82v,balneo,C1->C2->C1
f82v,balneo,C1->C1->C1
f82v,balneo,C1->C1->C1
f82v,balneo,C1->C1->C1
f82v,balneo,C1->C1->C1
f82v,balneo,C1->C1->C1
f82v,balneo,C1->C1->C1
f82v,balneo,C1->C1->C1
f82v,balneo,C1->C1->C1
f82v,balneo,C1->C1->C1
f82v,balneo,C1->C1->C1
f82v,balneo,C1->C1->C1
f82v,balneo,C1->C1->C1
f82v,balneo,C2->C2->C2
f82v,balneo,C1->C1->C1
f82v,balneo,C1->C1->C1
f82v,balneo,C1->C1->C1
f82v,balneo,C1->C0->C1
f82v,balneo,C1->C1->C1
f82v,balneo,C1->C0->C1
f82v,balneo,C1->C1->C1
f82v,balneo,C1->C1->C1
f82v,balneo,C1->C0->C1
f82v,balneo,C1->C1->C1
f82v,balneo,C1->C1->C1
f82v,balneo,C1->C1->C1
f83r,balneo,C1->C3->C1
f83r,balneo,C1->C2->C1
f83r,balneo,C1->C2->C1
f83r,balneo,C1->C2->C1
f83r,balneo,C1->C1->C1
f83r,balneo,C1->C1->C1
f83r,balneo,C1->C1->C1
f83r,balneo,C1->C1->C1
f83r,balneo,C1->C1->C1
f83r,balneo,C1->C1->C1
f83r,balneo,C1->C1->C1
f83r,balneo,C1->C4->C1
f83r,balneo,C2->C3->C2
f83r,balneo,C1->C1->C1
f83r,balneo,C1->C1->C1
f83r,balneo,C1->C3->C1
f83r,balneo,C1->C1->C1
f83r,balneo,C1->C0->C1
f83r,balneo,C1->C1->C1
f83r,balneo,C1->C1->C1
f83r,balneo,C1->C3->C1
f83r,balneo,C1->C1->C1
f83r,balneo,C1->C1->C1
f83r,balneo,C1->C1->C1
f83r,balneo,C1->C3->C1
f83r,balneo,C1->C2->C1
f83r,balneo,C1->C1->C1
f83r,balneo,C1->C1->C1
f83r,balneo,C1->C1->C1
f83r,balneo,C1->C1->C1
f83r,balneo,C1->C1->C1
f83r,balneo,C1->C0->C1
f83r,balneo,C1->C1->C1
f83r,balneo,C1->C1->C1
f83r,balneo,C1->C1->C1
f83r,balneo,C1->C1->C1
f83r,balneo,C1->C1->C1
f83r,balneo,C1->C1->C1
f83r,balneo,C1->C1->C1
f83r,balneo,C1->C1->C1
f83r,balneo,C1->C1->C1
f83r,balneo,C1->C2->C1
f83r,balneo,C1->C1->C1
f83r,balneo,C3->C0->C3
f83r,balneo,C1->C1->C1
f83r,balneo,C1->C1->C1
f83r,balneo,C1->C1->C1
f83r,balneo,C1->C1->C1
f83r,balneo,C1->C1->C1
f83r,balneo,C1->C1->C1
f83r,balneo,C1->C1->C1
f83r,balneo,C1->C1->C1
f83r,balneo,C1->C2->C1
f83v,balneo,C1->C1->C1
f83v,balneo,C1->C1->C1
f83v,balneo,C1->C2->C1
f83v,balneo,C1->C4->C1
f83v,balneo,C1->C1->C1
f83v,balneo,C1->C1->C1
f83v,balneo,C0->C0->C0
f83v,balneo,C1->C0->C1
f83v,balneo,C1->C1->C1
f83v,balneo,C1->C2->C1
f83v,balneo,C1->C1->C1
f83v,balneo,C1->C3->C1
f83v,balneo,C1->C0->C1
f83v,balneo,C1->C1->C1
f83v,balneo,C1->C2->C1
f83v,balneo,C1->C1->C1
f83v,balneo,C1->C1->C1
f83v,balneo,C1->C3->C1
f83v,balneo,C1->C0->C1
f83v,balneo,C1->C1->C1
f83v,balneo,C1->C1->C1
f83v,balneo,C1->C1->C1
f83v,balneo,C1->C1->C1
f83v,balneo,C1->C4->C1
f83v,balneo,C1->C2->C1
f83v,balneo,C1->C1->C1
f83v,balneo,C1->C1->C1
f83v,balneo,C1->C1->C1
f83v,balneo,C1->C2->C1
f83v,balneo,C0->C1->C0
f83v,balneo,C1->C1->C1
f83v,balneo,C1->C1->C1
f83v,balneo,C1->C1->C1
f83v,balneo,C1->C1->C1
f83v,balneo,C1->C1->C1
f83v,balneo,C0->C1->C0
f83v,balneo,C1->C0->C1
f83v,balneo,C1->C3->C1
f83v,balneo,C1->C1->C1
f83v,balneo,C1->C1->C1
f83v,balneo,C1->C1->C1
f84r,balneo,C1->C1->C1
f84r,balneo,C1->C1->C1
f84r,balneo,C1->C1->C1
f84r,balneo,C1->C2->C1
f84r,balneo,C1->C1->C1
f84r,balneo,C1->C1->C1
f84r,balneo,C1->C1->C1
f84r,balneo,C1->C1->C1
f84r,balneo,C1->C1->C1
f84r,balneo,C1->C0->C1
f84r,balneo,C1->C1->C1
f84r,balneo,C1->C1->C1
f84r,balneo,C1->C1->C1
f84r,balneo,C1->C1->C1
f84r,balneo,C1->C1->C1
f84r,balneo,C1->C1->C1
f84r,balneo,C1->C1->C1
f84r,balneo,C1->C1->C1
f84r,balneo,C2->C4->C2
f84r,balneo,C1->C1->C1
f84r,balneo,C1->C1->C1
f84r,balneo,C1->C1->C1
f84r,balneo,C1->C1->C1
f84r,balneo,C1->C1->C1
f84r,balneo,C1->C1->C1
f84r,balneo,C0->C1->C0
f84r,balneo,C1->C0->C1
f84r,balneo,C1->C3->C1
f84r,balneo,C1->C2->C1
f84r,balneo,C4->C1->C4
f84r,balneo,C1->C4->C1
f84r,balneo,C1->C0->C1
f84r,balneo,C1->C1->C1
f84r,balneo,C2->C1->C2
f84r,balneo,C1->C1->C1
f84r,balneo,C1->C1->C1
f84r,balneo,C1->C1->C1
f84r,balneo,C1->C1->C1
f84r,balneo,C1->C3->C1
f84r,balneo,C1->C1->C1
f84r,balneo,C1->C1->C1
f84r,balneo,C1->C1->C1
f84r,balneo,C1->C1->C1
f84r,balneo,C1->C0->C1
f84r,balneo,C1->C1->C1
f84r,balneo,C1->C1->C1
f84r,balneo,C1->C1->C1
f84r,balneo,C1->C1->C1
f84r,balneo,C1->C1->C1
f84r,balneo,C1->C1->C1
f84r,balneo,C1->C1->C1
f84r,balneo,C1->C1->C1
f84r,balneo,C1->C1->C1
f84r,balneo,C1->C1->C1
f84v,balneo,C1->C1->C1
f84v,balneo,C1->C1->C1
f84v,balneo,C1->C1->C1
f84v,balneo,C1->C1->C1
f84v,balneo,C1->C1->C1
f84v,balneo,C1->C1->C1
f84v,balneo,C1->C1->C1
f84v,balneo,C1->C1->C1
f84v,balneo,C1->C1->C1
f84v,balneo,C1->C1->C1
f84v,balneo,C1->C1->C1
f84v,balneo,C1->C1->C1
f84v,balneo,C1->C1->C1
f84v,balneo,C1->C1->C1
f84v,balneo,C1->C1->C1
f84v,balneo,C1->C0->C1
f84v,balneo,C1->C1->C1
f84v,balneo,C1->C1->C1
f84v,balneo,C1->C0->C1
f84v,balneo,C1->C1->C1
f84v,balneo,C1->C1->C1
f84v,balneo,C1->C1->C1
f84v,balneo,C1->C2->C1
f84v,balneo,C2->C1->C2
f84v,balneo,C1->C2->C1
f84v,balneo,C1->C1->C1
f84v,balneo,C1->C1->C1
f84v,balneo,C1->C2->C1
f84v,balneo,C1->C1->C1
f84v,balneo,C1->C0->C1
f84v,balneo,C1->C1->C1
f84v,balneo,C1->C1->C1
f84v,balneo,C1->C1->C1
f84v,balneo,C1->C1->C1
f84v,balneo,C1->C1->C1
f84v,balneo,C2->C2->C2
f84v,balneo,C2->C2->C2
f84v,balneo,C2->C2->C2
f84v,balneo,C1->C1->C1
f84v,balneo,C1->C1->C1
f84v,balneo,C1->C4->C1
f84v,balneo,C1->C1->C1
f84v,balneo,C1->C1->C1
f84v,balneo,C1->C1->C1
f84v,balneo,C1->C1->C1
f84v,balneo,C1->C1->C1
f84v,balneo,C1->C1->C1
f84v,balneo,C1->C1->C1
f84v,balneo,C1->C2->C1
f84v,balneo,C1->C1->C1
f84v,balneo,C1->C3->C1
f84v,balneo,C1->C1->C1
f84v,balneo,C1->C1->C1
f84v,balneo,C1->C1->C1
f84v,balneo,C1->C2->C1
f84v,balneo,C1->C1->C1
f84v,balneo,C1->C1->C1
f84v,balneo,C1->C1->C1
f84v,balneo,C1->C1->C1
f85r1,rosettes,C1->C2->C1
f85r1,rosettes,C1->C3->C1
f85r1,rosettes,C0->C0->C0
f85r1,rosettes,C1->C3->C1
f85r1,rosettes,C1->C0->C1
f85r1,rosettes,C1->C3->C1
f85r1,rosettes,C1->C1->C1
f85r1,rosettes,C1->C1->C1
f85r1,rosettes,C1->C3->C1
f85r1,rosettes,C0->C2->C0
f85r1,rosettes,C1->C0->C1
f85r1,rosettes,C0->C3->C0
f85r1,rosettes,C1->C1->C1
f85r1,rosettes,C1->C2->C1
f85r1,rosettes,C1->C2->C1
f85r1,rosettes,C2->C0->C2
f85r1,rosettes,C2->C0->C2
f85r1,rosettes,C1->C0->C1
f85r1,rosettes,C1->C2->C1
f85r1,rosettes,C2->C1->C2
f85r1,rosettes,C2->C2->C2
f85r1,rosettes,C2->C2->C2
f85r1,rosettes,C2->C2->C2
f85r1,rosettes,C1->C2->C1
f85r1,rosettes,C2->C1->C2
f85r1,rosettes,C0->C0->C0
f85r1,rosettes,C1->C3->C1
f85r1,rosettes,C1->C0->C1
f85r1,rosettes,C1->C1->C1
f85r1,rosettes,C1->C1->C1
f85r1,rosettes,C2->C2->C2
f85r1,rosettes,C1->C1->C1
f85r2,rosettes,C2->C2->C2
f85r2,rosettes,C2->C2->C2
f85r2,rosettes,C2->C3->C2
f85r2,rosettes,C2->C2->C2
f85r2,rosettes,C1->C1->C1
f85r2,rosettes,C1->C1->C1
f85r2,rosettes,C1->C1->C1
f85r2,rosettes,C1->C2->C1
f85r2,rosettes,C3->C2->C3
f85r2,rosettes,C0->C1->C0
f85r2,rosettes,C1->C1->C1
f86v3,rosettes,C1->C1->C1
f86v3,rosettes,C1->C3->C1
f86v3,rosettes,C1->C1->C1
f86v3,rosettes,C1->C1->C1
f86v3,rosettes,C3->C2->C3
f86v3,rosettes,C1->C0->C1
f86v3,rosettes,C4->C2->C4
f86v3,rosettes,C2->C4->C2
f86v3,rosettes,C1->C3->C1
f86v3,rosettes,C0->C1->C0
f86v3,rosettes,C0->C2->C0
f86v3,rosettes,C2->C0->C2
f86v3,rosettes,C1->C2->C1
f86v3,rosettes,C1->C1->C1
f86v3,rosettes,C1->C1->C1
f86v3,rosettes,C1->C1->C1
f86v3,rosettes,C2->C2->C2
f86v3,rosettes,C1->C2->C1
f86v3,rosettes,C1->C1->C1
f86v3,rosettes,C1->C4->C1
f86v3,rosettes,C2->C1->C2
f86v3,rosettes,C1->C1->C1
f86v3,rosettes,C0->C1->C0
f86v3,rosettes,C1->C0->C1
f86v4,rosettes,C2->C3->C2
f86v4,rosettes,C1->C1->C1
f86v4,rosettes,C1->C3->C1
f86v4,rosettes,C3->C1->C3
f86v4,rosettes,C3->C1->C3
f86v4,rosettes,C0->C1->C0
f86v4,rosettes,C1->C2->C1
f86v4,rosettes,C1->C1->C1
f86v4,rosettes,C1->C2->C1
f86v4,rosettes,C2->C1->C2
f86v4,rosettes,C1->C2->C1
f86v4,rosettes,C1->C0->C1
f86v4,rosettes,C1->C1->C1
f86v4,rosettes,C1->C1->C1
f86v4,rosettes,C2->C2->C2
f86v4,rosettes,C1->C3->C1
f86v4,rosettes,C0->C0->C0
f86v4,rosettes,C2->C0->C2
f86v4,rosettes,C1->C1->C1
f86v4,rosettes,C1->C1->C1
f86v4,rosettes,C0->C1->C0
f86v4,rosettes,C2->C0->C2
f86v4,rosettes,C0->C2->C0
f86v5,rosettes,C0->C0->C0
f86v5,rosettes,C1->C0->C1
f86v5,rosettes,C0->C1->C0
f86v5,rosettes,C2->C4->C2
f86v5,rosettes,C2->C2->C2
f86v5,rosettes,C2->C2->C2
f86v5,rosettes,C1->C4->C1
f86v5,rosettes,C2->C1->C2
f86v5,rosettes,C2->C2->C2
f86v5,rosettes,C1->C0->C1
f86v5,rosettes,C0->C1->C0
f86v5,rosettes,C0->C0->C0
f86v5,rosettes,C2->C0->C2
f86v5,rosettes,C2->C2->C2
f86v5,rosettes,C0->C1->C0
f86v5,rosettes,C1->C0->C1
f86v5,rosettes,C1->C2->C1
f86v5,rosettes,C1->C2->C1
f86v5,rosettes,C0->C0->C0
f86v5,rosettes,C1->C0->C1
f86v5,rosettes,C2->C2->C2
f86v5,rosettes,C1->C0->C1
f86v5,rosettes,C1->C1->C1
f86v5,rosettes,C2->C0->C2
f86v6,rosettes,C3->C1->C3
f86v6,rosettes,C2->C2->C2
f86v6,rosettes,C1->C2->C1
f86v6,rosettes,C2->C1->C2
f86v6,rosettes,C2->C4->C2
f86v6,rosettes,C0->C1->C0
f86v6,rosettes,C2->C2->C2
f86v6,rosettes,C1->C0->C1
f86v6,rosettes,C1->C1->C1
f86v6,rosettes,C1->C3->C1
f86v6,rosettes,C1->C1->C1
f86v6,rosettes,C1->C1->C1
f86v6,rosettes,C1->C1->C1
f86v6,rosettes,C2->C2->C2
f86v6,rosettes,C2->C0->C2
f86v6,rosettes,C2->C2->C2
f86v6,rosettes,C2->C2->C2
f86v6,rosettes,C2->C2->C2
f86v6,rosettes,C1->C1->C1
f86v6,rosettes,C1->C0->C1
f86v6,rosettes,C2->C2->C2
f86v6,rosettes,C1->C0->C1
f86v6,rosettes,C0->C1->C0
f86v6,rosettes,C1->C0->C1
f86v6,rosettes,C2->C1->C2
f86v6,rosettes,C1->C2->C1
f86v6,rosettes,C2->C1->C2
f86v6,rosettes,C2->C2->C2
f86v6,rosettes,C0->C0->C0
f86v6,rosettes,C0->C0->C0
f86v6,rosettes,C0->C1->C0
f86v6,rosettes,C2->C1->C2
f86v6,rosettes,C1->C1->C1
f86v6,rosettes,C1->C1->C1
f86v6,rosettes,C1->C1->C1
f86v6,rosettes,C2->C0->C2
f86v6,rosettes,C0->C1->C0
f87r,pharm-herbal,C0->C0->C0
f87r,pharm-herbal,C0->C0->C0
f87r,pharm-herbal,C0->C0->C0
f87r,pharm-herbal,C1->C0->C1
f87r,pharm-herbal,C0->C0->C0
f87r,pharm-herbal,C0->C3->C0
f87v,pharm-herbal,C0->C0->C0
f88r,pharm-herbal,C0->C0->C0
f88r,pharm-herbal,C0->C0->C0
f88r,pharm-herbal,C0->C0->C0
f88r,pharm-herbal,C0->C0->C0
f88r,pharm-herbal,C0->C3->C0
f88r,pharm-herbal,C0->C0->C0
f88r,pharm-herbal,C0->C1->C0
f88r,pharm-herbal,C0->C3->C0
f88r,pharm-herbal,C0->C1->C0
f88r,pharm-herbal,C0->C0->C0
f88r,pharm-herbal,C0->C0->C0
f88r,pharm-herbal,C0->C0->C0
f88r,pharm-herbal,C0->C0->C0
f88r,pharm-herbal,C0->C0->C0
f88r,pharm-herbal,C0->C0->C0
f88r,pharm-herbal,C0->C0->C0
f88r,pharm-herbal,C0->C0->C0
f88r,pharm-herbal,C0->C0->C0
f88r,pharm-herbal,C0->C0->C0
f88v,pharm-herbal,C0->C0->C0
f88v,pharm-herbal,C0->C3->C0
f88v,pharm-herbal,C0->C3->C0
f88v,pharm-herbal,C0->C0->C0
f88v,pharm-herbal,C0->C1->C0
f88v,pharm-herbal,C0->C3->C0
f88v,pharm-herbal,C0->C3->C0
f88v,pharm-herbal,C0->C1->C0
f88v,pharm-herbal,C0->C3->C0
f88v,pharm-herbal,C0->C0->C0
f88v,pharm-herbal,C0->C0->C0
f88v,pharm-herbal,C0->C0->C0
f88v,pharm-herbal,C0->C2->C0
f89r1,pharm-herbal,C0->C1->C0
f89r1,pharm-herbal,C0->C0->C0
f89r1,pharm-herbal,C0->C0->C0
f89r1,pharm-herbal,C0->C0->C0
f89r1,pharm-herbal,C0->C0->C0
f89r1,pharm-herbal,C1->C0->C1
f89r1,pharm-herbal,C0->C1->C0
f89r1,pharm-herbal,C0->C0->C0
f89r1,pharm-herbal,C0->C0->C0
f89r2,pharm-herbal,C0->C0->C0
f89r2,pharm-herbal,C0->C0->C0
f89r2,pharm-herbal,C0->C0->C0
f89r2,pharm-herbal,C0->C2->C0
f89r2,pharm-herbal,C3->C0->C3
f89r2,pharm-herbal,C0->C3->C0
f89r2,pharm-herbal,C0->C0->C0
f89r2,pharm-herbal,C0->C0->C0
f89r2,pharm-herbal,C1->C0->C1
f89r2,pharm-herbal,C0->C1->C0
f89r2,pharm-herbal,C0->C1->C0
f89r2,pharm-herbal,C1->C0->C1
f89r2,pharm-herbal,C0->C1->C0
f89r2,pharm-herbal,C0->C4->C0
f89r2,pharm-herbal,C0->C1->C0
f89r2,pharm-herbal,C0->C1->C0
f89r2,pharm-herbal,C0->C0->C0
f89r2,pharm-herbal,C0->C0->C0
f89r2,pharm-herbal,C0->C3->C0
f89r2,pharm-herbal,C0->C4->C0
f89r2,pharm-herbal,C0->C0->C0
f89r2,pharm-herbal,C0->C0->C0
f89r2,pharm-herbal,C0->C3->C0
f89r2,pharm-herbal,C0->C1->C0
f89r2,pharm-herbal,C0->C0->C0
f89r2,pharm-herbal,C0->C0->C0
f89r2,pharm-herbal,C0->C2->C0
f89v1,pharm-herbal,C0->C3->C0
f89v1,pharm-herbal,C3->C0->C3
f89v1,pharm-herbal,C0->C0->C0
f89v1,pharm-herbal,C0->C0->C0
f89v1,pharm-herbal,C0->C0->C0
f89v1,pharm-herbal,C2->C0->C2
f89v1,pharm-herbal,C0->C0->C0
f89v1,pharm-herbal,C0->C0->C0
f89v1,pharm-herbal,C0->C0->C0
f89v1,pharm-herbal,C0->C0->C0
f89v1,pharm-herbal,C0->C0->C0
f89v1,pharm-herbal,C0->C2->C0
f89v1,pharm-herbal,C1->C4->C1
f89v1,pharm-herbal,C0->C0->C0
f89v1,pharm-herbal,C0->C0->C0
f89v1,pharm-herbal,C0->C3->C0
f89v2,pharm-herbal,C2->C3->C2
f89v2,pharm-herbal,C0->C4->C0
f89v2,pharm-herbal,C0->C0->C0
f89v2,pharm-herbal,C0->C0->C0
f89v2,pharm-herbal,C0->C1->C0
f89v2,pharm-herbal,C0->C2->C0
f89v2,pharm-herbal,C2->C3->C2
f89v2,pharm-herbal,C0->C0->C0
f89v2,pharm-herbal,C0->C0->C0
f89v2,pharm-herbal,C0->C0->C0
f89v2,pharm-herbal,C0->C4->C0
f8r,herbal-A,C0->C2->C0
f8r,herbal-A,C0->C0->C0
f8r,herbal-A,C0->C0->C0
f8r,herbal-A,C0->C0->C0
f8r,herbal-A,C0->C0->C0
f8r,herbal-A,C0->C0->C0
f8r,herbal-A,C4->C0->C4
f8r,herbal-A,C2->C2->C2
f8r,herbal-A,C0->C3->C0
f8r,herbal-A,C0->C0->C0
f8r,herbal-A,C0->C0->C0
f8r,herbal-A,C0->C0->C0
f8r,herbal-A,C0->C0->C0
f8r,herbal-A,C0->C1->C0
f8v,herbal-A,C0->C0->C0
f8v,herbal-A,C2->C2->C2
f8v,herbal-A,C0->C2->C0
f8v,herbal-A,C0->C2->C0
f8v,herbal-A,C2->C0->C2
f8v,herbal-A,C0->C3->C0
f8v,herbal-A,C0->C0->C0
f8v,herbal-A,C2->C0->C2
f8v,herbal-A,C0->C0->C0
f8v,herbal-A,C0->C1->C0
f8v,herbal-A,C0->C0->C0
f8v,herbal-A,C0->C0->C0
f90r1,pharm-herbal,C0->C0->C0
f90r1,pharm-herbal,C0->C0->C0
f90r1,pharm-herbal,C0->C0->C0
f90r1,pharm-herbal,C0->C2->C0
f90r1,pharm-herbal,C0->C0->C0
f90r1,pharm-herbal,C0->C0->C0
f90r1,pharm-herbal,C0->C3->C0
f90r1,pharm-herbal,C0->C3->C0
f90r2,pharm-herbal,C0->C0->C0
f90v1,pharm-herbal,C0->C3->C0
f90v1,pharm-herbal,C0->C1->C0
f90v1,pharm-herbal,C0->C0->C0
f90v1,pharm-herbal,C1->C3->C1
f90v2,pharm-herbal,C0->C0->C0
f90v2,pharm-herbal,C0->C0->C0
f90v2,pharm-herbal,C0->C0->C0
f90v2,pharm-herbal,C0->C0->C0
f90v2,pharm-herbal,C0->C0->C0
f93r,pharm-herbal,C0->C3->C0
f93r,pharm-herbal,C0->C1->C0
f93r,pharm-herbal,C0->C0->C0
f93r,pharm-herbal,C0->C0->C0
