folio,section,locus,length,trajectory,cell_path,token_path
f39r,herbal-A,"8,+P0",5,C1 -> C1 -> C2 -> C2 -> C2,sh|e|aspect -> qok|bare|paradigm -> ch|bare|other -> ok|bare|clitic -> ch|bare|other,shedy qokaiin chkeey okam chckhy
f39r,herbal-A,"9,+P0",4,C1 -> C0 -> C1 -> C1,ch|e|aspect -> sh|o|o_grade -> qok|bare|paradigm -> sh|bare|other,tchedy shol qokaiin shdaiin
f39v,herbal-A,"1,@P0",2,C2 -> C1,ch|bare|aspect -> sh|e|other,chdy sheykaiiin
f39v,herbal-A,"10,+P0",2,C2 -> C1,ch|bare|aspect -> sh|e|aspect,chdy sheedy
f39v,herbal-A,"11,+P0",5,C1 -> C1 -> C1 -> C2 -> C2,ch|e|aspect -> sh|e|other -> qok|bare|clitic -> ch|bare|other -> ch|bare|other,chedy shekam qokar chlykeedy chckhy
f39v,herbal-A,"12,+P0",4,C2 -> C2 -> C2 -> C0,ot|bare|clitic -> ch|bare|other -> ok|bare|clitic -> ch|eo|other,otal chd okar cheodal
f39v,herbal-A,"13,+P0",3,C1 -> C3 -> C2,ot|e|aspect -> ok|e|other -> ok|bare|paradigm,otedy okedylchdy okaiin
f39v,herbal-A,"14,+P0",2,C2 -> C0,ok|bare|paradigm -> ch|o|other,okaiin cholody
f39v,herbal-A,"2,+P0",5,C0 -> C0 -> C0 -> C2 -> C2,sh|bare|e_grade -> ch|o|o_grade -> qot|bare|e_grade -> ch|bare|aspect -> ch|bare|aspect,shy chol qoty kchdy chdy
f39v,herbal-A,"3,+P0",5,C0 -> C2 -> C2 -> C1 -> C2,ch|o|o_grade -> ok|bare|paradigm -> ok|bare|other -> qok|bare|paradigm -> ok|bare|clitic,chor okain okaii qokaiin okam
f39v,herbal-A,"4,+P0",7,C1 -> C0 -> C0 -> C3 -> C0 -> C1 -> C1,ok|e|e_grade -> ch|o|aspect -> ch|eo|o_grade -> ok|o|aspect -> ch|o|other -> qok|e|aspect -> sh|bare|other,okeey chody cheor okody chodal qokedy shky
f39v,herbal-A,"5,+P0",4,C1 -> C2 -> C2 -> C4,sh|e|other -> ot|bare|clitic -> ok|bare|paradigm -> ot|o|e_grade,sheky otar okaiin oto
f39v,herbal-A,"6,+P0",4,C4 -> C0 -> C0 -> C0,ch|e|e_grade -> sh|o|o_grade -> ch|o|e_grade -> sh|o|aspect,okchey shor cho shody
f39v,herbal-A,"7,+P0",4,C1 -> C1 -> C1 -> C2,sh|e|aspect -> qok|bare|clitic -> sh|e|aspect -> ok|bare|clitic,shedy qokar sheedy okar
f39v,herbal-A,"8,+P0",2,C3 -> C0,ch|e|other -> ch|bare|e_grade,chek qokchy
f39v,herbal-A,"9,+P0",4,C0 -> C2 -> C1 -> C0,ch|eo|o_grade -> ok|bare|clitic -> sh|bare|other -> sh|bare|e_grade,cheor okal shd kshy
f3r,herbal-A,"1,@P0",2,C0 -> C0,sh|eo|other -> ch|o|o_grade,tsheos chol
f3r,herbal-A,"11,+P0",3,C0 -> C0 -> C1,sh|o|o_grade -> sh|eo|o_grade -> sh|e|e_grade,shol sheol shey
f3r,herbal-A,"12,+P0",2,C2 -> C0,ok|bare|other -> ch|o|o_grade,okadaiin qokchor
f3r,herbal-A,"13,+P0",6,C1 -> C0 -> C1 -> C1 -> C1 -> C0,qok|e|e_grade -> qot|bare|e_grade -> sh|e|e_grade -> qok|o|aspect -> sh|e|e_grade -> ch|eo|aspect,qokeey qot shey qokody qokshey cheody
f3r,herbal-A,"14,+P0",3,C0 -> C1 -> C1,ch|o|o_grade -> ok|e|e_grade -> qok|e|e_grade,chor okeey qokeey
f3r,herbal-A,"15,+P0",5,C0 -> C0 -> C0 -> C0 -> C0,sh|eo|other -> sh|o|o_grade -> ch|o|o_grade -> ch|o|other -> ch|o|other,tsheoarom shor chor chom otchomoporar
f3r,herbal-A,"16,+P0",5,C3 -> C0 -> C0 -> C0 -> C0,ot|eo|o_grade -> ch|o|o_grade -> ch|eo|o_grade -> qok|eo|other -> qok|o|o_grade,oteol chol cheol qokeom qokol
f3r,herbal-A,"17,+P0",2,C3 -> C1,ok|eo|other -> qok|e|other,okeom qokeeodal
f3r,herbal-A,"18,+P0",2,C0 -> C1,sh|o|other -> qot|bare|other,shodaiin qotyotolom
f3r,herbal-A,"19,+P0",3,C0 -> C0 -> C3,ch|o|o_grade -> ch|eo|o_grade -> qot|eo|o_grade,otchor cheor qoteol
f3r,herbal-A,"2,+P0",3,C0 -> C2 -> C2,ch|o|o_grade -> ch|bare|clitic -> ch|bare|clitic,chor qotcham cham
f3r,herbal-A,"20,+P0",3,C0 -> C0 -> C0,ch|o|o_grade -> ch|o|o_grade -> ok|o|o_grade,chol chol okol
f3r,herbal-A,"4,+P0",5,C0 -> C2 -> C2 -> C2 -> C0,ch|o|o_grade -> ch|bare|clitic -> ch|bare|other -> ch|bare|clitic -> ch|o|e_grade,chor chal chag cham cho
f3r,herbal-A,"5,+P0",3,C0 -> C0 -> C2,qok|o|o_grade -> ch|o|other -> ch|bare|clitic,qokol chololy cham
f3r,herbal-A,"6,+P0",2,C0 -> C2,ch|o|o_grade -> ot|bare|other,chor otaldam
f3r,herbal-A,"7,+P0",3,C0 -> C0 -> C0,ch|o|o_grade -> ch|o|other -> sh|o|other,otchol chom shom
f3r,herbal-A,"8,+P0",3,C0 -> C0 -> C2,ch|o|o_grade -> ch|o|o_grade -> ok|bare|e_grade,chor chol oky
f3r,herbal-A,"9,+P0",3,C0 -> C0 -> C0,sh|o|e_grade -> sh|eo|other -> ch|o|aspect,sho sheoldam otchody
f3v,herbal-A,"1,@P0",2,C0 -> C1,qot|o|e_grade -> sh|bare|other,qotoy sha
f3v,herbal-A,"10,+P0",3,C0 -> C0 -> C2,sh|o|o_grade -> ch|o|o_grade -> ok|bare|other,qokshol chol okary
f3v,herbal-A,"11,+P0",5,C0 -> C0 -> C0 -> C0 -> C0,sh|o|e_grade -> sh|o|other -> ch|o|o_grade -> ch|o|other -> ch|o|other,sho shockho tchor chodaiin chom
f3v,herbal-A,"12,+P0",3,C0 -> C0 -> C2,ch|o|other -> ch|o|o_grade -> ch|bare|clitic,chodair tchor kcham
f3v,herbal-A,"13,+P0",4,C2 -> C1 -> C0 -> C2,sh|bare|clitic -> sh|bare|other -> ch|bare|e_grade -> ch|bare|other,shar shkaiin qokchy chky
