folio,section,locus,length,trajectory,cell_path,token_path
f111v,stars,"32,+P0",8,C4 -> C2 -> C4 -> C1 -> C2 -> C4 -> C4 -> C2,ch|e|e_grade -> ch|bare|other -> ch|e|e_grade -> ch|e|aspect -> ok|bare|paradigm -> ch|e|e_grade -> ch|e|e_grade -> ch|bare|other,chey chkar chey chedy okain chey cheey charan
f111v,stars,"33,+P0",7,C1 -> C2 -> C2 -> C1 -> C2 -> C2 -> C2,sh|e|other -> ok|bare|clitic -> sh|e|paradigm -> qok|bare|clitic -> ch|bare|clitic -> ch|e|clitic -> ch|bare|clitic,sheeil okan sheain qokan chan cheal char
f111v,stars,"34,+P0",5,C2 -> C1 -> C2 -> C2 -> C2,ok|bare|clitic -> qok|bare|paradigm -> qot|bare|clitic -> ot|bare|clitic -> ch|bare|other,okar qokain qotar otar chtal
f111v,stars,"35,+P0",5,C2 -> C2 -> C2 -> C1 -> C2,ok|bare|paradigm -> ch|bare|other -> qot|bare|clitic -> sh|e|aspect -> ch|bare|other,okaiin chcthy qotal shedy chkeey
f111v,stars,"36,+P0",4,C0 -> C2 -> C4 -> C1,sh|bare|paradigm -> ok|bare|paradigm -> ch|e|e_grade -> qok|bare|clitic,shain okaiin chey qokar
f111v,stars,"37,+P0",3,C1 -> C1 -> C4,qok|bare|paradigm -> sh|bare|other -> ch|e|e_grade,qokain shalky chey
f111v,stars,"38,+P0",7,C3 -> C2 -> C2 -> C2 -> C1 -> C1 -> C1,ch|e|other -> ot|bare|paradigm -> qot|bare|o_grade -> ch|e|clitic -> ch|e|aspect -> qok|e|e_grade -> ok|e|aspect,checkhey otain qotl chear chedy qokeey okeedy
f111v,stars,"39,+P0",9,C1 -> C1 -> C1 -> C2 -> C1 -> C1 -> C1 -> C1 -> C1,sh|e|e_grade -> qok|bare|clitic -> ch|e|aspect -> ch|bare|other -> qok|bare|paradigm -> ch|e|aspect -> sh|e|e_grade -> qok|bare|paradigm -> ch|e|aspect,dsheey qokal chedy chcthy qokain chedy shey qokain chedy
f111v,stars,"4,+P0",7,C4 -> C0 -> C1 -> C1 -> C1 -> C1 -> C1,ch|e|e_grade -> ch|o|other -> qot|e|aspect -> qok|e|other -> ot|e|aspect -> ok|e|aspect -> ch|e|aspect,chey chokedair qotedy qokedar oteedy okedy chedy
f111v,stars,"40,+P0",6,C2 -> C0 -> C2 -> C1 -> C1 -> C1,ch|bare|other -> ch|o|other -> ch|bare|other -> sh|e|other -> qok|e|e_grade -> qok|e|aspect,chckhy chokain chckhal sheckhedy qokeey qokeedy
f111v,stars,"41,+P0",8,C3 -> C1 -> C1 -> C1 -> C1 -> C1 -> C3 -> C2,ot|e|e_grade -> ch|e|aspect -> ot|e|aspect -> ok|e|aspect -> ch|e|aspect -> qok|e|e_grade -> ch|e|other -> qot|bare|clitic,oteey chedy oteedy okedy chedy qokeey checthy qotal
f111v,stars,"42,+P0",8,C3 -> C2 -> C3 -> C3 -> C1 -> C2 -> C1 -> C1,ch|e|other -> ch|e|clitic -> qok|e|paradigm -> ok|e|other -> ch|e|aspect -> ok|bare|paradigm -> ch|e|aspect -> ch|e|aspect,cheeo chear qokeain okeeor cheedy okain chedy chedy
f111v,stars,"43,+P0",7,C1 -> C0 -> C1 -> C2 -> C2 -> C2 -> C0,sh|e|other -> ch|o|other -> sh|e|other -> ok|bare|paradigm -> ot|bare|paradigm -> ch|e|clitic -> ch|o|other,sheeky chokeal sheekar okaiin otain chear chotag
f111v,stars,"45,+P0",3,C2 -> C1 -> C1,ok|bare|paradigm -> sh|e|clitic -> sh|e|e_grade,okain sheal okshey
f111v,stars,"46,+P0",5,C4 -> C2 -> C1 -> C3 -> C1,ch|e|e_grade -> ch|bare|other -> ok|e|aspect -> ch|e|other -> qot|bare|other,chey chckhy okeeey checthy qotainaly
f111v,stars,"47,+P0",5,C4 -> C1 -> C3 -> C3 -> C2,ch|e|e_grade -> qok|e|e_grade -> ch|e|other -> ch|e|other -> ch|bare|other,cheey qokeey cheytain chekain chckhey
f111v,stars,"48,+P0",4,C4 -> C3 -> C2 -> C1,ch|e|e_grade -> ch|e|other -> ch|bare|clitic -> ch|e|aspect,cheey cheykaiin chal okchedy
f111v,stars,"49,+P0",8,C4 -> C2 -> C2 -> C1 -> C1 -> C2 -> C4 -> C1,ch|e|e_grade -> ch|bare|other -> ch|bare|clitic -> sh|e|e_grade -> qok|bare|paradigm -> ok|bare|paradigm -> ch|e|e_grade -> qok|bare|paradigm,cheey chkain chal sheey qokain okain chey qokain
f111v,stars,"5,+P0",9,C1 -> C1 -> C1 -> C1 -> C1 -> C1 -> C0 -> C1 -> C1,qok|e|other -> ot|e|aspect -> qok|e|aspect -> ch|e|aspect -> qok|e|e_grade -> qok|e|aspect -> qok|eo|o_grade -> sh|e|aspect -> qot|e|other,qokeed otedy qokedy chedy qokeey qokeedy qokeol shedy qotedal
f111v,stars,"50,+P0",7,C0 -> C2 -> C4 -> C1 -> C2 -> C3 -> C2,sh|bare|paradigm -> ok|bare|paradigm -> ch|e|e_grade -> qok|e|aspect -> ok|bare|paradigm -> ch|e|other -> ot|bare|paradigm,shaiin okain chey qokeeey okain chees otain
f111v,stars,"51,+P0",6,C2 -> C2 -> C2 -> C2 -> C0 -> C2,ch|e|clitic -> ch|bare|other -> ok|bare|paradigm -> ok|bare|clitic -> ch|o|other -> ch|bare|other,cheal chckhy okain okal choty chckhy
f111v,stars,"6,+P0",7,C3 -> C0 -> C1 -> C2 -> C1 -> C0 -> C3,ok|e|other -> ch|o|o_grade -> ot|e|aspect -> ch|e|clitic -> qok|e|e_grade -> ch|o|o_grade -> ot|e|other,okeeo okchor oteedy cheal qokeey chol oteedaiin
f111v,stars,"7,+P0",6,C1 -> C1 -> C3 -> C1 -> C2 -> C3,qok|e|other -> qok|bare|paradigm -> ot|e|paradigm -> ok|e|e_grade -> ot|bare|clitic -> ch|e|other,qokeechey qokaiin oteaiin okeey otal chedain
f111v,stars,"8,+P0",8,C0 -> C4 -> C0 -> C2 -> C2 -> C1 -> C3 -> C3,sh|o|e_grade -> ch|e|e_grade -> ch|eo|o_grade -> ch|bare|other -> ok|bare|paradigm -> qok|bare|paradigm -> ch|e|other -> ch|e|other,sho otchey cheol chcthey okain qokain checkhy chedar
f111v,stars,"9,+P0",7,C1 -> C3 -> C0 -> C1 -> C1 -> C1 -> C1,sh|e|other -> ok|e|clitic -> ch|eo|other -> ok|e|e_grade -> qok|e|e_grade -> qok|e|e_grade -> qok|bare|paradigm,shedal okear cheolkeey okeey qokeey qokey qokain
f112r,stars,"1,@P0",3,C1 -> C3 -> C2,qok|e|e_grade -> ot|e|other -> ch|bare|other,qokeey oteedal chcphy
f112r,stars,"11,+P0",7,C1 -> C1 -> C1 -> C3 -> C1 -> C1 -> C0,ch|e|aspect -> qot|e|e_grade -> qok|e|e_grade -> ot|e|e_grade -> qok|e|e_grade -> qok|e|aspect -> ch|o|other,tchedy qoteey qokeey otey qokeey qokedy chotyr
f112r,stars,"12,+P0",7,C1 -> C1 -> C2 -> C1 -> C1 -> C1 -> C3,ch|e|aspect -> ch|e|aspect -> ch|bare|aspect -> qok|e|e_grade -> qot|bare|paradigm -> ot|e|aspect -> ot|e|e_grade,dchedy otchedy chdy qokeey qotain oteedy oteey
f112r,stars,"13,+P0",7,C2 -> C3 -> C1 -> C1 -> C2 -> C2 -> C3,ch|bare|aspect -> ch|e|other -> qok|e|e_grade -> ok|e|e_grade -> ot|bare|paradigm -> ch|bare|other -> ot|e|e_grade,chdy ches qokeey okeey otaiin chcthy oteey
f112r,stars,"14,+P0",4,C4 -> C2 -> C1 -> C1,ch|e|e_grade -> ot|bare|paradigm -> ok|e|aspect -> qok|e|e_grade,chey otaiin okeedy qokeey
f112r,stars,"15,+P0",3,C1 -> C1 -> C1,ot|e|aspect -> qok|e|aspect -> ok|e|aspect,otedy qokeedy okedy
f112r,stars,"16,+P0",5,C0 -> C1 -> C1 -> C1 -> C2,sh|o|o_grade -> qok|e|e_grade -> qok|e|aspect -> qok|e|other -> ot|bare|paradigm,shol qokeey qokeeey qokedain otain
f112r,stars,"17,+P0",5,C1 -> C4 -> C3 -> C4 -> C1,sh|e|e_grade -> ch|e|e_grade -> ch|eo|e_grade -> ch|e|e_grade -> qok|e|e_grade,she cheey cheo cheey qokey
f112r,stars,"18,+P0",5,C4 -> C2 -> C0 -> C1 -> C2,ch|e|e_grade -> ok|bare|clitic -> ch|o|aspect -> ch|e|aspect -> ch|bare|clitic,chey okal chody chedy cham
f112r,stars,"19,+P0",5,C2 -> C1 -> C1 -> C1 -> C1,ot|bare|clitic -> sh|e|other -> qok|e|e_grade -> qok|e|e_grade -> qok|bare|e_grade,otal sheky qokey qokeey qoky
f112r,stars,"2,+P0",3,C2 -> C0 -> C2,ot|bare|other -> ch|o|o_grade -> ot|bare|clitic,otail chol otar
f112r,stars,"20,+P0",2,C0 -> C1,ch|eo|o_grade -> ok|e|aspect,cheol okeeey
f112r,stars,"21,+P0",3,C2 -> C1 -> C1,ch|bare|other -> ok|e|aspect -> qot|e|aspect,chcthey okeedy qoteedy
f112r,stars,"23,+P0",3,C2 -> C3 -> C2,ch|bare|aspect -> ot|eo|o_grade -> ot|bare|other,chdy oteor otychey
f112r,stars,"24,+P0",6,C3 -> C1 -> C3 -> C1 -> C1 -> C1,ch|e|other -> qok|e|aspect -> ok|e|other -> qok|e|aspect -> ot|e|aspect -> ot|e|aspect,cheeteey qokeeey okeedykey qokedy otedy otedy
f112r,stars,"25,+P0",6,C1 -> C2 -> C0 -> C3 -> C2 -> C1,sh|e|aspect -> ch|bare|other -> ch|o|o_grade -> ch|e|other -> ch|bare|other -> ok|e|e_grade,shedy okchd chor cheety chcthy okey
f112r,stars,"26,+P0",2,C1 -> C3,ch|e|aspect -> ch|e|other,chedy chedam
f112r,stars,"27,+P0",2,C0 -> C1,ch|o|other -> sh|bare|other,okchoiiin shty
f112r,stars,"28,+P0",6,C0 -> C1 -> C1 -> C1 -> C2 -> C1,sh|eo|other -> qok|e|aspect -> qok|bare|paradigm -> ot|e|aspect -> ch|bare|other -> sh|bare|other,sheokeedy qokeedy qokain oteedy chckhy sharam
f112r,stars,"29,+P0",5,C0 -> C2 -> C3 -> C1 -> C3,ch|o|other -> ok|bare|paradigm -> ot|e|e_grade -> qok|e|e_grade -> ch|e|other,chokeey okaiin oteey qokeey chealy
f112r,stars,"3,+P0",6,C3 -> C4 -> C1 -> C1 -> C2 -> C2,ch|e|other -> ch|e|e_grade -> ot|e|aspect -> ot|e|aspect -> ot|bare|paradigm -> ot|bare|e_grade,chedar cheey oteedy oteedy otaiin oty
f112r,stars,"30,+P0",6,C0 -> C1 -> C0 -> C1 -> C1 -> C0,ch|eo|other -> ok|eo|aspect -> ch|o|o_grade -> ch|e|aspect -> qok|e|aspect -> ch|eo|other,cheokey okeody chol chedy qokedy cheom
f112r,stars,"31,+P0",5,C2 -> C2 -> C3 -> C3 -> C3,ok|bare|paradigm -> ot|bare|paradigm -> ot|e|e_grade -> ok|e|other -> ot|eo|o_grade,okaiin otain oteey okeeor oteor
f112r,stars,"32,+P0",4,C1 -> C3 -> C3 -> C3,sh|e|aspect -> ok|e|other -> ot|e|e_grade -> ch|e|other,shedy okeechy oteey ched
f112r,stars,"33,+P0",5,C4 -> C1 -> C3 -> C1 -> C1,ch|e|e_grade -> sh|bare|other -> ok|e|other -> ch|e|aspect -> sh|bare|other,okcheey shckhey okeeor chedy shdal
f112r,stars,"34,+P0",5,C1 -> C3 -> C1 -> C1 -> C2,sh|bare|other -> ok|e|other -> qok|bare|clitic -> qot|e|aspect -> ch|bare|aspect,shdar okechedy qokar qotedy qokchdy
f112r,stars,"35,+P0",6,C1 -> C3 -> C1 -> C1 -> C1 -> C1,qok|bare|e_grade -> ok|e|clitic -> ch|e|aspect -> ok|e|e_grade -> ot|e|aspect -> ok|e|aspect,qoky okeal chedy okeey otedy okeedy
f112r,stars,"36,+P0",2,C3 -> C1,ch|e|other -> ok|e|e_grade,checkhy okeey
f112r,stars,"37,+P0",7,C2 -> C1 -> C1 -> C1 -> C1 -> C1 -> C1,ok|bare|paradigm -> ok|e|aspect -> ok|e|e_grade -> ok|e|aspect -> ot|e|clitic -> sh|bare|other -> qok|bare|e_grade,okaiin okedy okeey okeedy otear shkear qoky
f112r,stars,"38,+P0",5,C1 -> C1 -> C1 -> C2 -> C1,ok|eo|aspect -> ot|e|aspect -> qok|e|e_grade -> ok|bare|clitic -> ok|e|aspect,okeody oteedy qokey okal okedy
f112r,stars,"39,+P0",3,C1 -> C2 -> C0,ot|e|aspect -> ok|bare|other -> sh|eo|aspect,otedy okaiiin sheody
f112r,stars,"4,+P0",5,C1 -> C0 -> C2 -> C2 -> C1,qok|e|aspect -> ch|o|other -> ot|bare|paradigm -> ot|bare|clitic -> ch|e|aspect,qokeedy chokain otain otar chedy
f112r,stars,"40,+P0",6,C2 -> C2 -> C1 -> C1 -> C2 -> C2,ok|bare|clitic -> ok|bare|clitic -> ch|e|aspect -> qok|bare|clitic -> ch|bare|other -> ot|bare|e_grade,okal okar okchedy qokal chkey oty
f112r,stars,"41,+P0",5,C4 -> C4 -> C0 -> C0 -> C1,ch|e|e_grade -> ch|e|e_grade -> ch|bare|e_grade -> ch|bare|paradigm -> ok|e|e_grade,cheey okchey qokchy okchaiin okeey
f112r,stars,"42,+P0",6,C1 -> C1 -> C1 -> C2 -> C0 -> C3,sh|e|aspect -> qok|bare|paradigm -> ok|e|aspect -> qot|bare|clitic -> ch|o|aspect -> ot|eo|aspect,shedy qokaiin okeedy qotal chody oteody
f112r,stars,"43,+P0",3,C2 -> C0 -> C3,ok|bare|clitic -> sh|eo|o_grade -> ot|e|other,okar sheor oteeg
f112r,stars,"44,+P0",2,C0 -> C1,qok|o|other -> ok|e|aspect,qokoekeeey okeeedy
f112r,stars,"45,+P0",4,C1 -> C3 -> C1 -> C2,sh|bare|other -> ot|e|other -> ok|e|e_grade -> ok|bare|other,shkar oteeedyqokeey okeey okary
f112r,stars,"5,+P0",5,C2 -> C2 -> C2 -> C1 -> C2,ot|bare|paradigm -> ot|o|aspect -> ot|bare|clitic -> ok|e|aspect -> ot|bare|clitic,otair otody otal okeeey otar
f112r,stars,"6,+P0",5,C3 -> C1 -> C1 -> C1 -> C3,ch|e|other -> ot|e|aspect -> ok|e|e_grade -> qok|e|aspect -> ot|e|other,chedal oteedy okeey qokeedy oteeyoram
f112r,stars,"7,+P0",3,C3 -> C1 -> C3,qot|eo|e_grade -> qok|e|e_grade -> ot|e|other,qoteo qokeey oteedyram
f112r,stars,"8,+P0",3,C0 -> C1 -> C1,ch|o|o_grade -> ch|e|aspect -> qok|e|aspect,chol qotchedy qokeeey
f112r,stars,"9,+P0",5,C1 -> C1 -> C1 -> C0 -> C1,ok|e|e_grade -> qok|e|e_grade -> ch|e|aspect -> ch|bare|e_grade -> qok|bare|clitic,okeey qokeey chedy qokchy qokar
f112v,stars,"1,@P0",3,C0 -> C2 -> C3,ch|o|o_grade -> ot|bare|other -> ot|e|e_grade,chool otalair oteey
f112v,stars,"10,+P0",2,C1 -> C1,sh|e|e_grade -> ch|e|aspect,sheey okchedy
f112v,stars,"11,+P0",4,C0 -> C1 -> C1 -> C2,ch|o|o_grade -> ot|e|aspect -> qok|e|e_grade -> ch|bare|other,tchor oteeey qokey chcfhy
f112v,stars,"12,+P0",5,C3 -> C1 -> C1 -> C3 -> C0,ot|e|e_grade -> sh|e|other -> qok|e|aspect -> ot|e|e_grade -> qot|bare|e_grade,oteey sheeol qokeedy oteey qoty
f112v,stars,"13,+P0",7,C0 -> C1 -> C1 -> C3 -> C1 -> C1 -> C2,ch|eo|other -> ch|e|aspect -> ch|e|aspect -> ch|e|other -> ch|e|aspect -> qok|bare|paradigm -> ot|bare|clitic,dcheoty otchedy chedy chedal chedy qokaiin otam
f112v,stars,"14,+P0",2,C1 -> C3,qok|e|aspect -> ch|e|other,qokeedy chedaiin
f112v,stars,"15,+P0",5,C1 -> C1 -> C1 -> C1 -> C1,ok|e|aspect -> qok|e|aspect -> qok|bare|paradigm -> sh|e|e_grade -> qok|e|other,okeedy qokeedy qokain sheey qokedar
f112v,stars,"16,+P0",8,C1 -> C1 -> C1 -> C1 -> C1 -> C1 -> C1 -> C2,ok|e|e_grade -> sh|e|e_grade -> qot|e|aspect -> qok|e|e_grade -> ch|e|aspect -> qok|e|e_grade -> qok|e|e_grade -> ch|bare|other,okeey sheey qoteedy qokey chedy qokeey qokeey chdaly
f112v,stars,"17,+P0",7,C2 -> C1 -> C0 -> C2 -> C1 -> C1 -> C2,ch|e|clitic -> ch|e|aspect -> ch|bare|e_grade -> ch|bare|other -> ch|e|aspect -> qok|bare|paradigm -> ot|bare|other,chear chedy chy chdaiin cheedy qokain otaldal
f112v,stars,"18,+P0",5,C4 -> C1 -> C1 -> C1 -> C2,ch|e|e_grade -> qok|e|aspect -> qok|e|aspect -> qok|e|aspect -> qot|bare|clitic,chey qokeedy qokeeey qokeeody qotam
f112v,stars,"19,+P0",2,C3 -> C2,qot|eo|e_grade -> ch|bare|other,qoteo chalor
f112v,stars,"2,+P0",6,C3 -> C1 -> C2 -> C1 -> C0 -> C2,ok|e|other -> qok|e|e_grade -> ok|bare|paradigm -> qok|bare|clitic -> ok|eo|o_grade -> ot|bare|e_grade,okeeshy qokeey okain qokal okeol oty
f112v,stars,"20,+P0",3,C1 -> C1 -> C0,qok|e|aspect -> qot|bare|paradigm -> ch|o|other,qokedy qotaiin chocthedy
f112v,stars,"21,+P0",6,C3 -> C0 -> C0 -> C1 -> C1 -> C0,ch|e|other -> ch|eo|o_grade -> ch|o|o_grade -> qok|bare|paradigm -> sh|e|aspect -> qok|eo|o_grade,chekain cheol chol qokaiin shedy qokeol
f112v,stars,"22,+P0",4,C0 -> C1 -> C1 -> C3,ch|eo|o_grade -> ch|e|aspect -> qok|e|e_grade -> ch|e|other,cheol chedy qokeey chetain
f112v,stars,"23,+P0",5,C3 -> C3 -> C1 -> C1 -> C1,ch|e|other -> ch|e|other -> sh|e|aspect -> qok|e|aspect -> qot|bare|paradigm,chedain cheedaiin sheedy qokeedy qotain
f112v,stars,"24,+P0",5,C2 -> C1 -> C1 -> C3 -> C1,ok|bare|paradigm -> ch|e|aspect -> qok|e|aspect -> ch|e|other -> ch|e|aspect,okain otchedy qokeedy cheedaiin cheedy
f112v,stars,"25,+P0",6,C1 -> C2 -> C1 -> C1 -> C4 -> C1,sh|e|aspect -> ot|bare|paradigm -> ch|e|aspect -> qok|e|aspect -> ch|e|e_grade -> qok|e|e_grade,shedy otaiin cheedy qokeeey cheey qokeey
f112v,stars,"26,+P0",6,C3 -> C3 -> C3 -> C1 -> C1 -> C0,ch|e|other -> ch|e|other -> ch|e|other -> qok|e|aspect -> qot|eo|other -> ch|o|other,checkhey checkhy cheeol qokeedy qoteosam chos
f112v,stars,"27,+P0",4,C1 -> C1 -> C3 -> C1,ok|e|aspect -> qok|e|other -> ok|e|other -> qot|e|aspect,okeedy qokeear okedal qotedy
f112v,stars,"28,+P0",4,C1 -> C0 -> C1 -> C1,sh|e|e_grade -> ch|eo|o_grade -> qok|e|aspect -> qok|bare|other,shey cheol qokeeey qokaim
f112v,stars,"29,+P0",3,C1 -> C3 -> C0,sh|e|e_grade -> ch|e|other -> sh|eo|aspect,sheey chedal sheody
f112v,stars,"3,+P0",5,C1 -> C1 -> C1 -> C1 -> C2,qok|e|other -> sh|e|e_grade -> ok|e|e_grade -> sh|e|aspect -> qot|bare|clitic,qokeeor sheey okeey sheedy qotam
f112v,stars,"30,+P0",4,C1 -> C3 -> C1 -> C1,sh|e|aspect -> ok|e|other -> sh|e|other -> ok|e|aspect,sheedy okeedey sheedar okedy
f112v,stars,"31,+P0",2,C3 -> C3,ok|e|other -> ot|eo|aspect,okeear oteody
f112v,stars,"32,+P0",4,C3 -> C1 -> C3 -> C3,ch|e|other -> sh|e|other -> ot|e|other -> ch|e|other,tchedor shee otedar checphey
f112v,stars,"33,+P0",9,C3 -> C1 -> C1 -> C1 -> C3 -> C1 -> C2 -> C3 -> C0,ch|e|other -> ok|e|aspect -> qok|e|aspect -> qok|e|aspect -> ch|e|other -> ok|e|aspect -> ot|bare|paradigm -> ch|e|other -> ch|o|o_grade,cheeor okeedy qokedy qokeedy chedaiin okeeedy otaiin cheekey chol
f112v,stars,"34,+P0",6,C3 -> C3 -> C1 -> C2 -> C3 -> C2,ch|e|other -> ch|e|other -> qok|e|aspect -> ch|bare|other -> ch|e|other -> ch|bare|other,chedaiin checkhy qokeedy chkaiin checkhol chdam
f112v,stars,"35,+P0",5,C1 -> C1 -> C3 -> C1 -> C3,sh|e|other -> qok|bare|paradigm -> ok|e|other -> ch|e|aspect -> ch|e|other,shedain qokaiin okees chedy checkhy
f112v,stars,"36,+P0",7,C3 -> C1 -> C1 -> C2 -> C1 -> C3 -> C1,ch|e|other -> ok|e|e_grade -> sh|e|other -> ch|bare|aspect -> qok|e|aspect -> ch|e|other -> qot|e|aspect,tchede okeey shedaiiin chdy qokeedy cheky qotedy
f112v,stars,"37,+P0",6,C2 -> C1 -> C1 -> C1 -> C0 -> C1,ot|bare|paradigm -> sh|e|aspect -> qok|e|other -> qok|bare|paradigm -> ch|o|o_grade -> qok|bare|clitic,otaiin shedy qokedaiin qokaiin chol qokam
f112v,stars,"38,+P0",6,C4 -> C1 -> C0 -> C2 -> C3 -> C3,ch|e|e_grade -> ch|e|aspect -> ch|o|o_grade -> ot|bare|paradigm -> ch|e|other -> ch|eo|e_grade,okchey chedy chol otaiin chedar cheo
f112v,stars,"39,+P0",7,C2 -> C0 -> C2 -> C1 -> C1 -> C1 -> C2,ok|bare|paradigm -> ch|bare|paradigm -> ot|bare|clitic -> ot|e|aspect -> qot|e|e_grade -> qot|bare|paradigm -> ch|bare|other,okaiin chaiin otam oteedy qoteey qotain chcthd
f112v,stars,"4,+P0",6,C0 -> C3 -> C1 -> C1 -> C1 -> C1,sh|o|aspect -> ot|e|e_grade -> qok|e|aspect -> ok|e|e_grade -> qok|e|aspect -> qok|bare|e_grade,shody oteey qokeedy okeey qokeedy qoky
f112v,stars,"40,+P0",7,C0 -> C2 -> C0 -> C0 -> C0 -> C2 -> C1,ch|eo|o_grade -> ch|bare|other -> ch|eo|other -> ch|bare|e_grade -> ch|eo|other -> ok|bare|paradigm -> ch|e|aspect,cheol chckhy cheolchal shchy cheolor okain chedy
f112v,stars,"41,+P0",2,C3 -> C0,ch|e|other -> ch|o|o_grade,checkhey chol
f112v,stars,"42,+P0",8,C1 -> C2 -> C0 -> C3 -> C2 -> C2 -> C0 -> C1,sh|e|e_grade -> ch|bare|aspect -> ch|o|other -> ot|e|other -> ch|bare|aspect -> ot|bare|other -> sh|bare|paradigm -> qok|e|aspect,she kchdy chotshe otechy qokchdy otaray shain qokedy
f112v,stars,"43,+P0",3,C0 -> C2 -> C2,ch|o|o_grade -> ch|bare|o_grade -> ch|bare|other,chol chl chtal
f112v,stars,"44,+P0",5,C2 -> C1 -> C0 -> C2 -> C3,ch|bare|clitic -> qok|e|e_grade -> ot|o|o_grade -> ok|bare|clitic -> ot|e|other,qokchal qokey otol okal otedar
f112v,stars,"45,+P0",6,C0 -> C2 -> C2 -> C3 -> C2 -> C2,ch|o|other -> ok|bare|other -> ch|bare|aspect -> ot|eo|o_grade -> ch|bare|other -> ch|bare|clitic,chokeey okasal tchdy oteol chcthy char
f112v,stars,"46,+P0",7,C0 -> C3 -> C0 -> C2 -> C4 -> C2 -> C2,ch|bare|paradigm -> ch|e|other -> ch|o|other -> ch|bare|clitic -> ch|e|e_grade -> ch|bare|other -> ok|bare|paradigm,chaiin cheky chokain char chey chdal okaiin
f112v,stars,"47,+P0",2,C2 -> C2,ot|bare|clitic -> ot|bare|e_grade,otar oty
f112v,stars,"5,+P0",6,C1 -> C2 -> C2 -> C1 -> C2 -> C3,ok|e|e_grade -> ot|bare|clitic -> ch|e|clitic -> ok|e|aspect -> ok|bare|paradigm -> ch|e|other,okey otal chear okedy okaiin cheeoldy
f112v,stars,"7,+P0",2,C1 -> C3,qot|e|aspect -> ot|eo|o_grade,qoteedy oteor
f112v,stars,"8,+P0",6,C2 -> C2 -> C2 -> C2 -> C2 -> C3,ok|bare|clitic -> ot|bare|paradigm -> ok|bare|clitic -> ok|bare|clitic -> ot|bare|clitic -> ch|e|other,okar otaiin okal okar otal chekaiiin
f112v,stars,"9,+P0",5,C2 -> C2 -> C3 -> C1 -> C2,ok|bare|paradigm -> ot|bare|paradigm -> ch|e|other -> ch|e|aspect -> ch|bare|aspect,okaiin otaiin cheekain okchedy qokchdy
f113r,stars,"1,@P0",5,C3 -> C3 -> C2 -> C0 -> C1,ch|e|other -> ot|e|e_grade -> ot|bare|e_grade -> ch|o|other -> ch|e|aspect,chetar oteey oty chodain chedy
f113r,stars,"10,+P0",10,C0 -> C0 -> C0 -> C3 -> C0 -> C0 -> C2 -> C2 -> C1 -> C0,qok|eo|aspect -> ch|eo|clitic -> ch|bare|e_grade -> ch|e|other -> sh|eo|aspect -> sh|eo|other -> qot|eo|clitic -> ot|bare|clitic -> ch|e|aspect -> qot|bare|e_grade,qokeody cheoar chy kcheeor sheody sheodaiin qoteoar otam otchedy qoty
f113r,stars,"11,+P0",7,C0 -> C3 -> C0 -> C0 -> C0 -> C0 -> C0,ch|o|other -> ok|e|other -> ch|o|other -> sh|eo|e_grade -> sh|o|other -> ch|o|o_grade -> ch|o|o_grade,cholchey okecheey chokeo sheo shoo chor chor
f113r,stars,"12,+P0",5,C0 -> C0 -> C0 -> C2 -> C0,sh|o|paradigm -> sh|o|o_grade -> ch|o|other -> ot|bare|clitic -> ch|o|other,shoain shol chodaiin otam chos
f113r,stars,"13,+P0",2,C0 -> C1,ch|eo|aspect -> qot|e|aspect,cheody qotedy
f113r,stars,"14,+P0",6,C0 -> C0 -> C0 -> C1 -> C0 -> C2,ch|o|o_grade -> sh|eo|e_grade -> ch|eo|aspect -> ch|e|aspect -> ch|o|other -> ch|bare|other,chol qoksheoy qokcheody kchedy chokchy okchdar
f113r,stars,"15,+P0",3,C0 -> C2 -> C2,ch|o|o_grade -> ch|bare|other -> ch|bare|other,chol chs chaiiin
f113r,stars,"16,+P0",6,C1 -> C1 -> C2 -> C1 -> C1 -> C3,qok|e|aspect -> sh|bare|aspect -> ch|bare|other -> ch|e|aspect -> qok|e|other -> ch|e|other,qokeedy shdy chcfhor chedy qokeeol chepchar
f113r,stars,"17,+P0",11,C2 -> C0 -> C1 -> C1 -> C0 -> C3 -> C1 -> C0 -> C0 -> C0 -> C2,sh|bare|clitic -> sh|o|o_grade -> qok|e|e_grade -> qok|bare|e_grade -> ch|o|o_grade -> ch|e|other -> qok|bare|e_grade -> ch|o|other -> ch|o|other -> ch|o|other -> ch|bare|clitic,shar shol qokeey qok chol chedaiin qoky chokain chotar chokar char
f113r,stars,"18,+P0",6,C3 -> C2 -> C2 -> C1 -> C1 -> C4,ch|eo|paradigm -> ch|bare|clitic -> ch|bare|other -> ch|e|aspect -> ok|e|aspect -> ch|e|e_grade,cheoaiin chal chkaiin cheeey okeedy qokcheey
f113r,stars,"19,+P0",3,C3 -> C2 -> C0,ch|e|other -> ch|bare|other -> ch|eo|o_grade,cheeo chckhey cheol
f113r,stars,"2,+P0",6,C1 -> C1 -> C1 -> C3 -> C3 -> C3,ok|e|aspect -> ot|e|aspect -> qok|e|aspect -> ch|e|other -> ok|eo|other -> ch|e|other,okeedy oteeody qokedy otchechy okeorl ched
