section,base,grade,axis,specific_suffix,count
stars,ot,o,other,kcho,1
stars,ot,o,other,dal,1
stars,ot,o,other,daiin,1
stars,ot,o,other,rsheey,1
stars,ot,o,other,ldair,1
stars,ot,o,other,ydy,1
stars,ot,o,other,tar,1
stars,ot,o,o_grade,r,8
stars,ot,o,o_grade,l,10
stars,ot,eo,o_grade,l,9
stars,ot,eo,o_grade,r,5
stars,ot,eo,aspect,dy,9
stars,ot,eo,e_grade,,4
stars,ot,eo,e_grade,y,1
stars,ot,eo,other,dl,1
stars,ot,eo,other,dar,1
stars,ot,eo,other,dair,1
stars,ot,eo,other,daiin,2
stars,ot,eo,other,s,1
stars,ot,eo,other,lair,1
stars,ot,eo,other,dain,1
unknown,sh,e,e_grade,ey,1
unknown,ot,bare,other,aim,1
