section,community,relative_pos
balneo,C2,1.38
balneo,C0,0.2
balneo,C1,0.4
balneo,C0,0.6
balneo,C1,0.8
balneo,C3,1.4
balneo,C1,1.8
balneo,C1,0.22
balneo,C1,0.33
balneo,C2,0.44
balneo,C1,0.56
balneo,C1,0.67
balneo,C2,0.78
balneo,C4,0.89
balneo,C1,1.0
balneo,C4,1.11
balneo,C1,1.22
balneo,C1,0.12
balneo,C2,0.25
balneo,C2,0.38
balneo,C1,0.5
balneo,C1,0.62
balneo,C0,0.75
balneo,C1,0.88
balneo,C1,1.12
balneo,C1,1.25
balneo,C0,0.0
balneo,C2,0.33
balneo,C1,1.0
balneo,C1,1.67
balneo,C2,3.0
balneo,C2,3.33
balneo,C1,3.67
balneo,C0,4.0
balneo,C1,0.0
balneo,C1,0.25
balneo,C3,1.5
balneo,C2,1.75
balneo,C1,2.0
balneo,C2,0.0
balneo,C1,0.2
balneo,C2,0.6
balneo,C3,1.6
balneo,C1,2.0
balneo,C1,2.2
balneo,C1,0.6
balneo,C1,0.8
balneo,C1,1.2
balneo,C1,1.6
balneo,C1,1.8
balneo,C1,2.0
balneo,C2,0.0
balneo,C1,1.67
balneo,C1,2.0
balneo,C2,2.33
balneo,C0,0.0
balneo,C2,0.25
balneo,C1,1.0
balneo,C0,1.25
balneo,C3,2.5
balneo,C1,0.0
balneo,C1,0.75
balneo,C3,1.25
balneo,C1,1.5
balneo,C2,1.75
balneo,C1,0.0
balneo,C3,1.0
balneo,C0,1.33
balneo,C1,2.0
balneo,C1,0.0
balneo,C1,0.29
balneo,C1,0.71
balneo,C1,1.14
balneo,C1,1.29
balneo,C1,1.43
balneo,C3,1.57
balneo,C4,1.71
balneo,C1,0.0
balneo,C0,0.25
balneo,C1,0.5
balneo,C1,0.75
balneo,C1,1.0
balneo,C0,4.0
balneo,C1,6.0
balneo,C1,0.0
balneo,C1,0.25
balneo,C1,0.5
balneo,C1,0.75
balneo,C1,1.25
balneo,C1,0.0
balneo,C1,1.5
balneo,C1,2.0
balneo,C1,0.0
balneo,C1,0.33
balneo,C2,0.67
balneo,C3,1.0
balneo,C2,0.0
balneo,C2,0.2
balneo,C1,0.4
balneo,C1,0.6
balneo,C1,0.8
balneo,C1,1.0
balneo,C1,0.0
balneo,C1,0.5
balneo,C1,2.5
balneo,C1,0.5
balneo,C2,1.0
balneo,C2,2.0
balneo,C0,0.5
balneo,C1,1.0
balneo,C1,1.5
balneo,C1,0.0
balneo,C1,0.33
balneo,C1,1.33
balneo,C1,1.67
balneo,C2,0.0
balneo,C2,2.0
balneo,C1,0.0
balneo,C1,0.25
balneo,C1,0.5
balneo,C1,0.75
balneo,C1,1.25
balneo,C4,2.0
balneo,C2,4.0
balneo,C1,0.0
balneo,C1,0.25
balneo,C1,0.5
balneo,C1,0.75
balneo,C1,1.0
balneo,C1,0.0
balneo,C1,0.17
balneo,C1,0.33
balneo,C2,0.5
balneo,C2,0.67
balneo,C1,0.83
balneo,C1,1.5
balneo,C1,0.0
balneo,C1,0.8
balneo,C1,1.0
balneo,C1,1.2
balneo,C1,1.4
balneo,C1,2.2
balneo,C1,0.0
balneo,C1,0.2
balneo,C3,0.8
balneo,C2,1.0
balneo,C1,1.6
balneo,C3,2.0
balneo,C1,0.4
balneo,C1,1.0
balneo,C1,1.2
balneo,C1,1.4
balneo,C1,2.2
balneo,C1,2.4
balneo,C1,0.0
balneo,C0,0.17
balneo,C1,0.33
balneo,C1,0.83
balneo,C1,1.0
balneo,C1,1.17
balneo,C2,1.5
balneo,C1,0.0
balneo,C1,0.17
balneo,C0,0.5
balneo,C1,0.67
balneo,C1,0.83
balneo,C1,1.17
balneo,C1,1.33
balneo,C1,0.29
balneo,C1,0.43
balneo,C1,0.57
balneo,C2,0.71
balneo,C1,1.0
balneo,C2,1.14
balneo,C1,1.29
balneo,C1,1.43
balneo,C1,1.0
balneo,C2,3.0
balneo,C1,0.33
balneo,C1,0.67
balneo,C1,1.0
balneo,C1,1.33
balneo,C1,0.5
balneo,C1,1.0
balneo,C2,2.0
balneo,C2,0.33
balneo,C1,0.5
balneo,C1,0.67
balneo,C2,0.83
balneo,C1,1.0
balneo,C1,1.17
balneo,C1,1.5
balneo,C1,0.0
balneo,C0,1.0
balneo,C1,1.5
balneo,C4,1.0
balneo,C1,2.0
balneo,C1,0.0
balneo,C2,0.25
balneo,C2,0.75
balneo,C1,1.0
balneo,C1,1.25
balneo,C1,0.5
balneo,C1,1.0
balneo,C1,2.0
balneo,C1,0.5
balneo,C1,1.0
balneo,C1,1.5
balneo,C1,0.5
balneo,C1,1.0
balneo,C1,2.0
balneo,C1,0.33
balneo,C1,0.67
balneo,C1,1.0
balneo,C3,1.33
balneo,C1,0.0
balneo,C1,1.0
balneo,C1,1.33
balneo,C0,1.67
balneo,C2,0.0
balneo,C2,0.5
balneo,C2,0.75
balneo,C2,1.0
balneo,C2,1.25
balneo,C1,0.0
balneo,C1,0.5
balneo,C1,1.5
balneo,C1,0.0
balneo,C1,0.2
balneo,C1,0.4
balneo,C4,0.6
balneo,C1,1.0
balneo,C3,1.2
balneo,C1,0.0
balneo,C1,0.5
balneo,C2,1.75
balneo,C4,2.0
balneo,C1,2.25
balneo,C0,0.0
balneo,C2,0.4
balneo,C1,0.6
balneo,C1,1.2
balneo,C1,1.4
balneo,C1,1.6
balneo,C1,0.0
balneo,C1,0.6
balneo,C1,1.0
balneo,C1,1.2
balneo,C1,1.6
balneo,C1,1.8
balneo,C2,0.0
balneo,C1,0.2
balneo,C1,0.4
balneo,C1,0.8
balneo,C2,1.2
balneo,C1,1.4
balneo,C4,0.0
balneo,C1,0.25
balneo,C1,0.5
balneo,C1,1.25
balneo,C3,1.5
balneo,C1,3.0
balneo,C1,7.0
balneo,C3,0.0
balneo,C1,0.25
balneo,C1,0.5
balneo,C3,0.75
balneo,C1,1.0
balneo,C3,0.5
balneo,C0,1.5
balneo,C1,2.0
balneo,C1,0.0
balneo,C1,0.25
balneo,C1,0.5
balneo,C1,0.75
balneo,C1,1.25
balneo,C1,3.0
balneo,C1,4.0
balneo,C1,1.0
balneo,C1,1.33
balneo,C2,1.67
balneo,C1,2.0
balneo,C1,0.0
balneo,C1,0.2
balneo,C1,0.4
balneo,C1,0.6
balneo,C1,0.8
balneo,C1,1.0
balneo,C1,0.5
balneo,C1,1.5
balneo,C2,2.0
rosettes,C1,0.17
rosettes,C1,0.33
rosettes,C2,0.5
rosettes,C1,0.67
rosettes,C3,1.0
rosettes,C1,1.33
rosettes,C1,1.67
rosettes,C0,0.5
rosettes,C0,1.0
rosettes,C0,1.5
rosettes,C1,0.67
rosettes,C2,1.67
rosettes,C0,2.0
rosettes,C1,2.33
rosettes,C1,0.5
rosettes,C1,3.0
rosettes,C4,3.5
rosettes,C2,1.5
rosettes,C2,2.5
rosettes,C0,5.5
rosettes,C1,0.33
rosettes,C3,1.0
rosettes,C1,2.33
rosettes,C2,2.67
rosettes,C1,0.0
rosettes,C4,0.2
rosettes,C2,0.4
rosettes,C2,0.6
rosettes,C0,1.2
rosettes,C0,1.4
rosettes,C0,0.0
rosettes,C1,0.33
rosettes,C2,0.67
rosettes,C4,1.33
rosettes,C1,0.5
rosettes,C0,1.5
rosettes,C1,3.5
rosettes,C4,0.25
rosettes,C1,0.5
rosettes,C3,1.0
rosettes,C1,1.25
rosettes,C1,1.5
rosettes,C0,0.0
rosettes,C2,0.5
rosettes,C1,1.0
rosettes,C4,0.17
rosettes,C1,0.5
rosettes,C1,1.17
rosettes,C1,1.33
rosettes,C1,1.5
rosettes,C2,1.67
rosettes,C2,1.83
rosettes,C1,0.5
rosettes,C1,1.25
rosettes,C3,1.75
rosettes,C1,2.0
rosettes,C2,2.25
rosettes,C0,0.17
rosettes,C2,0.67
rosettes,C0,0.83
rosettes,C1,1.17
rosettes,C1,1.33
rosettes,C0,1.5
rosettes,C1,1.67
rosettes,C1,2.0
rosettes,C1,5.0
rosettes,C0,0.25
rosettes,C0,0.5
rosettes,C3,1.25
rosettes,C0,1.75
rosettes,C1,2.5
rosettes,C1,0.6
rosettes,C1,0.8
rosettes,C1,1.0
rosettes,C2,1.2
rosettes,C1,1.4
rosettes,C1,1.6
rosettes,C3,0.5
rosettes,C2,1.0
rosettes,C1,1.5
rosettes,C1,2.0
rosettes,C2,9.0
rosettes,C1,0.33
rosettes,C2,0.67
rosettes,C1,1.0
rosettes,C1,1.33
rosettes,C3,0.0
rosettes,C2,0.5
rosettes,C0,1.0
rosettes,C1,1.75
rosettes,C3,2.0
rosettes,C4,1.0
rosettes,C2,1.17
rosettes,C0,1.33
rosettes,C2,1.5
rosettes,C2,1.67
rosettes,C0,1.83
rosettes,C2,2.0
rosettes,C1,0.17
rosettes,C0,0.67
rosettes,C1,0.83
rosettes,C2,1.0
rosettes,C1,1.17
rosettes,C0,1.33
rosettes,C3,1.67
rosettes,C3,0.29
rosettes,C2,0.43
rosettes,C1,0.57
rosettes,C2,0.71
rosettes,C2,0.86
rosettes,C2,1.0
rosettes,C2,1.14
rosettes,C2,1.29
rosettes,C1,0.5
rosettes,C2,4.0
rosettes,C0,4.5
rosettes,C0,0.25
rosettes,C1,0.5
rosettes,C2,1.0
rosettes,C0,1.25
rosettes,C3,1.5
rosettes,C1,0.33
rosettes,C2,1.0
rosettes,C1,1.67
rosettes,C2,2.67
rosettes,C1,0.17
rosettes,C0,0.33
rosettes,C0,0.67
rosettes,C0,1.0
rosettes,C1,1.17
rosettes,C1,1.33
rosettes,C2,1.5
rosettes,C3,1.0
rosettes,C0,2.0
rosettes,C1,2.5
rosettes,C1,0.25
rosettes,C3,0.75
rosettes,C1,1.25
rosettes,C2,1.75
rosettes,C2,2.0
rosettes,C1,0.0
rosettes,C1,0.5
rosettes,C0,3.0
rosettes,C1,0.33
rosettes,C1,1.0
rosettes,C0,1.33
rosettes,C1,2.0
rosettes,C1,0.5
rosettes,C1,1.0
rosettes,C1,1.25
rosettes,C1,1.5
rosettes,C2,1.75
rosettes,C2,0.25
rosettes,C2,0.5
rosettes,C2,1.0
rosettes,C0,1.25
rosettes,C1,2.25
rosettes,C1,0.0
rosettes,C1,0.5
rosettes,C1,1.0
rosettes,C0,1.25
rosettes,C0,2.0
rosettes,C1,0.07
rosettes,C2,0.27
rosettes,C2,0.33
rosettes,C2,0.4
rosettes,C2,0.47
rosettes,C3,0.53
rosettes,C2,0.6
rosettes,C2,0.67
rosettes,C2,0.8
rosettes,C1,0.93
rosettes,C1,1.2
rosettes,C1,1.27
rosettes,C1,1.47
rosettes,C1,2.0
rosettes,C3,2.13
rosettes,C2,2.27
rosettes,C1,0.67
rosettes,C1,1.0
rosettes,C2,1.33
rosettes,C0,1.67
rosettes,C2,0.0
rosettes,C1,0.5
rosettes,C4,1.0
rosettes,C1,1.0
rosettes,C0,4.0
rosettes,C3,0.0
rosettes,C4,4.0
rosettes,C3,0.0
rosettes,C1,1.0
rosettes,C2,1.5
rosettes,C1,0.0
rosettes,C2,1.0
rosettes,C1,2.0
rosettes,C1,6.0
rosettes,C1,7.0
rosettes,C0,0.0
rosettes,C1,3.0
rosettes,C1,2.0
rosettes,C1,3.0
rosettes,C0,2.0
rosettes,C0,4.0
rosettes,C3,0.0
rosettes,C3,0.5
rosettes,C2,1.0
rosettes,C3,1.5
rosettes,C3,2.5
rosettes,C0,0.0
rosettes,C1,0.5
rosettes,C0,1.0
rosettes,C0,1.0
rosettes,C0,3.0
rosettes,C1,2.0
rosettes,C0,3.0
rosettes,C1,0.0
rosettes,C0,0.5
rosettes,C3,1.5
rosettes,C1,0.25
rosettes,C1,0.5
rosettes,C1,0.75
rosettes,C2,1.0
rosettes,C2,1.25
rosettes,C1,0.0
rosettes,C1,0.5
rosettes,C1,3.0
rosettes,C1,0.33
rosettes,C1,0.5
rosettes,C3,0.67
rosettes,C1,0.83
rosettes,C1,1.0
rosettes,C1,1.17
rosettes,C1,1.5
rosettes,C0,0.0
rosettes,C3,0.14
rosettes,C2,0.43
rosettes,C3,0.57
rosettes,C1,0.71
rosettes,C0,0.86
rosettes,C1,1.29
rosettes,C3,1.43
rosettes,C3,0.6
rosettes,C3,0.8
rosettes,C4,1.0
rosettes,C2,1.2
rosettes,C4,1.6
rosettes,C2,1.8
rosettes,C0,0.4
rosettes,C1,0.6
rosettes,C3,1.2
rosettes,C1,1.6
rosettes,C1,1.8
rosettes,C0,2.0
rosettes,C0,0.5
rosettes,C0,0.75
rosettes,C2,1.0
rosettes,C1,1.25
rosettes,C0,1.5
rosettes,C0,0.0
rosettes,C1,1.0
rosettes,C0,1.5
rosettes,C0,0.0
rosettes,C4,1.0
rosettes,C1,0.5
rosettes,C2,1.0
rosettes,C0,2.0
rosettes,C4,0.0
rosettes,C2,0.17
rosettes,C1,0.5
rosettes,C0,0.67
rosettes,C2,0.83
rosettes,C0,1.0
rosettes,C2,1.17
rosettes,C2,3.0
rosettes,C0,4.0
rosettes,C0,3.0
rosettes,C2,6.0
rosettes,C1,0.0
rosettes,C1,0.2
rosettes,C2,0.4
rosettes,C1,0.6
rosettes,C0,1.2
rosettes,C0,1.4
rosettes,C1,0.0
rosettes,C1,1.0
rosettes,C1,3.5
rosettes,C1,0.0
rosettes,C1,0.17
rosettes,C1,0.33
rosettes,C1,0.5
rosettes,C2,0.67
rosettes,C2,0.83
rosettes,C2,1.0
rosettes,C4,0.75
rosettes,C1,1.0
rosettes,C2,1.5
rosettes,C1,1.75
rosettes,C0,2.0
rosettes,C0,0.0
rosettes,C1,0.4
rosettes,C1,0.6
rosettes,C1,0.8
rosettes,C2,1.0
rosettes,C2,1.4
rosettes,C1,0.75
rosettes,C4,1.0
rosettes,C1,1.25
rosettes,C3,1.5
rosettes,C3,1.75
rosettes,C3,2.0
rosettes,C3,4.0
rosettes,C4,0.5
rosettes,C1,1.0
rosettes,C1,1.5
rosettes,C2,2.0
rosettes,C4,4.0
rosettes,C1,0.0
rosettes,C0,0.25
rosettes,C4,0.5
rosettes,C1,0.75
rosettes,C1,1.0
rosettes,C1,1.5
rosettes,C1,2.0
rosettes,C0,2.5
rosettes,C2,0.33
rosettes,C1,0.67
rosettes,C2,1.0
rosettes,C2,1.33
rosettes,C1,1.0
rosettes,C1,1.5
rosettes,C1,2.5
rosettes,C4,0.0
rosettes,C2,1.0
rosettes,C1,1.5
rosettes,C1,1.0
rosettes,C1,3.0
rosettes,C1,0.0
rosettes,C2,0.5
rosettes,C2,1.5
rosettes,C2,2.0
rosettes,C2,5.0
rosettes,C3,2.0
rosettes,C2,3.0
rosettes,C0,0.0
rosettes,C1,1.67
rosettes,C0,2.67
rosettes,C1,3.0
rosettes,C0,0.13
rosettes,C3,0.33
rosettes,C1,0.53
rosettes,C2,0.6
rosettes,C3,0.73
rosettes,C2,1.07
rosettes,C2,1.2
rosettes,C1,1.33
rosettes,C1,1.4
rosettes,C1,1.6
rosettes,C3,1.8
rosettes,C1,1.87
rosettes,C3,1.93
rosettes,C0,2.0
rosettes,C2,2.07
rosettes,C1,2.13
rosettes,C3,0.16
rosettes,C1,0.21
rosettes,C3,0.26
rosettes,C3,0.32
rosettes,C0,0.42
rosettes,C1,0.47
rosettes,C0,0.53
rosettes,C3,0.74
rosettes,C1,0.79
rosettes,C2,0.84
rosettes,C1,0.89
rosettes,C1,0.95
rosettes,C1,1.0
rosettes,C2,1.05
rosettes,C3,1.11
rosettes,C1,1.16
rosettes,C2,1.21
rosettes,C1,1.26
rosettes,C2,1.32
rosettes,C1,1.42
rosettes,C4,0.0
rosettes,C1,0.2
rosettes,C2,0.47
rosettes,C3,0.8
rosettes,C3,0.87
rosettes,C1,0.93
rosettes,C0,1.0
rosettes,C1,1.07
rosettes,C1,1.13
rosettes,C1,1.2
rosettes,C1,1.33
rosettes,C0,1.4
rosettes,C2,1.6
rosettes,C2,2.07
rosettes,C2,2.13
rosettes,C0,2.27
rosettes,C3,0.17
rosettes,C1,0.92
rosettes,C1,1.08
rosettes,C3,1.25
rosettes,C1,1.42
rosettes,C0,1.58
rosettes,C0,1.75
rosettes,C0,1.83
rosettes,C3,1.92
rosettes,C1,2.0
rosettes,C2,2.42
rosettes,C0,2.5
rosettes,C2,2.67
rosettes,C1,1.0
rosettes,C1,1.33
rosettes,C1,2.33
rosettes,C1,3.67
rosettes,C0,0.5
rosettes,C1,4.0
rosettes,C0,4.5
rosettes,C2,1.0
rosettes,C0,1.67
rosettes,C2,2.33
rosettes,C0,2.67
rosettes,C0,0.5
rosettes,C0,1.0
rosettes,C0,2.5
rosettes,C1,0.75
rosettes,C0,1.0
rosettes,C1,1.25
rosettes,C0,1.5
rosettes,C2,2.25
rosettes,C2,0.5
rosettes,C4,3.0
rosettes,C2,3.5
rosettes,C1,0.5
rosettes,C1,2.0
rosettes,C0,3.0
rosettes,C2,0.33
rosettes,C2,0.67
rosettes,C2,1.33
rosettes,C2,3.0
rosettes,C1,3.0
rosettes,C4,3.5
rosettes,C1,4.0
rosettes,C2,3.0
rosettes,C1,3.5
rosettes,C2,5.5
rosettes,C3,0.0
rosettes,C1,1.0
rosettes,C3,0.5
rosettes,C2,2.5
rosettes,C2,3.5
rosettes,C1,0.5
rosettes,C0,1.5
rosettes,C2,4.0
rosettes,C4,0.4
rosettes,C1,0.6
rosettes,C0,0.8
rosettes,C2,1.0
rosettes,C2,1.2
rosettes,C2,1.4
rosettes,C1,0.4
rosettes,C0,0.6
rosettes,C1,0.8
rosettes,C0,1.0
rosettes,C2,2.0
rosettes,C2,2.2
rosettes,C2,4.0
rosettes,C2,6.0
rosettes,C2,1.5
rosettes,C1,3.0
rosettes,C1,4.5
rosettes,C0,1.5
rosettes,C2,3.5
rosettes,C2,4.0
rosettes,C0,0.75
rosettes,C0,1.0
rosettes,C0,1.25
rosettes,C1,1.5
rosettes,C4,1.75
rosettes,C2,0.75
rosettes,C0,1.0
rosettes,C2,1.25
rosettes,C2,1.5
rosettes,C2,2.0
rosettes,C0,1.0
rosettes,C0,2.0
rosettes,C1,5.0
rosettes,C2,3.0
rosettes,C0,4.0
rosettes,C0,0.25
rosettes,C1,0.5
rosettes,C0,0.75
rosettes,C1,1.0
rosettes,C4,1.25
rosettes,C1,0.0
rosettes,C2,0.12
rosettes,C1,0.25
rosettes,C1,0.38
rosettes,C0,0.5
rosettes,C0,0.62
rosettes,C3,0.75
rosettes,C2,0.88
rosettes,C2,1.0
rosettes,C3,0.17
rosettes,C4,0.33
rosettes,C0,0.5
rosettes,C1,0.67
rosettes,C2,0.83
rosettes,C0,1.0
rosettes,C0,1.17
rosettes,C1,0.0
rosettes,C2,0.75
rosettes,C1,1.0
rosettes,C0,1.75
rosettes,C4,2.0
rosettes,C1,0.0
rosettes,C2,3.5
rosettes,C2,4.5
rosettes,C3,0.0
rosettes,C3,1.5
rosettes,C2,3.5
rosettes,C2,2.5
rosettes,C0,3.0
rosettes,C0,3.5
rosettes,C0,0.0
rosettes,C0,0.25
rosettes,C0,0.5
rosettes,C2,1.25
rosettes,C2,1.75
rosettes,C0,0.0
rosettes,C1,0.25
rosettes,C1,0.5
rosettes,C2,0.75
rosettes,C0,1.25
rosettes,C1,1.0
rosettes,C1,2.0
rosettes,C2,0.25
rosettes,C1,0.5
rosettes,C0,0.75
rosettes,C1,1.0
rosettes,C3,1.5
rosettes,C0,0.5
rosettes,C1,0.75
rosettes,C2,1.0
rosettes,C2,1.5
rosettes,C2,2.5
rosettes,C1,1.0
rosettes,C1,4.0
rosettes,C1,0.33
rosettes,C0,1.33
rosettes,C1,1.67
rosettes,C1,2.33
rosettes,C1,0.25
rosettes,C1,0.5
rosettes,C1,1.0
rosettes,C2,1.75
rosettes,C2,2.25
rosettes,C2,0.5
rosettes,C0,2.5
rosettes,C2,4.5
rosettes,C3,0.33
rosettes,C1,1.33
rosettes,C3,1.67
rosettes,C2,2.33
rosettes,C1,0.0
rosettes,C0,0.5
rosettes,C3,1.0
rosettes,C2,1.5
rosettes,C2,2.25
rosettes,C1,1.0
rosettes,C2,2.0
rosettes,C0,0.25
rosettes,C4,0.5
rosettes,C2,1.0
rosettes,C2,1.5
rosettes,C2,2.0
rosettes,C0,0.0
rosettes,C0,0.17
rosettes,C1,0.33
rosettes,C2,0.67
rosettes,C1,0.83
rosettes,C0,1.17
rosettes,C4,1.67
rosettes,C2,0.14
rosettes,C1,0.29
rosettes,C2,0.57
rosettes,C4,0.71
rosettes,C2,0.86
rosettes,C1,1.0
rosettes,C1,1.14
rosettes,C2,1.29
rosettes,C0,3.0
rosettes,C2,4.5
rosettes,C1,5.0
rosettes,C0,0.5
rosettes,C1,2.5
rosettes,C0,3.0
rosettes,C0,0.14
rosettes,C4,0.29
rosettes,C2,0.43
rosettes,C2,0.57
rosettes,C2,0.86
rosettes,C1,1.14
rosettes,C1,1.29
rosettes,C0,1.43
rosettes,C2,5.0
rosettes,C1,7.0
rosettes,C0,0.33
rosettes,C1,0.67
rosettes,C3,1.67
rosettes,C2,2.33
rosettes,C1,0.0
rosettes,C0,0.67
rosettes,C1,1.0
rosettes,C1,1.33
rosettes,C4,0.0
rosettes,C0,0.5
rosettes,C1,1.25
rosettes,C1,2.5
rosettes,C1,2.75
rosettes,C1,0.5
rosettes,C3,3.0
rosettes,C1,4.0
rosettes,C0,0.2
rosettes,C1,0.4
rosettes,C1,0.6
rosettes,C0,0.8
rosettes,C0,1.0
rosettes,C2,1.6
rosettes,C1,0.6
rosettes,C1,0.8
rosettes,C1,1.0
rosettes,C1,1.4
rosettes,C1,1.6
rosettes,C2,2.0
rosettes,C1,0.0
rosettes,C1,0.14
rosettes,C2,0.29
rosettes,C2,0.43
rosettes,C2,0.71
rosettes,C1,1.0
rosettes,C1,1.43
rosettes,C0,1.57
rosettes,C1,0.0
rosettes,C2,0.2
rosettes,C0,0.4
rosettes,C2,0.6
rosettes,C1,1.2
rosettes,C1,1.8
rosettes,C2,0.29
rosettes,C1,0.43
rosettes,C0,0.57
rosettes,C2,1.0
rosettes,C2,1.14
rosettes,C2,1.29
rosettes,C2,1.43
rosettes,C2,1.57
rosettes,C1,1.0
rosettes,C3,4.0
rosettes,C3,0.33
rosettes,C1,0.67
rosettes,C2,1.67
rosettes,C2,3.0
rosettes,C1,0.0
rosettes,C2,0.29
rosettes,C2,0.43
rosettes,C1,0.57
rosettes,C4,0.86
rosettes,C2,1.0
rosettes,C1,1.29
rosettes,C1,1.43
rosettes,C3,2.0
rosettes,C1,4.5
rosettes,C1,5.0
rosettes,C1,2.0
rosettes,C0,3.0
rosettes,C2,0.4
rosettes,C0,0.6
rosettes,C1,0.8
rosettes,C1,1.0
rosettes,C1,1.6
rosettes,C2,1.8
rosettes,C1,1.0
rosettes,C0,1.5
rosettes,C1,3.0
rosettes,C2,0.33
rosettes,C2,1.0
rosettes,C2,1.33
rosettes,C1,2.0
rosettes,C2,1.0
rosettes,C3,5.0
rosettes,C0,0.75
rosettes,C1,1.0
rosettes,C1,1.25
rosettes,C0,2.25
rosettes,C1,2.5
rosettes,C0,0.0
rosettes,C1,0.2
rosettes,C0,0.4
rosettes,C1,1.2
rosettes,C3,1.4
rosettes,C2,1.6
rosettes,C2,0.4
rosettes,C1,0.6
rosettes,C2,0.8
rosettes,C1,1.0
rosettes,C0,1.2
rosettes,C0,1.4
rosettes,C1,0.0
rosettes,C2,1.0
rosettes,C0,1.67
rosettes,C1,2.0
rosettes,C2,0.0
rosettes,C1,0.17
rosettes,C2,0.33
rosettes,C2,0.5
rosettes,C2,1.17
rosettes,C0,1.33
rosettes,C1,1.5
rosettes,C1,0.0
rosettes,C0,0.17
rosettes,C0,0.5
rosettes,C0,0.67
rosettes,C0,0.83
rosettes,C2,1.17
rosettes,C2,1.33
rosettes,C0,0.0
rosettes,C1,0.33
rosettes,C0,0.67
rosettes,C0,1.0
rosettes,C2,0.25
rosettes,C2,0.5
rosettes,C1,0.75
rosettes,C2,1.25
rosettes,C2,1.5
rosettes,C0,0.5
rosettes,C2,1.25
rosettes,C1,1.75
rosettes,C1,2.0
rosettes,C2,2.75
rosettes,C0,0.25
rosettes,C1,1.0
rosettes,C1,1.5
rosettes,C1,1.75
rosettes,C1,2.5
rosettes,C1,0.0
rosettes,C1,4.5
rosettes,C1,5.0
rosettes,C2,1.0
rosettes,C0,2.5
rosettes,C2,3.5
rosettes,C0,0.0
rosettes,C1,0.6
rosettes,C0,0.8
rosettes,C0,1.0
rosettes,C2,1.2
rosettes,C1,1.8
pharm-herbal,C0,1.0
pharm-herbal,C3,5.0
pharm-herbal,C0,0.0
pharm-herbal,C0,1.0
pharm-herbal,C0,2.0
pharm-herbal,C1,2.0
pharm-herbal,C0,4.0
pharm-herbal,C3,1.0
pharm-herbal,C0,3.0
pharm-herbal,C0,2.0
pharm-herbal,C0,5.0
pharm-herbal,C0,0.33
pharm-herbal,C0,1.0
pharm-herbal,C0,1.33
pharm-herbal,C3,1.67
pharm-herbal,C0,0.0
pharm-herbal,C0,0.5
pharm-herbal,C0,1.0
pharm-herbal,C0,1.0
pharm-herbal,C3,2.0
pharm-herbal,C3,0.0
pharm-herbal,C3,1.0
pharm-herbal,C0,0.0
pharm-herbal,C1,0.5
pharm-herbal,C1,2.0
pharm-herbal,C0,2.0
pharm-herbal,C2,4.0
pharm-herbal,C0,4.0
pharm-herbal,C0,8.0
pharm-herbal,C1,0.5
pharm-herbal,C0,2.0
pharm-herbal,C1,3.0
pharm-herbal,C0,1.0
pharm-herbal,C0,2.0
pharm-herbal,C3,3.5
pharm-herbal,C0,1.0
pharm-herbal,C0,1.5
pharm-herbal,C0,2.0
pharm-herbal,C0,0.5
pharm-herbal,C3,1.0
pharm-herbal,C0,1.5
pharm-herbal,C0,2.0
pharm-herbal,C0,3.0
pharm-herbal,C0,0.0
pharm-herbal,C3,1.0
pharm-herbal,C1,1.5
pharm-herbal,C0,0.5
pharm-herbal,C0,1.5
pharm-herbal,C0,2.0
pharm-herbal,C0,1.0
pharm-herbal,C1,2.0
pharm-herbal,C3,0.0
pharm-herbal,C2,2.0
pharm-herbal,C0,0.0
pharm-herbal,C1,1.0
pharm-herbal,C1,0.0
pharm-herbal,C0,0.5
pharm-herbal,C0,1.5
pharm-herbal,C0,0.0
pharm-herbal,C0,4.0
pharm-herbal,C0,0.0
pharm-herbal,C0,0.2
pharm-herbal,C0,0.6
pharm-herbal,C0,0.8
pharm-herbal,C0,1.4
pharm-herbal,C0,1.6
pharm-herbal,C0,0.5
pharm-herbal,C3,1.5
pharm-herbal,C0,2.5
pharm-herbal,C4,0.0
pharm-herbal,C0,0.33
pharm-herbal,C0,2.0
pharm-herbal,C0,2.33
pharm-herbal,C0,0.0
pharm-herbal,C1,0.2
pharm-herbal,C0,0.6
pharm-herbal,C0,1.2
pharm-herbal,C3,1.4
pharm-herbal,C0,1.8
pharm-herbal,C0,0.33
pharm-herbal,C0,1.0
pharm-herbal,C1,1.67
pharm-herbal,C0,2.0
pharm-herbal,C2,0.33
pharm-herbal,C0,0.67
pharm-herbal,C0,1.0
pharm-herbal,C0,1.67
pharm-herbal,C0,0.0
pharm-herbal,C0,0.2
pharm-herbal,C0,0.4
pharm-herbal,C0,0.6
pharm-herbal,C0,0.8
pharm-herbal,C4,1.0
pharm-herbal,C0,0.33
pharm-herbal,C0,0.67
pharm-herbal,C4,1.0
pharm-herbal,C1,2.33
pharm-herbal,C4,0.17
pharm-herbal,C0,0.33
pharm-herbal,C0,0.5
pharm-herbal,C0,0.67
pharm-herbal,C0,0.83
pharm-herbal,C0,1.0
pharm-herbal,C0,1.17
pharm-herbal,C0,0.25
pharm-herbal,C0,0.5
pharm-herbal,C0,0.75
pharm-herbal,C0,1.0
pharm-herbal,C3,1.25
pharm-herbal,C2,0.5
pharm-herbal,C0,1.0
pharm-herbal,C0,2.5
