x,y,section,trajectory
6.7092667,4.0486755,balneo,C1 -> C2 -> C1 -> C1 -> C1
-10.5485525,-14.949863,balneo,C1 -> C1 -> C1
30.277344,-0.3601485,balneo,C1 -> C1 -> C1 -> C1
6.92607,3.5202234,balneo,C1 -> C1 -> C2 -> C1 -> C2
6.560403,4.229881,balneo,C0 -> C1 -> C1 -> C2 -> C1
6.464905,3.9961824,balneo,C0 -> C1 -> C1 -> C1 -> C1 -> C1
-1.4925008,1.9619414,balneo,C1 -> C0 -> C1 -> C1
6.492688,4.161963,balneo,C4 -> C1 -> C3 -> C2 -> C1
30.29264,-0.37544882,balneo,C1 -> C1 -> C1 -> C1
-13.436081,9.444183,balneo,C1 -> C2
30.251059,-0.3338677,balneo,C1 -> C1 -> C1 -> C1
6.9096327,3.8318856,balneo,C3 -> C1 -> C1
-8.861749,-10.602779,balneo,C1 -> C1 -> C2
-8.869866,-10.611877,balneo,C1 -> C1 -> C2
7.154852,4.218415,balneo,C1 -> C2 -> C1 -> C1
6.4030643,4.120809,balneo,C0 -> C1 -> C1 -> C2 -> C4 -> C0 -> C1
6.997348,3.6543732,balneo,C1 -> C3 -> C1 -> C1 -> C1 -> C1
6.6431966,3.871808,balneo,C1 -> C1 -> C1 -> C1 -> C0
-13.40567,9.413726,balneo,C1 -> C2
6.9260874,3.5839372,balneo,C1 -> C1 -> C2 -> C1 -> C2
-10.5948305,-14.929542,balneo,C1 -> C1 -> C1
6.963145,3.5576434,balneo,C1 -> C1 -> C2 -> C1 -> C2
6.6894116,3.8437123,balneo,C4 -> C1 -> C1
6.809621,3.6814833,balneo,C1 -> C3 -> C1 -> C1
6.6072493,3.8957908,balneo,C0 -> C1 -> C2 -> C1
6.8591332,4.1236267,balneo,C0 -> C2 -> C2 -> C0
6.537099,4.1753516,balneo,C0 -> C0 -> C1 -> C2
7.1328907,3.4339426,balneo,C2 -> C3 -> C2
30.313032,-0.39583337,balneo,C1 -> C1 -> C1 -> C1
6.7736406,4.044871,balneo,C0 -> C1 -> C1 -> C1 -> C1 -> C1 -> C2 -> C1
6.970718,-11.915589,balneo,C1 -> C1 -> C1 -> C1 -> C1 -> C1
6.5717387,4.0518637,balneo,C0 -> C1 -> C3 -> C1 -> C1
7.180859,3.584996,balneo,C1 -> C1 -> C2 -> C2 -> C1
6.680721,3.900938,balneo,C1 -> C1 -> C0 -> C0 -> C1 -> C0 -> C3
6.649353,3.9012089,balneo,C1 -> C1 -> C1 -> C2 -> C1 -> C2 -> C2
7.04938,3.8825512,balneo,C0 -> C4 -> C1 -> C1
5.1478996,4.9554415,balneo,C1 -> C1 -> C1 -> C2
6.6026506,4.0348897,balneo,C1 -> C3 -> C2 -> C4 -> C4 -> C1
6.695232,3.8959966,balneo,C1 -> C1 -> C1 -> C1 -> C0 -> C0
6.8810644,3.673152,balneo,C0 -> C1 -> C1 -> C2 -> C1 -> C1 -> C1 -> C1
6.7899213,3.776658,balneo,C1 -> C0 -> C2 -> C3
6.667999,3.743806,balneo,C1 -> C4 -> C1 -> C2 -> C2 -> C2
6.617109,3.970377,balneo,C4 -> C0 -> C1 -> C1 -> C1 -> C0
30.286963,-0.36977303,balneo,C1 -> C1 -> C1 -> C1
7.062756,3.475497,balneo,C2 -> C3 -> C2
6.9617634,3.7239945,balneo,C2 -> C1 -> C1 -> C2 -> C1
-26.445467,-0.9166831,balneo,C1 -> C2 -> C1
4.866804,4.3867793,balneo,C1 -> C1 -> C1 -> C1 -> C2
6.9709682,3.8918679,balneo,C1 -> C1 -> C2 -> C4 -> C2
6.8893137,3.7459853,balneo,C0 -> C0 -> C1 -> C1 -> C1 -> C3 -> C2
6.76813,3.8039238,balneo,C4 -> C2 -> C0
6.8284855,3.8066692,balneo,C1 -> C1 -> C4 -> C0 -> C2 -> C2
5.634478,4.0832176,balneo,C1 -> C2 -> C2
7.0060544,3.9516182,balneo,C1 -> C2 -> C0 -> C0
7.0953784,3.6547277,balneo,C1 -> C2 -> C4 -> C1
-13.428879,9.43465,balneo,C1 -> C2
7.2332015,3.6913755,balneo,C0 -> C1 -> C0 -> C1
7.1676507,4.176749,balneo,C1 -> C1 -> C2 -> C1
6.9961967,3.8865376,balneo,C1 -> C1 -> C1 -> C1 -> C4 -> C1
30.257254,-0.34005854,balneo,C1 -> C1 -> C1 -> C1
7.2495966,4.007391,balneo,C1 -> C1 -> C1 -> C2 -> C2
6.805242,3.8669155,balneo,C1 -> C4 -> C1 -> C0 -> C1
6.8740063,3.9608445,balneo,C1 -> C0 -> C4
-18.433617,-5.0104585,balneo,C0 -> C1
-18.423574,-4.9858475,balneo,C0 -> C1
7.193119,3.8073642,balneo,C2 -> C1 -> C1 -> C1 -> C1 -> C1
6.9266,3.8974826,balneo,C1 -> C3 -> C0 -> C2 -> C2
7.274969,3.7536402,balneo,C1 -> C1 -> C1 -> C1 -> C2 -> C1
7.1708794,3.6637547,balneo,C2 -> C1 -> C2 -> C1
6.9957986,3.7795637,balneo,C1 -> C1 -> C0 -> C1 -> C2 -> C1
-20.147882,1.6808778,balneo,C1 -> C0
7.142433,3.5619583,balneo,C1 -> C1 -> C2 -> C2 -> C2 -> C4 -> C0 -> C0 -> C0
7.0662208,3.6955063,balneo,C0 -> C2 -> C1 -> C4
6.9816356,4.021411,balneo,C1 -> C1 -> C1 -> C4 -> C1 -> C4 -> C0 -> C1
6.9885454,3.8806794,balneo,C0 -> C1 -> C1 -> C1 -> C2 -> C1 -> C0
7.012533,3.6424026,balneo,C1 -> C1 -> C0 -> C0 -> C1 -> C1
-2.33856,-21.356424,balneo,C0 -> C2
11.860875,23.456347,balneo,C1 -> C1
5.6352224,4.079161,balneo,C1 -> C2 -> C2
4.8651786,4.400652,balneo,C1 -> C1 -> C1 -> C1 -> C2
7.147654,3.5507486,balneo,C1 -> C3 -> C1 -> C1
7.385407,3.6947103,balneo,C1 -> C1 -> C1 -> C0 -> C1 -> C1 -> C1
7.3344955,3.935628,balneo,C1 -> C1 -> C0 -> C1
-8.864389,-10.605598,balneo,C1 -> C1 -> C2
7.001857,3.7461946,balneo,C1 -> C0 -> C1 -> C3 -> C1 -> C2
7.3357472,3.5210078,balneo,C1 -> C1 -> C1 -> C3 -> C1
7.212014,3.4300175,balneo,C0 -> C1 -> C1 -> C1 -> C1 -> C2
6.9581723,3.785178,balneo,C1 -> C4 -> C0 -> C1 -> C1
7.3766932,3.637717,balneo,C1 -> C1 -> C2 -> C2 -> C1
-21.15577,-9.747911,balneo,C1 -> C1 -> C1 -> C1 -> C1
-20.138979,1.6719404,balneo,C1 -> C0
7.3483567,3.49417,balneo,C2 -> C2 -> C2 -> C0 -> C1
7.185832,3.5217,balneo,C1 -> C1 -> C1 -> C3 -> C1
30.284878,-0.36767855,balneo,C1 -> C1 -> C1 -> C1
7.3880496,3.7528698,balneo,C2 -> C1 -> C0
7.121305,3.9403684,balneo,C0 -> C1 -> C2 -> C2 -> C1
7.3456564,3.7290223,balneo,C1 -> C1 -> C3 -> C3 -> C2
7.374824,3.4193769,balneo,C0 -> C1 -> C1 -> C1 -> C1 -> C2
7.320857,3.643406,balneo,C1 -> C1 -> C2 -> C1 -> C1 -> C1 -> C1
-10.549598,-14.971745,balneo,C1 -> C1 -> C1
7.178231,3.8453226,balneo,C2 -> C1 -> C4 -> C1
7.259673,3.7432878,balneo,C1 -> C1 -> C1 -> C2 -> C0
7.1953363,3.789481,balneo,C4 -> C2 -> C0 -> C2 -> C1 -> C1
11.797131,23.468357,balneo,C1 -> C1
7.4365797,3.803737,balneo,C2 -> C1 -> C1 -> C2 -> C3
7.224114,3.6900864,balneo,C1 -> C1 -> C1 -> C1 -> C2 -> C1
11.764771,23.552027,balneo,C1 -> C1
-21.16002,-9.752179,balneo,C1 -> C1 -> C1 -> C1 -> C1
7.2217774,3.8278995,balneo,C1 -> C2 -> C0 -> C1 -> C1 -> C1
-26.444214,-0.91518474,balneo,C1 -> C2 -> C1
30.26691,-0.34971824,balneo,C1 -> C1 -> C1 -> C1
7.347445,4.0980525,balneo,C1 -> C2 -> C1 -> C1
30.273651,-0.35646346,balneo,C1 -> C1 -> C1 -> C1
30.273134,-0.35593015,balneo,C1 -> C1 -> C1 -> C1
-21.183046,-9.775188,balneo,C1 -> C1 -> C1 -> C1 -> C1
-10.616863,-14.883863,balneo,C1 -> C1 -> C1
4.978973,7.0122037,herbal-A,C0 -> C1 -> C2
4.542325,-19.726673,herbal-A,C0 -> C0 -> C2
7.1831923,3.7380838,herbal-A,C4 -> C0 -> C4 -> C0 -> C0
7.266086,3.5994792,herbal-A,C0 -> C1 -> C0 -> C2
23.955013,-11.144398,herbal-A,C0 -> C0 -> C0
7.2246737,3.9261482,herbal-A,C0 -> C4 -> C0 -> C2 -> C3
9.081764,-22.409746,herbal-A,C0 -> C0 -> C0 -> C0 -> C0
7.3649344,3.7723165,herbal-A,C4 -> C0 -> C2 -> C0
7.154614,3.7839255,herbal-A,C1 -> C0 -> C0 -> C0 -> C0
5.0200963,3.162117,herbal-A,C1 -> C0 -> C0 -> C0
-18.428112,-4.998983,herbal-A,C0 -> C1
7.441265,4.0006824,herbal-A,C0 -> C2 -> C0 -> C4 -> C0
9.102798,-22.388538,herbal-A,C0 -> C0 -> C0 -> C0 -> C0
7.5607347,3.693468,herbal-A,C0 -> C0 -> C4 -> C4
9.12591,-22.365515,herbal-A,C0 -> C0 -> C0 -> C0 -> C0
23.864655,-11.013431,herbal-A,C0 -> C0 -> C0
7.484644,3.6125376,herbal-A,C1 -> C0 -> C1 -> C4 -> C0
1.317312,27.994772,herbal-A,C0 -> C0
6.979881,22.387903,balneo,C2 -> C1
7.5048156,3.779019,balneo,C1 -> C1 -> C1 -> C2 -> C1 -> C2 -> C1 -> C1
7.451497,3.7994401,balneo,C1 -> C1 -> C0 -> C1 -> C1 -> C3 -> C1 -> C1 -> C1 -> C1 -> C1
7.401112,3.8599455,balneo,C1 -> C2 -> C1 -> C0 -> C2 -> C2 -> C2 -> C2
7.3890095,3.7399385,balneo,C1 -> C1 -> C3 -> C1 -> C4 -> C1 -> C2 -> C0
7.5071154,3.6189153,balneo,C1 -> C1 -> C1 -> C1 -> C1 -> C1 -> C2 -> C2
7.5421576,3.8721564,balneo,C1 -> C1 -> C1 -> C1 -> C1 -> C3 -> C2 -> C1 -> C1
7.5003796,3.5881908,balneo,C0 -> C1 -> C3 -> C1 -> C1 -> C1 -> C0 -> C1 -> C1
7.469471,3.8236501,balneo,C0 -> C1 -> C1 -> C1 -> C2 -> C1 -> C2 -> C1 -> C2
7.519075,3.9132745,balneo,C1 -> C1 -> C2 -> C0 -> C2 -> C1 -> C1 -> C1
7.5502777,3.819543,balneo,C1 -> C1 -> C1 -> C2 -> C2 -> C0 -> C0 -> C2 -> C2
7.624574,3.7271888,balneo,C1 -> C1 -> C1 -> C1 -> C1 -> C1 -> C1 -> C1
-8.860113,-10.601428,balneo,C1 -> C1 -> C2
7.498636,3.907988,balneo,C4 -> C2 -> C0 -> C2 -> C1 -> C3
7.624459,3.818153,balneo,C1 -> C3 -> C2 -> C3
7.5022974,3.6133347,balneo,C1 -> C1 -> C0 -> C1 -> C2
7.717471,3.5880482,balneo,C2 -> C2 -> C3
7.3980865,3.8604982,balneo,C1 -> C0 -> C1 -> C2
7.377688,3.6719933,balneo,C4 -> C1 -> C1 -> C1 -> C1 -> C1 -> C1
7.865548,3.7644384,balneo,C1 -> C1 -> C2 -> C1 -> C1 -> C2 -> C1
7.690884,3.838992,balneo,C1 -> C3 -> C4 -> C2 -> C2 -> C1
7.732196,3.5815105,balneo,C1 -> C3 -> C1 -> C1 -> C2
8.06443,3.8935013,balneo,C1 -> C2 -> C2 -> C1
-10.575941,-14.940957,balneo,C1 -> C1 -> C1
7.5853243,3.9315798,balneo,C0 -> C1 -> C1 -> C1 -> C1 -> C1 -> C0 -> C1 -> C1
7.7773647,3.763435,balneo,C1 -> C3 -> C1 -> C1 -> C1 -> C1
7.551066,3.9835637,balneo,C2 -> C1 -> C1 -> C1 -> C0
7.608796,3.9296951,balneo,C0 -> C1 -> C0 -> C1 -> C1 -> C1
7.931056,3.9605088,balneo,C1 -> C1 -> C3 -> C2 -> C1
30.253109,-0.3359093,balneo,C1 -> C1 -> C1 -> C1
7.6188207,3.8684845,balneo,C2 -> C1 -> C1 -> C1 -> C3
7.7975783,3.928264,balneo,C3 -> C3 -> C1 -> C1 -> C3 -> C1
7.455691,4.115152,balneo,C1 -> C1 -> C3 -> C2 -> C1 -> C1
7.6654987,3.9672222,balneo,C1 -> C1 -> C0 -> C1 -> C1 -> C3
7.894533,3.8731127,balneo,C2 -> C1 -> C1 -> C1 -> C1 -> C3
7.531172,3.9369898,balneo,C1 -> C4 -> C1 -> C1
7.3827286,4.119974,balneo,C2 -> C2 -> C4 -> C1
7.7886124,4.04185,balneo,C0 -> C4 -> C2 -> C1 -> C0 -> C1 -> C4
7.6400394,3.9313095,balneo,C4 -> C4 -> C1 -> C2 -> C2
7.6569405,3.9471235,balneo,C4 -> C1 -> C2 -> C0 -> C4 -> C2
7.839518,4.0323873,balneo,C0 -> C2 -> C2 -> C4
-14.032403,19.313715,balneo,C1 -> C1 -> C0
5.3288245,2.5224216,balneo,C1 -> C0 -> C2
-14.021152,19.302471,balneo,C1 -> C1 -> C0
6.9752364,-11.903541,balneo,C1 -> C1 -> C1 -> C1 -> C1 -> C1
-21.155514,-9.747611,balneo,C1 -> C1 -> C1 -> C1 -> C1
8.406874,4.9877443,balneo,C1 -> C1 -> C1 -> C0
7.7608705,3.8174996,balneo,C1 -> C1 -> C1 -> C1 -> C2 -> C0
7.719802,3.9661353,balneo,C1 -> C2 -> C4 -> C1 -> C2
7.780623,4.0646906,balneo,C0 -> C2 -> C2 -> C1 -> C2
7.814575,4.1100936,balneo,C1 -> C1 -> C1 -> C0 -> C1 -> C3
-16.88324,-18.007994,balneo,C2 -> C2
7.7028184,3.7919343,balneo,C1 -> C1 -> C2 -> C2 -> C1
7.690463,3.902733,balneo,C4 -> C1 -> C1 -> C2
7.945124,3.8924787,balneo,C2 -> C1 -> C2 -> C2
7.771867,4.0452642,balneo,C1 -> C1 -> C4 -> C1
8.289802,4.267512,balneo,C1 -> C1 -> C0 -> C0 -> C1
7.7150197,4.037811,balneo,C1 -> C1 -> C0 -> C0 -> C2 -> C1 -> C1
7.76039,4.204051,balneo,C0 -> C4 -> C1 -> C2 -> C3
8.0025625,3.9701457,balneo,C0 -> C3 -> C4 -> C1
7.713136,4.103342,balneo,C1 -> C1 -> C2 -> C2 -> C0
8.212576,4.1544247,balneo,C1 -> C0 -> C1 -> C1 -> C1
8.094028,3.9359512,balneo,C1 -> C2 -> C2 -> C1
8.145162,3.843306,balneo,C1 -> C2 -> C2 -> C1
-10.542368,-14.917312,balneo,C1 -> C1 -> C1
-18.403704,-5.021397,balneo,C0 -> C1
4.8615556,4.391924,balneo,C1 -> C1 -> C1 -> C1 -> C2
-10.552839,-14.920779,balneo,C1 -> C1 -> C1
6.974607,22.393173,balneo,C2 -> C1
8.035519,4.1129436,balneo,C2 -> C0 -> C1 -> C1
11.789294,23.527328,balneo,C1 -> C1
7.809541,4.2011914,balneo,C4 -> C1 -> C3 -> C2 -> C1 -> C2
30.235079,-0.31793517,balneo,C1 -> C1 -> C1 -> C1
7.686736,4.0000114,balneo,C1 -> C3 -> C4 -> C2 -> C1 -> C2
7.84364,4.2556305,balneo,C1 -> C0 -> C1 -> C1 -> C2 -> C1
7.755808,4.084465,balneo,C2 -> C1 -> C0 -> C2
7.93933,4.0273466,balneo,C1 -> C2 -> C1 -> C0
-21.161783,-9.753904,balneo,C1 -> C1 -> C1 -> C1 -> C1
7.8505344,4.199283,balneo,C0 -> C1 -> C1 -> C3 -> C1 -> C1
7.8730083,4.129548,balneo,C4 -> C0 -> C1 -> C1 -> C4
7.826554,4.2155733,balneo,C1 -> C1 -> C1 -> C0 -> C2 -> C2 -> C0
7.814468,4.1224203,balneo,C2 -> C2 -> C1 -> C3 -> C1
-20.14052,1.6734515,balneo,C1 -> C0
8.046577,4.2284884,balneo,C0 -> C1 -> C4 -> C1
11.832819,23.482718,balneo,C1 -> C1
8.119719,4.2287087,balneo,C0 -> C1 -> C1 -> C1 -> C3
-10.603244,-14.947043,balneo,C1 -> C1 -> C1
8.290072,4.9535837,balneo,C3 -> C1 -> C1 -> C1
-10.577491,-14.950414,balneo,C1 -> C1 -> C1
30.298777,-0.3815899,balneo,C1 -> C1 -> C1 -> C1
7.8616977,4.3106923,balneo,C4 -> C0 -> C0 -> C2 -> C1 -> C2
11.84677,23.469608,balneo,C1 -> C1
7.9791446,4.308296,balneo,C1 -> C1 -> C3 -> C3
7.8661666,4.319968,balneo,C2 -> C1 -> C3
7.755616,4.3843126,balneo,C4 -> C2 -> C1 -> C4
-1.4956198,1.9586046,balneo,C1 -> C0 -> C1 -> C1
7.9032226,4.2927623,balneo,C1 -> C2 -> C2 -> C2 -> C1
8.491697,4.317311,balneo,C1 -> C3 -> C0 -> C1
-10.610039,-14.975156,balneo,C1 -> C1 -> C1
7.8817105,4.1364036,balneo,C1 -> C1 -> C1 -> C4 -> C3
8.007227,4.1106896,balneo,C1 -> C0 -> C4 -> C2
7.686192,4.10204,balneo,C1 -> C3 -> C1 -> C2 -> C1
11.797057,23.502913,balneo,C1 -> C1
7.82454,4.40181,balneo,C1 -> C1 -> C0 -> C3
-8.864085,-10.605397,balneo,C1 -> C1 -> C2
-18.44093,-4.9963264,balneo,C0 -> C1
8.305819,5.4476275,balneo,C3 -> C0 -> C1
7.9046125,4.267257,balneo,C1 -> C2 -> C2 -> C3 -> C2
8.184602,4.369584,balneo,C1 -> C2 -> C1 -> C3
5.167615,4.95845,balneo,C1 -> C1 -> C1 -> C2
-10.567177,-14.938378,balneo,C1 -> C1 -> C1
8.4004755,4.9132075,balneo,C1 -> C1 -> C1 -> C0
7.970371,4.360398,balneo,C1 -> C1 -> C2 -> C1 -> C2 -> C0
7.75333,4.306611,balneo,C2 -> C1 -> C1 -> C3
6.779688,4.8351817,balneo,C2 -> C0 -> C2
-21.182104,-9.7742405,balneo,C1 -> C1 -> C1 -> C1 -> C1
30.255135,-0.3379632,balneo,C1 -> C1 -> C1 -> C1
5.324323,2.494023,balneo,C1 -> C0 -> C2
-10.614724,-14.983073,balneo,C1 -> C1 -> C1
7.9397364,4.168087,balneo,C2 -> C4 -> C3 -> C1 -> C1 -> C1 -> C2 -> C1
8.231578,4.453461,balneo,C1 -> C1 -> C1 -> C1 -> C1 -> C0
5.6416783,4.081698,balneo,C1 -> C2 -> C2
8.334738,4.9026055,balneo,C3 -> C1 -> C1 -> C1
-8.865251,-10.606588,balneo,C1 -> C1 -> C2
8.067198,4.315516,balneo,C1 -> C4 -> C1
7.995952,4.7448287,balneo,C0 -> C1 -> C1 -> C1
4.8646784,4.4025865,balneo,C1 -> C1 -> C1 -> C1 -> C2
7.8743105,4.423194,balneo,C1 -> C0 -> C1 -> C4 -> C4 -> C1 -> C2 -> C2
8.129268,4.509979,balneo,C3 -> C1 -> C1 -> C0
8.00273,4.380423,balneo,C0 -> C3 -> C1 -> C2
-8.862709,-10.603745,balneo,C1 -> C1 -> C2
7.9535484,4.43763,balneo,C1 -> C2 -> C3 -> C2
7.971998,4.402123,balneo,C2 -> C2 -> C2 -> C1 -> C1 -> C2
7.86143,4.473358,balneo,C1 -> C2 -> C1 -> C0 -> C2
-8.866439,-10.607749,balneo,C1 -> C1 -> C2
11.815307,23.45517,balneo,C1 -> C1
-13.861094,14.054718,balneo,C1 -> C3
8.030863,4.316904,balneo,C0 -> C1 -> C4 -> C1
8.027224,4.4909997,balneo,C1 -> C1 -> C0 -> C2 -> C1
8.340637,4.553138,balneo,C1 -> C3 -> C2 -> C2
8.0477495,4.474895,balneo,C0 -> C1 -> C1 -> C3 -> C4
8.321714,4.6144743,balneo,C1 -> C4 -> C1 -> C1 -> C1
5.184725,4.9452205,balneo,C1 -> C1 -> C1 -> C2
8.026267,4.5233054,balneo,C1 -> C1 -> C4 -> C4
6.970816,-11.915347,balneo,C1 -> C1 -> C1 -> C1 -> C1 -> C1
8.190438,4.4152317,balneo,C2 -> C1 -> C1 -> C3 -> C1
8.254547,4.586828,balneo,C2 -> C2 -> C2 -> C1
-10.596928,-14.960026,balneo,C1 -> C1 -> C1
8.234329,4.8738627,balneo,C1 -> C1 -> C0 -> C1
8.10561,4.433865,balneo,C0 -> C4 -> C1 -> C1
8.086787,4.416842,balneo,C1 -> C0 -> C1 -> C1 -> C1 -> C1
8.012683,4.4612813,balneo,C4 -> C1 -> C4 -> C1
-1.5187571,1.9343504,balneo,C1 -> C0 -> C1 -> C1
11.796665,23.524458,balneo,C1 -> C1
8.067686,4.4978347,balneo,C1 -> C1 -> C2 -> C3 -> C3 -> C1 -> C1
-10.503161,-14.870094,balneo,C1 -> C1 -> C1
8.152821,4.561488,balneo,C0 -> C1 -> C1 -> C1 -> C2 -> C1 -> C4 -> C1
8.198393,4.4985967,balneo,C4 -> C1 -> C1 -> C0 -> C0
8.342115,4.8922005,balneo,C1 -> C1 -> C2 -> C1
8.083609,4.450569,balneo,C1 -> C0 -> C1 -> C1 -> C1 -> C1
8.539268,4.6358,balneo,C0 -> C0 -> C1 -> C1
8.112369,4.5185437,balneo,C1 -> C2 -> C1 -> C4
8.448533,5.114305,balneo,C0 -> C0 -> C4
8.274752,4.6938953,balneo,C1 -> C2 -> C1 -> C1 -> C1
-21.16694,-9.759073,balneo,C1 -> C1 -> C1 -> C1 -> C1
8.200797,4.548057,balneo,C1 -> C1 -> C1 -> C2 -> C1 -> C1 -> C3
8.158497,4.657133,balneo,C1 -> C1 -> C1 -> C1 -> C1 -> C4
8.214974,4.592949,balneo,C1 -> C1 -> C4 -> C1 -> C2 -> C1 -> C3
-26.432571,-0.90373856,balneo,C1 -> C2 -> C1
8.082825,4.5020027,balneo,C1 -> C1 -> C0 -> C1 -> C1 -> C1
8.417876,4.6702805,balneo,C1 -> C3 -> C1 -> C1 -> C1
8.053424,4.5185084,balneo,C0 -> C1 -> C1 -> C1 -> C1 -> C2 -> C1
8.299501,4.627416,balneo,C1 -> C1 -> C2 -> C1 -> C0 -> C2 -> C0
8.802099,5.167568,balneo,C4 -> C1
8.408551,4.982751,balneo,C1 -> C1 -> C1 -> C0
8.318535,4.696072,balneo,C1 -> C4 -> C1 -> C4 -> C1 -> C2
8.326307,4.6747804,balneo,C1 -> C1 -> C2 -> C2 -> C1 -> C1 -> C2
8.463308,4.6733627,balneo,C1 -> C1 -> C1 -> C1 -> C1 -> C1 -> C2
8.229679,4.633526,balneo,C0 -> C1 -> C2 -> C1 -> C2 -> C2 -> C3 -> C2 -> C2
11.823983,23.508234,balneo,C1 -> C1
8.357528,4.835492,balneo,C4 -> C1 -> C1 -> C2 -> C2 -> C2 -> C2
8.379557,4.6416454,balneo,C1 -> C1 -> C2 -> C1 -> C1 -> C3
6.97452,22.39318,balneo,C2 -> C1
4.897651,4.3848386,balneo,C1 -> C1 -> C1 -> C1 -> C2
8.325749,4.730019,balneo,C1 -> C0 -> C0 -> C2 -> C1 -> C1
8.2295685,4.7612233,balneo,C1 -> C0 -> C0 -> C1 -> C1 -> C1 -> C1
30.29911,-0.3819122,balneo,C1 -> C1 -> C1 -> C1
8.471764,4.647584,balneo,C2 -> C1 -> C1 -> C1 -> C1 -> C1
8.604553,4.760435,balneo,C4 -> C1 -> C1 -> C1 -> C1 -> C2
8.88038,4.9323545,balneo,C4 -> C1 -> C1 -> C1
8.446114,4.7141633,balneo,C1 -> C4 -> C2 -> C2 -> C1
8.703212,5.1068573,balneo,C4 -> C1
8.287119,4.690575,balneo,C2 -> C4 -> C4 -> C1
8.351425,4.6901093,balneo,C1 -> C3 -> C2 -> C2 -> C2
8.39086,4.613363,balneo,C4 -> C1 -> C1 -> C2 -> C2 -> C1 -> C1
-21.169548,-9.7613535,balneo,C1 -> C1 -> C1 -> C1 -> C1
8.658909,4.888718,balneo,C4 -> C0 -> C2
-14.008326,19.289625,balneo,C1 -> C1 -> C0
8.471991,4.755308,balneo,C1 -> C1 -> C0 -> C2 -> C2
8.415386,4.8627973,balneo,C1 -> C0 -> C1 -> C1 -> C3
8.422373,4.820925,balneo,C1 -> C1 -> C1 -> C2 -> C2 -> C0 -> C1 -> C1
8.457098,4.919386,balneo,C1 -> C0 -> C1 -> C1 -> C1 -> C1 -> C0 -> C1 -> C1
-21.153112,-9.744692,balneo,C1 -> C1 -> C1 -> C1 -> C1
8.780607,4.983843,balneo,C1 -> C3 -> C1
-2.262626,-14.046336,balneo,C3 -> C2
8.613105,4.6980424,balneo,C1 -> C1 -> C2 -> C1 -> C1 -> C2 -> C1
8.774253,4.8336678,balneo,C1 -> C2 -> C1 -> C1 -> C1 -> C1 -> C1
11.763614,23.50401,balneo,C1 -> C1
6.9706674,-11.917404,balneo,C1 -> C1 -> C1 -> C1 -> C1 -> C1
8.819244,4.9993186,balneo,C1 -> C1 -> C4 -> C1 -> C1
8.53384,4.8250813,balneo,C1 -> C2 -> C3 -> C2 -> C1 -> C1 -> C3 -> C3
-2.5444171,3.314756,balneo,C0 -> C1 -> C1
8.587778,4.819954,balneo,C0 -> C0 -> C1 -> C1 -> C1 -> C1
8.539609,4.7525053,balneo,C1 -> C3 -> C1 -> C1 -> C1
8.559953,4.798337,balneo,C4 -> C1 -> C0 -> C1 -> C1 -> C1
8.755693,4.957272,balneo,C1 -> C1 -> C1 -> C3 -> C1 -> C1
8.666981,5.216772,balneo,C1 -> C1 -> C1 -> C1 -> C1 -> C2
8.560657,4.8150034,balneo,C1 -> C1 -> C3 -> C1 -> C1 -> C2 -> C1
8.597012,4.8383555,balneo,C1 -> C1 -> C1 -> C1 -> C1 -> C1 -> C1 -> C0 -> C1
8.64509,4.8764563,balneo,C3 -> C3 -> C2 -> C1
4.8765764,4.3923926,balneo,C1 -> C1 -> C1 -> C1 -> C2
8.916034,5.051645,balneo,C4 -> C1 -> C1 -> C1 -> C1
30.284258,-0.36707062,balneo,C1 -> C1 -> C1 -> C1
8.608493,5.0713754,balneo,C3 -> C1 -> C1 -> C1
8.679654,4.704758,balneo,C2 -> C2 -> C4 -> C4 -> C1 -> C2
-10.548686,-14.916728,balneo,C1 -> C1 -> C1
11.80043,23.515694,balneo,C1 -> C1
11.835234,23.488068,balneo,C1 -> C1
11.849972,23.49363,balneo,C1 -> C1
-20.13906,1.6719745,balneo,C1 -> C0
8.792974,5.0741,balneo,C3 -> C3 -> C2 -> C2
-2.5445855,3.308893,balneo,C0 -> C1 -> C1
-18.395763,-5.043264,balneo,C0 -> C1
-8.823748,-10.565281,balneo,C1 -> C1 -> C2
8.8043995,4.97635,balneo,C1 -> C1 -> C1 -> C2 -> C1 -> C1 -> C1
6.9524097,22.415415,balneo,C2 -> C1
4.962941,7.010166,balneo,C0 -> C1 -> C2
8.789495,4.8880186,balneo,C2 -> C2 -> C1
-2.2757008,-21.417377,balneo,C0 -> C2
8.89431,5.1118193,balneo,C1 -> C3 -> C0 -> C3 -> C1 -> C1 -> C1
-2.2602382,-21.437605,balneo,C0 -> C2
8.615326,4.8565326,balneo,C3 -> C1 -> C1 -> C1 -> C1 -> C1
30.297752,-0.38054994,balneo,C1 -> C1 -> C1 -> C1
4.8648386,4.4137225,balneo,C1 -> C1 -> C1 -> C1 -> C2
8.459716,5.0835786,balneo,C3 -> C1 -> C2 -> C1
8.861275,5.070754,balneo,C1 -> C2 -> C2 -> C1 -> C3
8.586093,4.9283676,balneo,C1 -> C1 -> C1 -> C1 -> C2 -> C1 -> C1
8.643432,4.8913875,balneo,C1 -> C4 -> C1 -> C1 -> C1
8.883191,5.0628314,balneo,C4 -> C1 -> C1 -> C1 -> C2 -> C0
