num,arabic_name,english_name,latin_binomial,header_full,is_hot,is_cold,is_wet,is_dry,degree,temperament_text,nature_text,actions_text,sections_present
49,Bft~rr,Greatmullein,Verbascum thapsus Linn.,Bft~rr Greatmullein Verbascum thapsus Linn.,False,False,False,False,,,"Bft~rr is of two varieties, one has white, while the other has black leaves. The former is again of two varieties: male, which has smaller leaves and the other female has somewhat bigger leaves. There is a third variety, i.e. the wild one whose leaves and flowers resemble those of the apple (tree). There is also a fourth variety, known as Filosda. The roots of the first two varieties are astringen",The variety having flowers of golden colour is dissol­ vent and moderately detergent.,Chest|Cosmetics|Eyes|Head|Joints|Nature|Properties
50,Bftql~a Ash tree FeraxinusalnUS Linn.,,,Bftql~a Ash tree FeraxinusalnUS Linn.,False,True,False,False,,Bftqf~a is of cold temperament.,,Itis detergent and astringent. The shell of its fruits contains moistness.,Cosmetics|Excretion|Properties|Temperament
51,,Baul,,Baul,True,False,False,True,,Urine is hot and dry in temperament.,Urine is a known excretion.,"All types of urine are detergent. Local application of the urine of human beings, mixedwith ash, stops bleeding. Washing with camel urine is useful in dandruff. Similar is the property of the urine of an ox.",Chest|Choice|Cosmetics|Excretion|Eye|Food|Head|Joints|Nature|Poisons|Properties|Temperament|Ulcers
52,Buyanas Parsley/Southernwood Petroselinum sativum Hoff. skoch,,,Buyanas Parsley/Southernwood Petroselinum sativum Hoff. skoch,False,False,False,True,,Biiyiinasishot and dry in thethirddegree.,"Buyanas is aplant. Though generally therootsof this plantare used, the gum as well as itsextractare also used. The gum is strongerthan the extract.When it is mixed with olive oil, a little garum and wine, it becomesthickin consistency.Buyanas with mo­ deratedensity isconsideredto be more useful.",It is dissolvent.,Chest|Food|Joints|Nature|Properties|Temperament|Ulcers
53,,Bahiir Bupthalmum,Anthemis arvensis Linn.,Bahiir Bupthalmum Anthemis arvensis Linn.,False,False,False,True,first degree,Bahiir ishot in the second and dry in the first degree.,Bahiir is also calledKiio jashm or 'ain al-baqar. Its flowers have yellow petals which are red in the middlepartand thicker than the flowersof chamomile.,,Head|Nature|Temperament
54,,Bahriimaj,,Bahriimaj,False,False,False,False,,,Bahriimaj is one of the varieties offragrantplants.,Its douche dissolves the flatulence in anypartof the body.,Excretion|Head|Nature|Properties
55,,Bahman Behman,Centauria behman Linn.,Bahman Behman Centauria behman Linn.,True,False,False,True,second degree,Itis hot and dry in the second degree.,"Bahman is a piece of dried, crooked and twisted branchy wood. It is of two kinds: (a) white and (b) red.",,Cosmetics|Nature|Substitute|Temperament
56,,Btsh Aconite,Aconitum nepellus Linn.,Btsh Aconite Aconitum nepellus Linn.,True,False,False,True,,It is extremely hot and dry.,Btsh.is very toxic and is a fatal poison.,,Cosmetics|Nature|Poisons|Temperament
57,,BishMush Bishii,,BishMush Bishii,False,False,False,False,,,Bu!;iiis a kind of grasswhich grows near aconite. Such aconite does not bear fruit.Bu!;iiis a strongestantidoteof aconite and has the same uses which aconite has for leprosy and leukoderma. Brsh Mush is a mouse-like animal living in the roots of aconite.,,Cosmetics|Joints|Nature|Poisons
58,,Bairj Eggs Ovum,,Bairj Eggs Ovum,True,True,True,False,,"The eggs (as a whole) are moderate. The white and the yolk are inclined to be cold and hot respectively, but both of them are moist specially the white. The dryest eggs are of goose and ostrich.",,The bairjare constipative particularly the fried yolk. The white of an egg due to itsagglutinationrelieves us of theirritant pain. Itadheres and remains there (for some time) and does not digest easily like the milk. Thehard boiled eggs are slower to digest.Half boiled eggs are more nutritive and quick in digestion.,Chest|Choice|Cosmetics|Excretion|Eye|Food|Head|Joints|Properties|Swellings|Temperament|Ulcers
59,Bailmiin Wild purslane,,Portulaca oleracea Linn.,Bailmiin Wild purslane Portulaca oleracea Linn.,True,False,False,False,,"Tafsiiiis an extremely hot, corrosive, warming and desiccant drug. It contains extraneous moisture which immediately resists the acridity.",Bailmiinis a wild purslane which is one of theeuphorbia. Its seeds are harmful like those ofeuphorbia.,"Talsia is a purifying, purgative, maturative and rupturingdurg. Due to its superfluous moisturecontent,itdoes not bum except after an hour.Tafsiaabsorbs thematterfully from the deeper parts of the body but this happens after a lapse of a consi­ derable period because of the presence of the excessivemoisture.Tafsia has an unparalleled quality of converting thetemperament of a drug into hotness.",Chest|Choice|Cosmetics|Excretion|Fevers|Joints|Nature|Properties|Substitute|Temperament
2,,Turbud,,Turbud,False,False,False,False,,,Turbud is a piece of thick or thin woodbroughtfrom India.,The use ofturbud produces dryness and desiccation in the body because it expels thin fluids. Therefore it is used with almond oil.,Choice|Excretion|Joints|Nature|Properties
3,Tursi Lupin(Mad wort Lupinus termis Forsk.(A/yssum,,,Tursi Lupin(Mad wort Lupinus termis Forsk.(A/yssum,False,False,False,False,,,It is (also called)ii/ilsan(Lupin) and has already been discussed under the letterA/if.,,Nature
4,Turmus Lupin Lupinus a/bus Linn.,,,Turmus Lupin Lupinus a/bus Linn.,True,False,False,True,first degree,Turmus is hot in first degree and dry in second degree.,"Lupin (turmus)is a kind of seed, fiat in shape, bitter in taste and has a hollow interior. It is an Egyptian bean. 121 ﺻﻔﺤﻪ / ﻛﺘﺎ / ﻧﻴﺎﻛﺎ ﭘﺰﺷﻜﻲ ﺗﺤﻘﻴﻖ ﻛﻼﺳﻬﺎ ﻫﻤﺪ ﻧﺸﮕﺎ ﻧﮕﻠﻴﴘ ﺗﺮﺟﻤﻪ ﻃﺐ ﻗﺎﻧﻮ ﺳﻨﺘﻲ ﻃﺐ ﻣﻮﳾ ﮔﺮ / ﺑﻬﺸﺘﻲ ﺷﻬﻴﺪ ﭘﺰﺷﻜﻲ ﻋﻠﻮ ﻧﺸﮕﺎ D1SCOU~","Turmus,which is bitter in taste, has theproperty of cleansing and dissolving (the matters)withoutcausing anyirritation. According to Galenturmus,separated from its bitterness, is thick and it may be agglutinant and no sweetness is found therein. On the whole it iscorrupt,difficult to digest and, when not digested, produces imma­ ture humours in the vessels. Thefragrantkind ofturmus isnutritive; pa",Choice|Cosmetics|Excretion|Food|Head|Joints|Nature|Properties|Swellings|Temperament|Ulcers
5,,Taranjubtn Manna,Hedysarum alhaji Linn.,Taranjubtn Manna Hedysarum alhaji Linn.,False,False,False,False,,Itis moderate intemperament.,Taranjubtnis a kind of dew mostly found inKhurasan and Transoxianaand in ourcountryit falls on aplant calledAlhaji­ maurorum) which is grazed by camels.,Taranjubtnis a laxative and a good cleansing agent.,Chest|Choice|Excretion|Food|Nature|Properties|Temperament
6,Tashmtzaj Chaksu seeds Cassiaabsus Linn.,,,Tashmtzaj Chaksu seeds Cassiaabsus Linn.,True,False,False,True,,Tashmtzaj is hot and dry.,,Itis strongly astringent.,Properties|Temperament
7,Tufra/:z,Apple,Pyrus malus Linn.,Tufra/:z Apple Pyrus malus Linn.,False,True,True,False,,"Ripe apple is very cold and moist due to its mois­ ture content. Acrid, astringent and sour apple is cold, thick and the sweet apple being moist in nature, is more inclinedtowards hotness. Ifits coldness isdominant, the (above mentioned) pro­ perties of the fruit, leavesand plantwould become different. In short, the coldsuper1luousmoisture dominates the substance of the apple and, perhaps, sweet apple is moderate or inclined towardsmoderation. 123 ﺻﻔﺤﻪ / ﻛﺘﺎ / ﻧﻴﺎﻛﺎ ﭘﺰﺷﻜﻲ ﺗﺤﻘﻴﻖ ﻛﻼﺳﻬﺎ ﻫﻤﺪ ﻧﺸﮕﺎ ﻧﮕﻠﻴﴘ ﺗﺮﺟﻤﻪ ﻃﺐ ﻗﺎﻧﻮ ﺳﻨﺘﻲ ﻃﺐ ﻣﻮﳾ ﮔﺮ / ﺑﻬﺸﺘﻲ ﺷﻬﻴﺪ ﭘﺰﺷﻜﻲ ﻋﻠﻮ ﻧﺸﮕﺎ",,"The apple,particularlyits leaves, stops the flow of superfluous secretion. Generally apple is flatulentparticularlyif it is not sweet. The acrid and astringent apple isearthyand aqueous, the sweet is aqueous and the insipid is very aqueous to the extent of the superfluous moisture.That is why the apple juice boils up soon. The extract is preserved with honey. An acrid andastringentapple produces e",Chest|Choice|Excretion|Fevers|Food|Joints|Poisons|Properties|Swellings|Temperament|Ulcers
8,Tamr hind;,Tamarind,Tamarindus indica Linn.,Tamr hind; Tamarind Tamarindus indica Linn.,False,True,False,True,second degree,It is cold and dry in the second degree.,Tamr hindi is a well known drugbroughtfrom India. 124 ﺻﻔﺤﻪ / ﻛﺘﺎ / ﻧﻴﺎﻛﺎ ﭘﺰﺷﻜﻲ ﺗﺤﻘﻴﻖ ﻛﻼﺳﻬﺎ ﻫﻤﺪ ﻧﺸﮕﺎ ﻧﮕﻠﻴﴘ ﺗﺮﺟﻤﻪ ﻃﺐ ﻗﺎﻧﻮ ﺳﻨﺘﻲ ﻃﺐ ﻣﻮﳾ ﮔﺮ / ﺑﻬﺸﺘﻲ ﺷﻬﻴﺪ ﭘﺰﺷﻜﻲ ﻋﻠﻮ ﻧﺸﮕﺎ SECTION VI 125,Tamr hindiis a purgative drug. It is moreattenuant and has lesser moisture than in Bukhara plums(prunus domesticdt.,Choice|Excretion|Fevers|Food|Nature|Properties|Temperament
9,,Tlmsiib Crocodile,Crocodilus palustris,Tlmsiib Crocodile Crocodilus palustris,False,False,False,False,,,,,Eye|Poisons
10,,Tanbitl Betelleaves,Piper betle Linn.,Tanbitl Betelleaves Piper betle Linn.,False,True,False,True,first degree,It is cold in the first degree and dry in the second degree.,Tanbiilis a leaf of a plant growing in India and at a place which is called Naghar. Its leaves and branches resemble those of a lemon. Indians chew it with lime and betel nut. This causes the teeth to become red and produces fragrance. Indians are very fond of it. They use it very frequently with a feeling of pleasure and pride.,Tanbiilis anastringentand desiccant (leaf).,Cosmetics|Food|Head|Nature|Properties|Temperament
12,"Tanniib Fir Picea abies, Linn.",,,"Tanniib Fir Picea abies, Linn.",False,False,False,False,,,Tanniib is a well known drug and Quj'ii(turpentine of fir) is one of its varieties.Qa¢m quraish is the seed of thisplant from which pitch-jews is obtained.,"Its seed i.e.Qa¢m quraish,isastringentand mildly warming.",Chest|Excretion|Eye|Food|Head|Nature|Properties|Swellings|Ulcers
13,Tinntnbahrt [Sea dragon or Sea monster1 Draco sps.,,,Tinntnbahrt [Sea dragon or Sea monster1 Draco sps.,False,False,False,False,,,,Galen saysthattinntnbahrtis useful against its own bite. For this purpose it is cut and placed on thebittenpart.,Poisons|Properties
14,,TuMI,,TuMI,False,False,False,False,,,The strongesttilMIisthatof iron and thenthatof copper comes next. Itis produced due to the impact of striking hammer (on the metal concerned). All thesetilMIare desiccant and have already been discussed.,,Nature
15,Tiltili Blue vitriol,,Copper sulphate,Tiltili Blue vitriol Copper sulphate,False,True,False,True,second degree,Tiltiiiis cold and dry in the second degree.,"Basicallytiltilicomes from the smoke emanating at the time of separation of copper from the stone and lead. Sometimes the litharge sublimates and the copper sulphate, so obtained, is of the best variety. Sometimes the litharge deposits as a sediment which is also calledSaqiidus.Tiltlliis of several kinds: (a) white, (b) yellow, (c) green and (d) red. The Indian variety is the slop of copper sulpha",Itis desiccant without causingirritation.Tiltili washed with water is superior as compared to theotherdesiccants.,Choice|Cosmetics|Excretion|Eye|Nature|Properties|Temperament|Ulcers
16,Tilth (Black) Mulberry MoTUs nigra Linn.,,,Tilth (Black) Mulberry MoTUs nigra Linn.,True,False,True,False,,"Tiithis sweet,hot and moist, but the sourish Syrian mulberry is inclinedtowards coldness and moistness.",Tilthis of two kinds: (a)sweetFir~iid or whitemulberry­ it is a substitute for figinmaturationbut muchinferior to it innutrition. 127 ﺻﻔﺤﻪ / ﻛﺘﺎ / ﻧﻴﺎﻛﺎ ﭘﺰﺷﻜﻲ ﺗﺤﻘﻴﻖ ﻛﻼﺳﻬﺎ ﻫﻤﺪ ﻧﺸﮕﺎ ﻧﮕﻠﻴﴘ ﺗﺮﺟﻤﻪ ﻃﺐ ﻗﺎﻧﻮ ﺳﻨﺘﻲ ﻃﺐ ﻣﻮﳾ ﮔﺮ / ﺑﻬﺸﺘﻲ ﺷﻬﻴﺪ ﭘﺰﺷﻜﻲ ﻋﻠﻮ ﻧﺸﮕﺎ  Itis the least toproduce blood and ismost corruptiveof it. It is most unfavourablefor thestomach and has all thepropertiesof fig to a lesser extent. (b) Sou,Itiscoolingand astringent; its extract is mostastrin­ gent specially whencooked in a copper vessel. It prevents the flow of humours towards organs. This propertyisparticularlyexhibited by the unripetiithwhich is similar tosumach.,Cosmetics|Excretion|Food|Head|Nature|Poisons|Properties|Swellings|Temperament|Ulcers
17,Tudor; Erysimon Malthiolaincana R. Br.,,,Tudor; Erysimon Malthiolaincana R. Br.,True,False,True,False,second degree,It is hot in the second degree and moist in the first degree.,Dioscorides statesthattudor;is a herb bearing leaves like blackhorehound. Itsroot isquadrangularand measures nearly half a cubit (in length). The calicles oftiidarthaving oblong and black seeds are used (as drug). Seeds of wildtiidartare round.,It has pungency likethatof water cress. It is an ulcerative drug.,Chest|Excretion|Eye|Head|Joints|Nature|Properties|Swellings|Temperament
18,,Tin Fig,Ficus carica Linn.,Tin Fig Ficus carica Linn.,False,False,False,False,,,"Fig has its owntemperament,its leaves and milky juice have all the properties of a spurge; if the leaves of fig are not available, the branches of its wild variety arebroken into pieces,pounded and cooked to obtain juice; the extract of fig is made by the samemethod as the extract of other twigs is made. The condensed soup of fig is similar to honey in properties.",,Choice|Nature
1,Kohl is a medicinalpreparationin fine powdered form which is,,,Kohl is a medicinalpreparationin fine powdered form which is,True,False,True,True,first degree,"White fig is lesshot;the moist one is much watery and less curative; unripe fig, excluding its milk, is detergent with some tendency towards coldness. The dry fig is hot in the first degree and attenuantin its last phase.","Tha}siaispronounced with the letterTiiand therefore we have mentioned it under the letterTii,","Dry fig,particularlythe one havingpungent taste, is strongly detergent,maturativeand dissolvent; the fleshy one is more maturative,agglutinant, incisive andattenuant. Wild fig has more pungency and intensity in this respect. The fig is a verynutrient fruit. Though the fullymatured fruit is generally harmless,figsmay be flatulent. Sometime, the detergence of pungent and dry fig causes ulceration.Th",Chest|Cosmetics|Excretion|Eye|Food|Head|Joints|Nature|Poisons|Properties|Swellings|Temperament|Ulcers
2,"Tha""lab",Fox,Vulpes bengalensis,"Tha""lab Fox Vulpes bengalensis",False,False,False,False,,,,Thavlab is dissolvent and its skin is the hottest in comparison to other skins. The people of moisttemperament are benefitted by its dissolvent property.,Chest|Head|Joints|Properties
3,,Thufl Dregs,,Thufl Dregs,True,False,False,False,first degree,Dregstakenfrom olive oil is hot in the first degree.,,We have mentioned (elsewhere)that the dregs of saffron oil imparts a dark colour to tongues and teeth lasting for several hours.,Choice|Properties|Temperament|Ulcers
4,Tha/j,,,Tha/j,False,False,False,False,,,,Ice is not suitable for the old people as well as for those who have coldhumours in their bodies.,Food|Head|Joints|Properties
5,Thiim Garlic Alliumsativum Linn.,,,Thiim Garlic Alliumsativum Linn.,False,False,False,False,,Garlic is warming and desiccant from second to fourthdegree. The water ofgermander is more so (having desiccation and warmth) than others.,Garlic isofseveral kinds: (a) garden garlic which is well known (b) leek-like garlic and (c) watergermander (wild garlic) which is bitter andastringentand is also calledmountain garlic. The leek­ like garlic has the compositestrengthofgarlic and leek(Alliumporrum).,"Garlic is laxative, highly repellent of flatulence, ulcerative and corrosive to skin.Itis useful for the ailments due to change of water (climate).",Chest|Cosmetics|Excretion|Eye|Food|Head|Joints|Nature|Poisons|Properties|Swellings|Temperament|Ulcers
6,Thiimiin Wild thyme,,Thymus serpyllum Linn.,Thiimiin Wild thyme Thymus serpyllum Linn.,True,False,False,False,,The seed ofthiimiinis strongly hot.,,,Excretion|Temperament
7,Thll Couch grass Scirpuslacustris Linn.,,,Thll Couch grass Scirpuslacustris Linn.,False,False,False,True,first degree,"Thtl,particularlyits freshroot,is coldand dry in the first degree.",Itis believed to be a synonym forbandklii(or band giah in Persian).,Ithas an astringentand irritantpropertyand its extract prevents the flow ofmatter towards viscera.,Chest|Choice|Excretion|Eye|Fevers|Food|Head|Nature|Poisons|Properties|Substitute|Temperament|Ulcers
